"waterbody id","resource name","alt. names","type"
"160734","dexter lake","NULL","lake"
"160833","dinner lake (s of waverly)","NULL","lake"
"160737","dinner lake (winter haven)","NULL","lake"
"161958","doll lake","NULL","lake"
"160831","dollar lake","NULL","lake"
"161957","dot lake","NULL","lake"
"160117","duck pond","NULL","lake"
"160316","duff lake","NULL","lake"
"160715","eagle lake","NULL","lake"
"161306","easy lake","NULL","lake"
"160461","echo lake","NULL","lake"
"161010","edward lake","lake coward","lake"
"161044","effie lake","NULL","lake"
"181958","eightmile slough","NULL","stream"
"160620","elbert lake","little elbert","lake"
"160411","elise lake","elsie","lake"
"160698","elizabeth lake","NULL","lake"
"160735","eloise lake","NULL","lake"
"160467","engineers lake","NULL","lake"
"160907","engle lake","NULL","lake"
"33","english creek","NULL","stream"
"160211","ennis lake","NULL","lake"
"160545","ernest lake","NULL","lake"
"160421","eva lake (haines city)","NULL","lake"
"160376","eva lake (n of lake alfred)","NULL","lake"
"160627","fairview lake","NULL","lake"
"160618","fairway lake","NULL","lake"
"160504","fannie lake","lake fanny","lake"
"161256","fauna lake","NULL","lake"
"160872","fern lake","NULL","lake"
"160452","fish lake","NULL","lake"
"161268","flora lake (bartow)","big bass lake little bass lake boca cove gaskin's cut floral lake","lake"
"161246","flora lake (winter haven)","lake enderly","lake"
"160695","florence lake","NULL","lake"
"161624","fort meade pit","pleasant grove patterson park chain of lakes","lake"
"161921","fortner lake","NULL","lake"
"160757","fox lake","NULL","lake"
"160396","foxwood lake","NULL","lake"
"161312","french lake (alturas)","perch lake","lake"
"160226","french lake (lakeland)","NULL","lake"
"161324","gadau lake","NULL","lake"
"160375","galloway lake","hidden lake","lake"
"161045","garfield lake","NULL","lake"
"160917","gate lake","NULL","lake"
"181959","gator creek","NULL","stream"
"161389","gator lake","NULL","lake"
"160603","gem lake","NULL","lake"
"160245","geneva lake","NULL","lake"
"160540","george lake (lakeland)","NULL","lake"
"160484","george lake (winter haven)","NULL","lake"
"160368","gibson lake","NULL","lake"
"181960","gilshey branch","NULL","stream"
"160558","glen lake","NULL","lake"
"161843","godwin lake","NULL","lake"
"161300","gordon lake (alturas)","NULL","lake"
"160562","gordon lake (lake hamilton)","NULL","lake"
"161991","gordon south lake (alturas)","NULL","lake"
"161361","gordon southwest lake (alturas)","NULL","lake"
"181961","grass creek","NULL","stream"
"160088","grass lake (green swamp)","NULL","lake"
"160389","grass lake (winter haven)","NULL","lake"
"181962","grassy creek","NULL","stream"
"161962","grassy lake","NULL","lake"
"161455","grassy lake (alturas)","NULL","lake"
"160744","grassy lake (eagle lake)","NULL","lake"
"160350","grassy lake (lake alfred)","NULL","lake"
"161942","great north lake","NULL","lake"
"160377","griffin lake","lake alfred","lake"
"160837","gross lake","grassy grass","lake"
"181963","gum branch","NULL","stream"
"160306","gum lake","NULL","lake"
"160862","gwyn lake","NULL","lake"
"161202","hack lake","NULL","lake"
"160416","haines lake","NULL","lake"
"39","hamilton branch","NULL","stream"
"160497","hamilton lake","NULL","lake"
"160285","hammock lake","NULL","lake"
"160718","hancock lake","NULL","lake"
"161963","hanging moss lake","NULL","lake"
"160820","harris lake","NULL","lake"
"160468","hart lake","NULL","lake"
"160877","hart lake","NULL","lake"
"160517","hartridge lake","NULL","lake"
"161960","hatchell lake","NULL","lake"
"160530","hatchineha lake","NULL","lake"
"161961","hazel lake","NULL","lake"
"161954","heiler lake","NULL","lake"
"161439","helen lake","NULL","lake"
"160183","helene lake","NULL","lake"
"161560","henry lake (e of ft meade)","lake hendry","lake"
"160417","henry lake (haines city)","drane","lake"
"160374","hester lake","NULL","lake"
"161785","hickory lake","NULL","lake"
"161910","hidden lake","NULL","lake"
"160847","highland lake","NULL","lake"
"41","hillsborough river","NULL","stream"
"4","hillsborough river watershed","NULL","watershed"
"160625","hollingsworth lake","NULL","lake"
"160597","holloway lake","NULL","lake"
"161472","homeland pit","NULL","lake"
"160609","horney lake","NULL","lake"
"181988","horse creek","NULL","stream"
"160419","horseshoe lake","NULL","lake"
"160613","howard lake","NULL","lake"
"161969","howard lake","NULL","lake"
"160595","hunter lake","NULL","lake"
"160465","hydrilla lake","NULL","lake"
"181998","ice cream slough","NULL","stream"
"161613","ida lake (frostproof)","NULL","lake"
"161916","ida lake (lake hamilton)","NULL","lake"
"160538","ida lake (winter haven)","NULL","lake"
"160575","idyl lake","NULL","lake"
"160522","idylwild lake","NULL","lake"
"182002","idylwild-cannon canal","NULL","stream"
"160703","ina lake","NULL","lake"
"161918","indian lake","NULL","lake"
"161899","isabel lake","lake isabell","lake"
"47","itchepackesassa creek","NULL","stream"
"161919","jessie lake","NULL","lake"
"160349","joe lake","NULL","lake"
"160708","john lake","NULL","lake"
"161971","jonathan lake","NULL","lake"
"160665","josephine lake (dundee)","NULL","lake"
"161304","josephine lake (se of lake wales)","NULL","lake"
"160281","juliana lake","NULL","lake"
"160731","kelly lake","NULL","lake"
"160434","ken lake","NULL","lake"
"161955","kika lake","NULL","lake"
"161967","kiki lake","NULL","lake"
"181991","kissimmee river","NULL","stream"
"8","kissimmee river - above lake hatchineha watershed","NULL","watershed"
"9","kissimmee river - below lake hatchineha watershed","NULL","watershed"
"160726","kissimmee lake","NULL","lake"
"161993","kit lake","NULL","lake"
"161972","knapp lake","NULL","lake"
"161914","lagoon lake","NULL","lake"
"161973","laguna serena","NULL","lake"
"49","lake branch","NULL","stream"
"182005","lake garfield outlet","NULL","stream"
"181982","lake hamilton canal","NULL","stream"
"182004","lake henry canal","NULL","stream"
"161929","lake littleton","NULL","lake"
"181986","lake lulu run","NULL","stream"
"181989","lake marion creek","NULL","stream"
"182001","lake parker outlet","NULL","stream"
"160420","larch lake","NULL","lake"
"160546","lee lake (lake hamilton)","NULL","lake"
"160772","lee lake (n of waverly)","NULL","lake"
"181984","lena run","NULL","stream"
"160502","lena lake","NULL","lake"
"161981","leon lake","NULL","lake"
"161509","leonore lake","lake patrick","lake"
"160341","lester lake","NULL","lake"
"161930","liaho lake","NULL","lake"
"160649","link lake","NULL","lake"
"161265","little aurora lake","iris","lake"
"161400","little crooked lake","south crooked lake lake caloosa","lake"
"160984","little gum lake","NULL","lake"
"160215","little lake agnes","NULL","lake"
"160617","little lake bonny","NULL","lake"
"160480","little lake hamilton","NULL","lake"
"161968","little lake henry","NULL","lake"
"160382","little lake van","NULL","lake"
"161976","little lake victoria","NULL","lake"
"181955","little payne creek","NULL","stream"
"160690","littleton lake","NULL","lake"
"181992","livingston creek","NULL","stream"
"161805","livingston lake","NULL","lake"
"161462","lizzie lake","lizz","lake"
"161989","locke lake","NULL","lake"
"161970","lois lake","NULL","lake"
"181993","london creek","NULL","stream"
"161318","long lake","NULL","lake"
"161941","long lake","NULL","lake"
"161994","long lake","NULL","lake"
"161397","loralin lake","NULL","lake"
"161977","lorraine lake","NULL","lake"
"160142","lost lake","NULL","lake"
"160271","lowery lake","NULL","lake"
"160469","lucerne lake","NULL","lake"
"160721","lulu lake","NULL","lake"
"161915","lure lake","NULL","lake"
"161944","luther lake","NULL","lake"
"160812","mabel lake","mable","lake"
"160549","mack lake (lakeland)","NULL","lake"
"160648","mariam lake","lake marion","lake"
"160457","mariana lake","marianna sanitary","lake"
"160635","marie lake","NULL","lake"
"161928","marie lake","NULL","lake"
"161956","marie lake","NULL","lake"
"160399","marion lake","NULL","lake"
"160615","martha lake","martha","lake"
"161984","mary lake","NULL","lake"
"160238","mattie lake","NULL","lake"
"181994","mattress drain","NULL","stream"
"160578","maude lake","NULL","lake"
"160659","may lake","NULL","lake"
"182003","may-shipp canal","NULL","stream"
"182007","mckinney branch","NULL","stream"
"160811","mcleod lake","NULL","lake"
"160415","meadowview lake","NULL","lake"
"160432","medora lake","NULL","lake"
"160646","menzie lake","NULL","lake"
"160759","meridian lake","NULL","lake"
"160496","middle lake hamilton","NULL","lake"
"160567","midget lake","NULL","lake"
"181995","mill seat creek","NULL","stream"
"161336","millbite lake","NULL","lake"
"160816","millsite lake","NULL","lake"
"160781","miriam lake","NULL","lake"
"160566","mirror lake (lakeland)","NULL","lake"
"160582","mirror lake (winter haven)","NULL","lake"
"161966","misty lake","NULL","lake"
"161974","mobil lake","NULL","lake"
"161539","moody lake","NULL","lake"
"181996","morgan hole creek","NULL","stream"
"160591","morton lake","NULL","lake"
"160875","mountain lake (mulberry)","NULL","lake"
"160916","mountain lake (n of lake wales)","NULL","lake"
"161978","mountain lodge lake","NULL","lake"
"161368","mud lake (bartow)","NULL","lake"
"160181","mud lake (w of polk city)","lake margaret","lake"
"160986","mulberry pit","y pit","lake"
"160440","myrtle lake","NULL","lake"
"160722","ned lake","NULL","lake"
"161401","noralyn mine lake","NULL","lake"
"161975","north lake","NULL","lake"
"161057","north lake wales","NULL","lake"
"161943","north pond","NULL","lake"
"160870","oak lake","NULL","lake"
"160647","otis lake","little otis","lake"
"161494","otter lake","NULL","lake"
"161931","otter pond","NULL","lake"
"161905","pabor lake","NULL","lake"
"181997","packingham slough","NULL","stream"
"160973","padgett lake","NULL","lake"
"1","palatlakaha river watershed","NULL","watershed"
"160501","pansy lake","NULL","lake"
"181999","parker branch","NULL","stream"
"160449","parker lake (lakeland)","NULL","lake"
"161014","parker lake (w of lake wales)","NULL","lake"
"161003","parks lake","NULL","lake"
"161985","parks lake","NULL","lake"
"181985","patrick creek","NULL","stream"
"182000","payne creek","NULL","stream"
"181965","peace creek","NULL","stream"
"181964","peace river","NULL","stream"
"7","peace river - lower peace river watershed","NULL","watershed"
"5","peace river - peace creek canal watershed","NULL","watershed"
"6","peace river - saddle creek watershed","NULL","watershed"
"160572","pelican lake (lakeland)","pelican pond lazy lake","lake"
"161338","pembroke lake","NULL","lake"
"181966","phyllis branch","NULL","stream"
"160959","phyllis lake","phyllis","lake"
"160425","picnic lake","NULL","lake"
"160652","pierce lake","NULL","lake"
"160871","pine lake","NULL","lake"
"161987","pinewood lake","NULL","lake"
"161386","polecat lake","george charles","lake"
"181967","poley creek","NULL","stream"
"161103","polk lake","NULL","lake"
"160760","pollock lake","NULL","lake"
"181968","pony creek","NULL","stream"
"160889","rattlesnake lake","NULL","lake"
"160849","reed lake","NULL","lake"
"130021","reedy creek","NULL","stream"
"181970","reedy creek (east of frostproof)","livingston creek","stream"
"161637","reedy lake","NULL","lake"
"160866","reeves lake","NULL","lake"
"161917","rey lake","NULL","lake"
"161953","richmond lake","NULL","lake"
"160682","ring lake","NULL","lake"
"160766","river lake","NULL","lake"
"160476","rochelle lake","NULL","lake"
"181971","rocky branch","NULL","stream"
"181972","rosalie creek","NULL","stream"
"160863","rosalie lake","NULL","lake"
"160841","round lake","NULL","lake"
"160702","roy lake","NULL","lake"
"160801","ruby lake","NULL","lake"
"161925","russell lake","NULL","lake"
"161240","ruth lake (bartow)","NULL","lake"
"160631","ruth lake (dundee)","NULL","lake"
"161868","saddle blanket lake","NULL","lake"
"181973","saddle creek","NULL","stream"
"160524","saddle creek pit east","NULL","lake"
"161996","saddle creek pit north","NULL","lake"
"161995","saddle creek pit west","NULL","lake"
"161098","saddlebag lake","NULL","lake"
"161982","saddlebag lake","NULL","lake"
"160234","saint andrews lake","NULL","lake"
"160673","san gully lake","NULL","lake"
"161334","sand lake (bartow)","NULL","lake"
"160152","sand lake (green swamp)","NULL","lake"
"181974","sandy gully","NULL","stream"
"160547","sara lake","NULL","lake"
"160817","scott lake","NULL","lake"
"160821","scotts lake west","NULL","lake"
"160679","sears lake","NULL","lake"
"161965","sentry lake","NULL","lake"
"161195","serena lake","NULL","lake"
"160853","seward lake","NULL","lake"
"160813","shady lake","NULL","lake"
"161952","sheppard lake","NULL","lake"
"160280","sherwood lake","sherwood forest lake","lake"
"160685","shipp lake","NULL","lake"
"161913","sick lake","NULL","lake"
"161986","silver lake","NULL","lake"
"161722","silver lake (frostproof)","silver 2","lake"
"160604","silver lake (winter haven)","NULL","lake"
"181975","sink branch","NULL","stream"
"161920","six pound pond","NULL","lake"
"160607","skyview lake","NULL","lake"
"160513","smart lake","NULL","lake"
"181976","snell creek","NULL","stream"
"160701","somerset lake","NULL","lake"
"161938","south lake","NULL","lake"
"161939","south pond","NULL","lake"
"160707","spirit lake","little spirit","lake"
"160589","spring lake","NULL","lake"
"161936","square lake","NULL","lake"
"160184","st charles lake","lake charles","lake"
"161248","st. anne lake","st anne shrine helena","lake"
"160334","st. clare lake (north lake alfred)","grassy","lake"
"161979","star lake","NULL","lake"
"161254","star lake (alturas)","NULL","lake"
"160851","starr lake (south of waverly)","NULL","lake"
"160505","stella lake","NULL","lake"
"161990","stonewater lake","NULL","lake"
"161846","streety lake","lake streaty","lake"
"160719","summit lake","NULL","lake"
"161236","sunset lake","NULL","lake"
"161403","surveyors lake","NULL","lake"
"161924","suzanne lake","NULL","lake"
"160544","swan lake","NULL","lake"
"161135","swim lake","NULL","lake"
"160412","swoope lake","NULL","lake"
"161923","symphony lake","NULL","lake"
"160286","tangerine lake","NULL","lake"
"161983","tempa lake","NULL","lake"
"160252","tennessee lake","NULL","lake"
"72","thirtymile creek","NULL","stream"
"161077","thomas lake (hesperides)","NULL","lake"
"160668","thomas lake (winter haven)","NULL","lake"
"161988","thomas lake","NULL","lake"
"161031","tice lake","NULL","lake"
"181977","tiger creek","NULL","stream"
"161026","tiger lake","NULL","lake"
"160553","tim lake","lake jim","lake"
"160301","tower lake","NULL","lake"
"161260","tractor lake","NULL","lake"
"160370","tracy lake","NULL","lake"
"160616","trask lake","NULL","lake"
"160879","triangle lake","NULL","lake"
"161902","trout lake","NULL","lake"
"161170","twin lake east (lake wales)","twin lakes","lake"
"161171","twin lake west (lake wales)","twin lakes","lake"
"161311","twin lakes (alturas)","NULL","lake"
"161964","twin oak lake","NULL","lake"
"160378","van lake","NULL","lake"
"160798","venus lake","NULL","lake"
"160850","victoria lake","NULL","lake"
"181987","wahneta canal","NULL","stream"
"161104","wales lake","lake wailes","lake"
"161342","walker lake","NULL","lake"
"161198","warren lake","NULL","lake"
"161980","waterview lake","NULL","lake"
"160639","watkins lake","NULL","lake"
"161128","weaver lake","lake weader","lake"
"181978","weohyakapka creek","NULL","stream"
"161335","weohyakapka lake","lake walk-in-water walk-in-water lake","lake"
"181979","whidden creek","NULL","stream"
"160441","whistler lake","NULL","lake"
"160537","winston lake","NULL","lake"
"160775","winterset lake","little winterset","lake"
"160551","wire lake","NULL","lake"
"181980","withlacoochee river","NULL","stream"
"2","withlacoochee river watershed","NULL","watershed"
"160729","wood lake (mulberry)","somerset","lake"
"161927","x pit","NULL","lake"
