"doberar","4.250","iran","asia"
"siyalan","4.250","iran","asia"
"cofre de perote","4.250","mexico","north america"
"mt kennedy","4.238","canada","north america"
"kamankouh","4.234","iran","asia"
"zard kouh","4.221","iran","asia"
"divchal","4.220","iran","asia"
"tajumulco","4.220","guatemala","north america"
"chichimeco","4.220","mexico","north america"
"mt iron nipple","4.216","colorado","north america"
"kooloon bastak","4.210","iran","asia"
"siounza","4.208","iran","asia"
"gannett peak","4.208","wyoming","north america"
"jorasses","4.208","italy/france","europe"
"mauna kea","4.205","hawaii","north america"
"sarkharsang","4.203","iran","asia"
"grand teton","4.197","wyoming","north america"
"aletschhorn","4.195","switzerland","europe"
"yakhchal","4.194","iran","asia"
"mt morgan","4.191","california","north america"
"mt hayes","4.189","alaska","north america"
"dent d'herens","4.171","switzerland/italy","europe"
"mauna loa","4.170","hawaii","north america"
"toubkal","4.165","morocco","africa"
"mt tom","4.162","california","north america"
"breithorn","4.159","switzerland/italy","europe"
"tlaloc","4.158","mexico","north america"
"university peak","4.156","california","north america"
"sarakchal","4.156","iran","asia"
"oshtoran kuh","4.150","iran","asia"
"gelyasm (resko)","4.136","turkey","europe"
"muhavura","4.127","rwanda/zaire","africa"
"kings peak","4.124","utah","north america"
"schiwana","4.120","ethiopia","africa"
"buzul (suppadurek)","4.116","turkey","europe"
"naz o kahar","4.108","iran","asia"
"jungfrau","4.105","switzerland","europe"
"narges","4.103","iran","asia"
"pic lori","4.102","france","europe"
"catedral","4.100","chile","south america"
"kal","4.100","iran","asia"
"cerro retumbadero","4.100","chile","south america"
"m&ouml;nch","4.099","switzerland","europe"
"mt gilbert","4.098","utah","north america"
"mt emmons","4.097","utah","north america"
"cameroun","4.095","cameroon","africa"
"kinabalu","4.094","malaysia","oceania"
"wind river peak","4.085","wyoming","north america"
"schreckhorn","4.078","switzerland","europe"
"ober-gabelhorn","4.063","switzerland/italy","europe"
"kahno","4.062","iran","asia"
"gran paradiso","4.061","italy","europe"
"black mt","4.051","california","north america"
"diente del diablo","4.050","chile","south america"
"pik bernina","4.049","switzerland/italy","europe"
"taftan","4.042","iran","asia"
"kharsoun","4.040","iran","asia"
"mt victoria","4.038","papua new guinea","oceania"
"mt loveina","4.030","utah","north america"
"krestovski","4.030","russia","europe"
"weissmies","4.023","switzerland","europe"
"qurma","4.018","iran","asia"
"marcus baker","4.017","alaska","north america"
"cloud peak","4.017","wyoming","north america"
"mt waddington","4.017","canada","north america"
"silverthrone","4.015","alaska","north america"
"geant","4.013","italy/france","europe"
"wheeler peak","4.012","new mexico","north america"
"lagginhorn","4.010","switzerland","europe"
"francs peak","4.006","wyoming","north america"
"boundary peak","4.006","california","north america"
"ol doinyo lesatima","4.001","kenya","africa"
"pasandkouh","4.000","iran","asia"
"mt lyell","3.998","california","north america"
"fletschhorn","3.996","switzerland","europe"
"trunchas peak","3.995","new mexico","north america"
"mt dana","3.995","california","north america"
"la meije","3.983","france","europe"
"wheeler peak","3.982","nevada","north america"
"tezerjan","3980","iran","asia"
"wilson peaks","3.979","utah","north america"
"acatenango","3.976","guatemala","north america"
"eiger","3.970","switzerland","europe"
"grivola","3.969","italy","europe"
"tochal","3.965","iran","asia"
"mt robson","3.954","canada","north america"
"yu shan (jade mountain)","3.952","taiwan","asia"
"mt owens","3.946","wyoming","north america"
"mont pelvoux","3.946","france","europe"
"kuna","3.938","california","north america"
"bietschhorn","3.934","switzerland","europe"
"kackar dagi","3.932","turkey","europe"
"ushkovski","3.930","russia","europe"
"mt parker","3.921","california","north america"
"roseg","3.920","switzerland/italy","europe"
"seytan bogazi","3.917","turkey","europe"
"palu","3.908","switzerland","europe"
"granite peak","3.902","montana","north america"
"ortler","3.902","italy","europe"
"mt gibbs","3.891","california","north america"
"hsuih shan","3.884","taiwan","asia"
"mt peal","3.878","utah","north america"
"blacktop","3.875","california","north america"
"mont blanc de cheilon","3.870","switzerland/italy","europe"
"mt humphreys","3.862","arizona","north america"
"konigs","3.859","italy","europe"
"borah peak","3.858","idaho","north america"
"la grande casse","3.855","france","europe"
"mt wood","3.853","california","north america"
"mirador del morado","3.850","chile","south america"
"volcan lanin","3.845","argentina/chile","south america"
"gerdine","3.841","alaska","north america"
"monviso","3.841","italy","europe"
"mt deborah","3.823","alaska","north america"
"volcan de colima","3.820","mexico","north america"
"dolent","3.820","italy/france","europe"
"cerro chirripo","3.819","costa rica","north america"
"mt simmons","3.812","california","north america"
"kerintji","3.809","indonesia","oceania"
"carpe","3.802","alaska","north america"
"grossglockner","3.797","austria","europe"
"mt erebus","3.794","antarctica","the poles"
"mt baldy","3.792","new mexico","north america"
"mt santa maria","3.789","guatemala","north america"
"mont pourri","3.779","france","europe"
"mt hagen","3.778","papua new guinea","oceania"
"fuji san","3.776","japan","asia"
"wildspitze","3.772","austria","europe"
"peutery","3.772","italy/france","europe"
"mt agassiz","3.766","arizona","north america"
"zufall","3.764","italy","europe"
"cook","3.764","new zealand","oceania"
"fuego","3.763","guatemala","north america"
"jabal hadur","3.760","yemen","asia"
"mt waas","3.759","utah","north america"
"mt adams","3.758","washington","north america"
"demirkazik","3.756","turkey","europe"
"charbonnel","3.752","france","europe"
"grande sassiere","3.751","france","europe"
"mt lewis","3.749","california","north america"
"mt colombia","3.748","canada","north america"
"alvand","3.746","iran","asia"
"lam whoa shan","3.740","taiwan","asia"
"weisskugel","3.739","austria/italy","europe"
"trout peak","3.733","wyoming","north america"
"jicarita peak","3.733","new mexico","north america"
"rinjani","3.727","indonesia","oceania"
"diamond peak","3.719","idaho","north america"
"teide","3.718","canary is","europe"
"sahand","3.712","iran","asia"
"mt delano","3.711","utah","north america"
"visoke","3.711","rwanda/zaire","africa"
"jong yong gien shan","3.703","taiwan","asia"
"wetterhorn","3.701","switzerland","europe"
"la dent parrachee","3.697","france","europe"
"gunnbjorn fjeld","3.694","denmark/greenland","europe"
"ibapah peak","3.684","utah","north america"
"hyndman peak","3.682","idaho","north america"
"ostri tolbachik","3.682","russia","europe"
"fortress peak","3.681","wyoming","north america"
"semeru","3.677","indonesia","oceania"
"mt moriah","3.674","nevada","north america"
"grossvenediger","3.674","austria","europe"
"les bans","3.669","france","europe"
"sabinyo","3.669","uganda/rwanda/zaire","africa"
"mont collon","3.667","switzerland/italy","europe"
"mt witherspoon","3.665","alaska","north america"
"blumlisalp","3.664","switzerland","europe"
"la grand motte","3.653","france","europe"
"cliarforon","3.642","italy","europe"
"vioz","3.640","italy","europe"
"mt nebo","3.637","utah","north america"
"albaron","3.637","france","europe"
"sabinyo","3.634","rwanda/zaire","africa"
"dammastock","3.630","switzerland","europe"
"forbes peak","3.628","canada","north america"
"hintere schwarze","3.628","austria/italy","europe"
"north schell","3.623","nevada","north america"
"assiniboine","3.619","canada","north america"
"t&rdquo;di","3.614","switzerland","europe"
"ronce","3.612","france","europe"
"chida shan","3.605","taiwan","asia"
"tsanteleina","3.605","france/italy","europe"
"castle peak","3.602","idaho","north america"
"mt jefferson","3.600","nevada","north america"
"taiyabe dome (arc dome)","3.590","nevada","north america"
"south schell","3.587","nevada","north america"
"gallenstock","3.583","switzerland","europe"
"mt timpanogos","3.582","utah","north america"
"taft","3.577","nevada","north america"
"grosswiesbachhorn","3.565","austria","europe"
"peclet","3.562","france","europe"
"presanella","3.556","italy","europe"
"tronador","3.554","argentina/chile","south america"
"adamello peak","3.554","italy","europe"
"leone","3.553","switzerland","europe"
"mt temple","3.547","canada","north america"
"vertain spitze","3.544","italy","europe"
"mt bell","3.540","idaho","north america"
"atitlan","3.537","guatemala","north america"
"polset","3.534","france","europe"
"wazespitze","3.533","austria","europe"
"currant peak","3.510","nevada","north america"
"hochfeiler","3.510","austria/italy","europe"
"les aiguilles d'arves","3.510","france","europe"
"zuckerhutl","3.507","austria","europe"
"sustenhorn","3.503","switzerland","europe"
"yasus","3.500","ethiopia","africa"
