"{|passeriformes}","{|hab1}","{|hab2}","{|sp}","{|su}","{|fa}","{|wi}"
"{|olive-sided flycatcher}","{|ed}","{|uh}","{|u}","","{|u}",""
"{|eastern wood-peewee}","{|uh}","{|bh}","{|c}","{|c}","{|c}",""
"{|yellow-bellied flycatcher}","{|uh}","{|bh}","{|o}","","{|o}",""
"{|acadian flycatcher}","{|bh}","","{|c}","{|c}","{|u}",""
"{|willow flycatcher}","{|ts}","{|ed}","{|u}","","{|u}",""
"{|least flycatcher}","{|ed}","{|ts}","{|c}","","{|c}",""
"{|eastern phoebe}","{|st}","{|bh}","{|c}","{|c}","{|c}",""
"{|great crested flycatcher}","{|uh}","{|bh}","{|c}","{|c}","{|c}",""
"{|eastern kingbird}","{|ed}","{|ts}","{|c}","{|c}","{|c}",""
"{|horned lark}","{|bg}","{|cr}","{|c}","","{|c}",""
"{|purple martin}","{|ur}","{|la}","{|o}","","{|o}",""
"{|tree swallow}","{|la}","{|ma}","{|c}","{|r}","{|c}",""
"{|northern rough-winged swallow}","{|bl}","{|st}","{|c}","{|c}","{|c}",""
"{|bank shallow}","{|st}","","{|u}","","{|u}",""
"{|cliff swallow}","{|bl}","{|st}","{|o}","","{|o}",""
"{|barn swallow}","{|ur}","{|ma}","{|c}","{|c}","{|c}",""
"{|blue jay}","{|uh}","{|bh}","{|a}","{|a}","{|a}","{|a}"
"{|american crow}","{|uh}","{|cr}","{|c}","{|c}","{|c}","{|c}"
"{|black-capped chickadee}","{|uh}","{|bh}","{|a}","{|a}","{|a}","{|a}"
"{|tufted titmouse}","{|uh}","{|bh}","{|a}","{|a}","{|a}","{|a}"
"{|red-breasted nuthatch}","{|co}","{|uh}","{|c}","","{|c}",""
"{|white-breasted nuthatch}","{|uh}","{|bh}","{|a}","{|a}","{|a}","{|a}"
"{|brown creeper}","{|bh}","{|uh}","{|c}","","{|c}","{|u}"
"{|carolina wren}","{|bh}","{|uh}","{|c}","{|c}","{|c}","{|c}"
"{|bewick's wren}","{|ur}","{|ed}","{|r}","","",""
"{|house wren}","{|ed}","{|ur}","{|u}","{|u}","{|u}",""
"{|winter wren}","{|st}","{|bh}","{|r}","","{|r}","{|o}"
"{|sedge wren}","{|ng}","{|ma}","{|u}","{|c}","{|u}",""
"{|marsh wren}","{|ma}","","{|r}","{|r}","{|r}",""
"{|golden-crowned kinglet}","{|co}","{|bh}","{|c}","","{|c}","{|u}"
"{|ruby-crowned kinglet}","{|uh}","{|bh}","{|c}","","{|c}","{|r}"
"{|blue-gray gnatcatcher}","{|uh}","{|bh}","{|c}","{|c}","{|c}",""
"{|eastern bluebird}","{|ts}","{|ed}","{|c}","{|c}","{|c}","{|c}"
"{|veery}","{|uh}","{|bh}","{|c}","","{|u}",""
"{|gray-cheeked thrush}","{|uh}","{|bh}","{|c}","","{|u}",""
"{|swainson's thrush}","{|uh}","{|bh}","{|c}","","{|c}",""
"{|hermit thrush}","{|uh}","{|bh}","{|u}","{|u}","{|u}","{|u}"
"{|wood thrush}","{|uh}","{|bh}","{|c}","{|c}","{|o}",""
"{|american robin}","{|ur}","{|ed}","{|a}","{|a}","{|c}","{|c}"
"{|gray catbird}","{|ts}","{|ed}","{|c}","{|c}","{|c}",""
"{|northern mockingbird}","{|ts}","{|ed}","{|c}","{|c}","{|c}",""
"{|brown thrasher}","{|ts}","{|ed}","{|c}","{|c}","{|c}","{|r}"
"{|cedar waxwing}","{|ts}","{|ed}","{|c}","{|c}","{|c}","{|c}"
"{|loggerhead shrike}","{|ed}","{|ts}","{|r}","{|r}","{|r}",""
"{|european starling}","{|ur}","","{|a}","{|a}","{|a}","{|a}"
"{|white-eyed vireo}","{|ts}","{|ed}","{|c}","{|c}","{|c}",""
"{|solitary vireo}","{|ts}","{|ed}","{|c}","","{|u}",""
"{|yellow-throated vireo}","{|uh}","{|bh}","{|c}","{|c}","{|c}",""
"{|warbling vireo}","{|bh}","{|ed}","{|c}","{|c}","{|c}",""
"{|philadelphia vireo}","{|uh}","{|bh}","{|u}","","{|u}",""
"{|red-eyed vireo}","{|uh}","{|bh}","{|c}","{|c}","{|c}",""
"{|blue-winged warbler}","{|ts}","{|ed}","{|c}","{|c}","{|u}",""
"{|golden-winged warbler}","{|ts}","{|ed}","{|u}","","{|u}",""
"{|tennessee warbler}","{|uh}","{|bh}","{|c}","","{|c}",""
"{|orange-crowned warbler}","{|ts}","","{|u}","","{|u}",""
"{|nashville warbler}","{|uh}","{|bh}","{|c}","","{|c}",""
"{|northern parula}","{|bh}","{|st}","{|c}","{|c}","{|u}",""
"{|yellow warbler}","{|ts}","{|bh}","{|c}","{|c}","{|u}",""
"{|chestnut-sided warbler}","{|ed}","{|ts}","{|c}","","{|c}",""
"{|magnolia warbler}","{|bh}","{|uh}","{|c}","","{|u}",""
"{|cape may warbler}","{|uh}","{|co}","{|r}","","{|r}",""
"{|yellow-rumped warbler}","{|uh}","{|bh}","{|c}","","{|c}",""
"{|black-throated green warbler}","{|uh}","{|bh}","{|c}","","{|c}",""
"{|blackburnian warbler}","{|uh}","{|bh}","{|c}","","{|c}",""
"{|yellow-throated warbler}","{|bh}","{|st}","{|o}","{|o}","{|o}",""
"{|pine warbler}","{|co}","{|uh}","{|u}","","{|u}",""
"{|prairie warbler}","{|ts}","","{|c}","{|c}","{|u}",""
"{|palm warbler}","{|ts}","{|bh}","{|c}","","{|c}",""
"{|bay-breasted warbler}","{|uh}","{|bh}","{|u}","","{|u}",""
"{|blackpoll warbler}","{|uh}","{|bh}","{|u}","","{|u}",""
"{|cerulean warbler}","{|bh}","{|st}","{|u}","","{|u}",""
"{|black-and-white warbler}","{|uh}","{|bh}","{|c}","","{|c}",""
"{|american redstart}","{|bh}","","{|c}","{|c}","{|c}",""
"{|prothonotary warbler}","{|st}","{|sw}","{|c}","{|c}","{|c}",""
"{|worm-eating warbler}","{|uh}","{|bh}","{|c}","{|c}","{|c}",""
"{|ovenbird}","{|uh}","{|bh}","{|c}","{|o}","{|c}",""
"{|northern waterthrush}","{|st}","{|sw}","{|c}","","{|o}",""
"{|louisiana waterthrush}","{|st}","{|sw}","{|c}","","{|o}",""
"{|kentucky warbler}","{|bh}","{|uh}","{|c}","","{|c}",""
"{|mourning warbler}","{|bh}","{|uh}","{|r}","","{|r}",""
"{|common yellowthroat}","{|ts}","{|ed}","{|c}","{|c}","{|c}",""
"{|hooded warbler}","{|uh}","{|bh}","{|r}","","{|r}",""
"{|wilson's warbler}","{|ts}","{|ed}","{|o}","","{|o}",""
"{|canada warbler}","{|ts}","{|bh}","{|u}","","{|u}",""
"{|yellow-breasted chat}","{|ts}","{|ed}","{|c}","{|c}","{|c}",""
"{|summer tanager}","{|uh}","{|bh}","{|c}","{|c}","{|u}",""
"{|scarlet tanager}","{|uh}","{|bh}","{|c}","{|u}","{|u}",""
"{|northern cardinal}","{|ed}","{|ur}","{|a}","{|a}","{|a}","{|a}"
"{|rose-breasted grosbeak}","{|uh}","{|bh}","{|c}","{|u}","{|u}",""
"{|blue grosbeak}","{|uh}","{|bh}","{|o}","{|o}","{|o}",""
"{|indigo bunting}","{|ed}","{|ts}","{|a}","{|a}","{|a}",""
"{|dickcissel}","{|ed}","{|ng}","{|c}","{|c}","{|c}",""
"{|rufous-sided towhee}","{|ts}","{|ed}","{|c}","{|c}","{|c}","{|u}"
"{|american tree sparrow}","{|ts}","{|ed}","{|c}","","","{|c}"
"{|chipping sparrow}","{|ed}","{|ur}","{|a}","{|a}","{|a}",""
"{|field sparrow}","{|sg}","{|ed}","{|a}","{|a}","{|c}","{|r}"
"{|vesper sparrow}","{|cr}","{|sg}","{|o}","","{|o}",""
"{|lark sparrow}","{|ed}","{|sg}","{|u}","{|u}","{|u}",""
"{|savannah sparrow}","{|ng}","{|an}","{|u}","","{|u}","{|r}"
"{|leconte's sparrow}","{|ng}","{|ma}","{|o}","","{|o}",""
"{|fox sparrow}","{|ed}","{|bh}","{|c}","","{|c}","{|o}"
"{|song sparrow}","{|ed}","{|ts}","{|c}","{|c}","{|c}","{|c}"
"{|lincoln's sparrow}","{|ed}","{|bh}","{|u}","","{|u}","{|r}"
"{|swamp sparrow}","{|ma}","{|sw}","{|c}","","{|u}","{|u}"
"{|white-throated sparrow}","{|ed}","{|bh}","{|c}","","{|c}","{|c}"
"{|white-crowned sparrow}","{|ts}","{|ed}","{|c}","","{|c}","{|u}"
"{|dark-eyed junco}","{|ed}","{|ur}","{|a}","","{|c}","{|c}"
"{|bobolink}","{|ng}","","{|u}","","{|u}",""
"{|red-winged blackbird}","{|ma}","{|cr}","{|a}","{|a}","{|a}","{|c}"
"{|eastern meadowlark}","{|ng}","{|cr}","{|c}","{|c}","{|c}","{|o}"
"{|rusty blackbird}","{|bh}","{|cr}","{|u}","","{|u}","{|c}"
"{|common grackle}","{|ed}","{|ts}","{|a}","{|a}","{|a}","{|c}"
"{|brown-headed cowbird}","{|ed}","{|uh}","{|a}","{|a}","{|c}","{|u}"
"{|orchard oriole}","{|ts}","{|ed}","{|c}","{|c}","{|u}",""
"{|northern oriole}","{|bh}","{|ed}","{|a}","{|a}","{|c}",""
"{|purple finch}","{|uh}","{|ed}","{|c}","","{|c}","{|u}"
"{|pine siskin}","{|ur}","","{|u}","","{|u}","{|u}"
"{|american goldfinch}","{|ts}","{|ur}","{|a}","{|a}","{|a}","{|c}"
"{|evening grosbeak}","{|ur}","{|ed}","{|r}","","{|r}","{|r}"
"{|house sparrow}","{|ur}","","{|a}","{|a}","{|a}","{|a}"
"{|eurasian tree sparrow}","{|ur}","","{|u}","{|u}","{|u}","{|u}"
