"51","mute swan","north lake","us-ca","02 jan 2009"
"52","house sparrow","north lake","us-ca","02 jan 2009"
"53","lesser scaup","north lake","us-ca","02 jan 2009"
"54","macgillivray&#8217;s warbler","huntington central park","us-ca","03 jan 2009"
"55","orange-crowned warbler","huntington central park","us-ca","03 jan 2009"
"56","wilson&#8217;s warbler","huntington central park","us-ca","03 jan 2009"
"57","palm warbler","orange coast college","us-ca","03 jan 2009"
"58","western gull","orange coast college","us-ca","03 jan 2009"
"59","rock pigeon","village pond park","us-ca","03 jan 2009"
"60","eurasian wigeon","village pond park","us-ca","03 jan 2009"
"61","california gull","village pond park","us-ca","03 jan 2009"
"62","vermilion flycatcher","el toro cemetery","us-ca","03 jan 2009"
"63","red-shouldered hawk","william r mason regional park","us-ca","04 jan 2009"
"64","greater yellowlegs","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"65","northern pintail","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"66","ring-necked duck","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"67","snowy egret","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"68","tree swallow","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"69","western grebe","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"70","american avocet","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"71","american kestrel","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"72","american white pelican","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"73","barn swallow","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"74","black-crowned night-heron","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"75","black-necked stilt","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"76","long-billed dowitcher","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"77","northern mockingbird","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"78","blue-gray gnatcatcher","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"79","cinnamon teal","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"80","common moorhen","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"81","gadwall","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"82","green-winged teal","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"83","great blue heron","san joaquin wildlife sanctuary","us-ca","04 jan 2009"
"84","black-throated gray warbler","william r mason regional park","us-ca","04 jan 2009"
"85","spotted sandpiper","william r mason regional park","us-ca","08 jan 2009"
"86","white-throated sparrow","william r mason regional park","us-ca","08 jan 2009"
"87","white-faced ibis","william r mason regional park","us-ca","08 jan 2009"
"88","black oystercatcher","dana point harbor","us-ca","10 jan 2009"
"89","brown pelican","dana point harbor","us-ca","10 jan 2009"
"90","brandt&#8217;s cormorant","dana point harbor","us-ca","10 jan 2009"
"91","heermann&#8217;s gull","dana point harbor","us-ca","10 jan 2009"
"92","xantus&#8217;s murrelet","dana point pelagic","us-ca","10 jan 2009"
"93","black-vented shearwater","dana point pelagic","us-ca","10 jan 2009"
"94","cassin&#8217;s auklet","dana point pelagic","us-ca","10 jan 2009"
"95","bonaparte&#8217;s gull","dana point pelagic","us-ca","10 jan 2009"
"96","pomarine jaeger","dana point pelagic","us-ca","10 jan 2009"
"97","glaucous-winged gull","dana point pelagic","us-ca","10 jan 2009"
"98","sooty shearwater","dana point pelagic","us-ca","10 jan 2009"
"99","short-tailed shearwater","dana point pelagic","us-ca","10 jan 2009"
"100","rhinoceros auklet","dana point pelagic","us-ca","10 jan 2009"
"101","common murre","dana point pelagic","us-ca","10 jan 2009"
"102","least sandpiper","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"103","marsh wren","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"104","osprey","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"105","redhead","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"106","red-winged blackbird","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"107","sora","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"108","california thrasher","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"109","canvasback","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"110","caspian tern","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"111","clark&#8217;s grebe","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"112","forster&#8217;s tern","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"113","killdeer","san joaquin wildlife sanctuary","us-ca","11 jan 2009"
"114","long-billed curlew","upper newport bay","us-ca","14 jan 2009"
"115","marbled godwit","upper newport bay","us-ca","14 jan 2009"
"116","northern harrier","upper newport bay","us-ca","14 jan 2009"
"117","semipalmated plover","upper newport bay","us-ca","14 jan 2009"
"118","greater scaup","upper newport bay","us-ca","14 jan 2009"
"119","western sandpiper","upper newport bay","us-ca","14 jan 2009"
"120","willet","upper newport bay","us-ca","14 jan 2009"
"121","blue-winged teal","upper newport bay","us-ca","14 jan 2009"
"122","great-tailed grackle","san joaquin wildlife sanctuary","us-ca","31 jan 2009"
"123","ross&#8217;s goose","san joaquin wildlife sanctuary","us-ca","31 jan 2009"
"124","lilac-crowned parrot","santiago oaks regional park","us-ca","01 feb 2009"
"125","yellow-bellied sapsucker","santiago oaks regional park","us-ca","01 feb 2009"
"126","acorn woodpecker","santiago oaks regional park","us-ca","01 feb 2009"
"127","white-tailed kite","santiago oaks regional park","us-ca","01 feb 2009"
"128","oak titmouse","santiago oaks regional park","us-ca","01 feb 2009"
"129","western scrub-jay","santiago oaks regional park","us-ca","01 feb 2009"
"130","red-crowned parrot","santiago oaks regional park","us-ca","01 feb 2009"
"131","dark-eyed junco","santiago oaks regional park","us-ca","01 feb 2009"
"132","red-breasted sapsucker","santiago oaks regional park","us-ca","01 feb 2009"
"133","common raven","santiago oaks regional park","us-ca","01 feb 2009"
"134","american redstart","william r mason regional park","us-ca","03 feb 2009"
"135","american goldfinch","william r mason regional park","us-ca","03 feb 2009"
"136","western meadowlark","uci arboretum","us-ca","04 feb 2009"
"137","great horned owl","william r mason regional park","us-ca","15 feb 2009"
"138","whimbrel","william r mason regional park","us-ca","15 feb 2009"
"139","cooper&#8217;s hawk","william r mason regional park","us-ca","15 feb 2009"
"140","hutton&#8217;s vireo","william r mason regional park","us-ca","15 feb 2009"
"141","hooded merganser","san diego creek","us-ca","17 feb 2009"
"142","red-throated loon","huntington central park","us-ca","22 feb 2009"
"143","glaucous gull","doheny sb","us-ca","22 feb 2009"
"144","costa&#8217;s hummingbird","anza-borrego desert sp&#8211;tamarisk grove campground","us-ca","28 feb 2009"
"145","phainopepla","anza-borrego desert sp&#8211;tamarisk grove campground","us-ca","28 feb 2009"
"146","black-throated sparrow","anza-borrego desert sp&#8211;borrego valley area","us-ca","28 feb 2009"
"147","verdin","st. barnabas","us-ca","28 feb 2009"
"148","white-winged dove","borrego springs resort","us-ca","01 mar 2009"
"149","black-tailed gnatcatcher","vallecito county park","us-ca","01 mar 2009"
"150","cliff swallow","upper newport bay","us-ca","13 mar 2009"
"151","cactus wren","uci","us-ca","14 mar 2009"
"152","california gnatcatcher","uci","us-ca","14 mar 2009"
"153","rufous hummingbird","uci","us-ca","14 mar 2009"
"154","brown-headed cowbird","sepulveda basin wildlife refuge","us-ca","15 mar 2009"
"155","northern rough-winged swallow","sepulveda basin wildlife refuge","us-ca","15 mar 2009"
"156","chipping sparrow","hansen dam","us-ca","15 mar 2009"
"157","abert&#8217;s towhee","salton sea&#8211;lincoln st.","us-ca","21 mar 2009"
"158","loggerhead shrike","salton sea&#8211;lincoln st.","us-ca","21 mar 2009"
"159","violet-green swallow","salton sea&#8211;lincoln st.","us-ca","21 mar 2009"
"160","horned grebe","salton sea&#8211;vandeveer rd.","us-ca","21 mar 2009"
"161","herring gull","salton sea sra&#8211;headquarters campground","us-ca","21 mar 2009"
"162","black-bellied plover","salton sea sra&#8211;headquarters campground","us-ca","21 mar 2009"
"163","western kingbird","salton sea&#8211;bombay beach","us-ca","21 mar 2009"
"164","gambel&#8217;s quail","salton sea&#8211;wister unit","us-ca","21 mar 2009"
"165","cattle egret","salton sea&#8211;garst rd.","us-ca","21 mar 2009"
"166","peregrine falcon","garst road","us-ca","21 mar 2009"
"167","barn owl","sonny bono salton sea nwr&#8211;unit 2 / visitor&#8217;s center","us-ca","21 mar 2009"
"168","common ground-dove","sonny bono salton sea nwr&#8211;unit 2 / visitor&#8217;s center","us-ca","21 mar 2009"
"169","wilson&#8217;s snipe","sonny bono salton sea nwr&#8211;unit 1","us-ca","22 mar 2009"
"170","american pipit","sonny bono salton sea nwr&#8211;unit 1","us-ca","22 mar 2009"
"171","clapper rail","sonny bono salton sea nwr&#8211;unit 1","us-ca","22 mar 2009"
"172","eastern phoebe","prospect park","us-ny","28 mar 2009"
"173","common grackle","prospect park","us-ny","28 mar 2009"
"174","blue jay","prospect park","us-ny","28 mar 2009"
"175","black-capped chickadee","prospect park","us-ny","28 mar 2009"
"176","american robin","prospect park","us-ny","28 mar 2009"
"177","white-breasted nuthatch","prospect park","us-ny","28 mar 2009"
"178","red-bellied woodpecker","prospect park","us-ny","28 mar 2009"
"179","red-breasted nuthatch","prospect park","us-ny","28 mar 2009"
"180","wood duck","prospect park","us-ny","29 mar 2009"
"181","swamp sparrow","prospect park","us-ny","29 mar 2009"
"182","tufted titmouse","prospect park","us-ny","29 mar 2009"
"183","brown creeper","prospect park","us-ny","29 mar 2009"
"184","eastern towhee","prospect park","us-ny","29 mar 2009"
"185","northern cardinal","prospect park","us-ny","29 mar 2009"
"186","fox sparrow","prospect park","us-ny","29 mar 2009"
"187","green heron","upper newport bay","us-ca","01 apr 2009"
"188","lark sparrow","blue jay campground","us-ca","03 apr 2009"
"189","townsend&#8217;s solitaire","blue jay campground","us-ca","03 apr 2009"
"190","savannah sparrow","uci arboretum","us-ca","03 apr 2009"
"191","pacific-slope flycatcher","santiago oaks regional park","us-ca","05 apr 2009"
"192","white-throated swift","santiago oaks regional park","us-ca","05 apr 2009"
"193","black-chinned hummingbird","santiago oaks regional park","us-ca","05 apr 2009"
"194","mandarin duck","yorba regional park","us-ca","05 apr 2009"
"195","nashville warbler","william r mason regional park","us-ca","07 apr 2009"
"196","bell&#8217;s vireo","san joaquin wildlife sanctuary","us-ca","07 apr 2009"
"197","black-headed grosbeak","san joaquin wildlife sanctuary","us-ca","07 apr 2009"
"198","nutmeg mannikin","laguna niguel regional park","us-ca","11 apr 2009"
"199","ash-throated flycatcher","san joaquin wildlife sanctuary","us-ca","12 apr 2009"
"200","ring-necked pheasant","shoreline at mountain view park","us-ca","15 apr 2009"
"201","surf scoter","shoreline lake","us-ca","15 apr 2009"
"202","common goldeneye","shoreline lake","us-ca","15 apr 2009"
"203","chestnut-backed chickadee","shoreline lake","us-ca","17 apr 2009"
"204","hairy woodpecker","monte bello osp","us-ca","18 apr 2009"
"205","winter wren","monte bello osp","us-ca","18 apr 2009"
"206","common poorwill","monte bello osp","us-ca","18 apr 2009"
"207","wild turkey","monte bello osp","us-ca","18 apr 2009"
"208","western tanager","monte bello osp","us-ca","18 apr 2009"
"209","western screech-owl","monte bello osp","us-ca","18 apr 2009"
"210","virginia rail","monte bello osp","us-ca","18 apr 2009"
"211","varied thrush","monte bello osp","us-ca","18 apr 2009"
"212","steller&#8217;s jay","monte bello osp","us-ca","18 apr 2009"
"213","purple finch","monte bello osp","us-ca","18 apr 2009"
"214","band-tailed pigeon","monte bello osp","us-ca","18 apr 2009"
"215","northern saw-whet owl","monte bello osp","us-ca","18 apr 2009"
"216","hooded oriole","280 overpass","us-ca","18 apr 2009"
"217","common merganser","stevens creek county park","us-ca","18 apr 2009"
"218","american dipper","stevens creek county park","us-ca","18 apr 2009"
"219","dunlin","palo alto baylands","us-ca","18 apr 2009"
"220","black skimmer","shoreline at mountain view park","us-ca","18 apr 2009"
"221","eurasian collared-dove","alviso slough","us-ca","18 apr 2009"
"222","thayer&#8217;s gull","don edwards nwr (santa clara co.)","us-ca","18 apr 2009"
"223","rufous-crowned sparrow","ed levin county park","us-ca","18 apr 2009"
"224","grasshopper sparrow","ed levin county park","us-ca","18 apr 2009"
"225","lazuli bunting","ed levin county park","us-ca","18 apr 2009"
"226","bald eagle","calaveras reservoir","us-ca","18 apr 2009"
"227","mitred parakeet","las palmas park","us-ca","19 apr 2009"
"228","yellow-billed magpie","calaveras ranch","us-ca","19 apr 2009"
"229","tricolored blackbird","calaveras ranch","us-ca","19 apr 2009"
"230","blue grosbeak","sjws south/san diego creek","us-ca","29 apr 2009"
"231","warbling vireo","san diego creek","us-ca","01 may 2009"
"232","least tern","san joaquin wildlife sanctuary","us-ca","01 may 2009"
"233","yellow warbler","santiago oaks regional park","us-ca","03 may 2009"
"234","yellow-breasted chat","santiago oaks regional park","us-ca","03 may 2009"
"235","swainson&#8217;s thrush","tucker wildlife sanctuary","us-ca","03 may 2009"
"236","willow flycatcher","gum grove park","us-ca","13 jun 2009"
"237","wandering tattler","robert badham","us-ca","09 jul 2009"
"238","least bittern","san joaquin wildlife sanctuary","us-ca","12 jul 2009"
"239","short-billed dowitcher","brookhurst marsh","us-ca","25 jul 2009"
"240","wilson&#8217;s phalarope","san joaquin wildlife sanctuary","us-ca","09 aug 2009"
"241","common tern","san joaquin wildlife sanctuary","us-ca","09 aug 2009"
"242","orange bishop","santa ana river&#8211;adams ave. to gisler ave.","us-ca","21 aug 2009"
"243","belted kingfisher","santee lakes","us-ca","22 aug 2009"
"244","little blue heron","famosa slough","us-ca","22 aug 2009"
"245","semipalmated sandpiper","san joaquin wildlife sanctuary","us-ca","23 aug 2009"
"246","red-necked phalarope","san joaquin wildlife sanctuary","us-ca","23 aug 2009"
"247","eastern wood-pewee","prospect park","us-ny","30 aug 2009"
"248","great crested flycatcher","prospect park","us-ny","30 aug 2009"
"249","gray catbird","prospect park","us-ny","30 aug 2009"
"250","least flycatcher","prospect park","us-ny","30 aug 2009"
"251","magnolia warbler","prospect park","us-ny","30 aug 2009"
"252","northern waterthrush","prospect park","us-ny","30 aug 2009"
"253","ovenbird","prospect park","us-ny","30 aug 2009"
"254","worm-eating warbler","prospect park","us-ny","30 aug 2009"
"255","chestnut-sided warbler","prospect park","us-ny","30 aug 2009"
"256","canada warbler","prospect park","us-ny","30 aug 2009"
"257","blue-winged warbler","prospect park","us-ny","30 aug 2009"
"258","black-throated blue warbler","prospect park","us-ny","30 aug 2009"
"259","blackburnian warbler","prospect park","us-ny","30 aug 2009"
"260","yellow-billed cuckoo","prospect park","us-ny","30 aug 2009"
"261","baltimore oriole","prospect park","us-ny","30 aug 2009"
"262","black-and-white warbler","prospect park","us-ny","30 aug 2009"
"263","ruby-throated hummingbird","prospect park","us-ny","05 sep 2009"
"264","red-eyed vireo","prospect park","us-ny","05 sep 2009"
"265","blackpoll warbler","prospect park","us-ny","05 sep 2009"
"266","black-throated green warbler","prospect park","us-ny","05 sep 2009"
"267","northern parula","prospect park","us-ny","05 sep 2009"
"268","carolina wren","prospect park","us-ny","05 sep 2009"
"269","chimney swift","prospect park","us-ny","05 sep 2009"
"270","veery","prospect park","us-ny","05 sep 2009"
"271","rose-breasted grosbeak","prospect park","us-ny","06 sep 2009"
"272","laughing gull","conference house park","us-ny","12 sep 2009"
"273","common loon","conference house park","us-ny","12 sep 2009"
"274","great black-backed gull","conference house park","us-ny","12 sep 2009"
"275","eastern kingbird","mount loretto unique area","us-ny","12 sep 2009"
"276","ruddy turnstone","arden road","us-ny","12 sep 2009"
"277","scarlet tanager","greenwood cemetery","us-ny","13 sep 2009"
"278","american black duck","greenwood cemetery","us-ny","13 sep 2009"
"279","monk parakeet","greenwood cemetery","us-ny","13 sep 2009"
"280","blue-headed vireo","central park","us-ny","19 sep 2009"
"281","indigo bunting","sandy hook","us-nj","26 sep 2009"
"282","golden-crowned kinglet","sandy hook","us-nj","26 sep 2009"
"283","american oystercatcher","sandy hook","us-nj","26 sep 2009"
"284","sanderling","sandy hook","us-nj","26 sep 2009"
"285","cockatiel","richard w. dekorte park","us-nj","26 sep 2009"
"286","lesser yellowlegs","richard w. dekorte park","us-nj","26 sep 2009"
"287","lincoln&#8217;s sparrow","jacob riis park","us-ny","04 oct 2009"
"288","tennessee warbler","prospect park","us-ny","10 oct 2009"
"289","sedge wren","central park","us-ny","10 oct 2009"
"290","brant","jamaica bay wildlife refuge&#8211;west pond","us-ny","11 oct 2009"
"291","snow goose","jamaica bay wildlife refuge&#8211;west pond","us-ny","11 oct 2009"
"292","solitary sandpiper","jamaica bay wildlife refuge&#8211;east pond","us-ny","11 oct 2009"
"293","sharp-shinned hawk","jamaica bay wildlife refuge&#8211;east pond","us-ny","11 oct 2009"
"294","merlin","caumsett sp","us-ny","17 oct 2009"
"295","eastern meadowlark","caumsett sp","us-ny","17 oct 2009"
"296","northern gannet","fort tilden","us-ny","31 oct 2009"
"297","red-necked grebe","plum beach","us-ny","08 nov 2009"
"298","red-breasted merganser","plum beach","us-ny","08 nov 2009"
"299","horned lark","floyd bennett field","us-ny","08 nov 2009"
"300","eastern bluebird","fort tilden","us-ny","08 nov 2009"
"301","great cormorant","breezy point tip","us-ny","08 nov 2009"
"302","common eider","breezy point tip","us-ny","08 nov 2009"
"303","white-winged scoter","sunken meadow state park","us-ny","22 nov 2009"
"304","long-tailed duck","sunken meadow state park","us-ny","22 nov 2009"
"305","pink-footed goose","sunken meadow state park","us-ny","22 nov 2009"
"306","american tree sparrow","prospect park","us-ny","30 nov 2009"
"307","field sparrow","floyd bennett field","us-ny","12 dec 2009"
"308","rusty blackbird","prospect park","us-ny","19 dec 2009"
"309","brown thrasher","central park","us-ny","20 dec 2009"
"310","carolina chickadee","bunny bread woods","us-la","26 dec 2009"
"311","anhinga","bunny bread woods","us-la","26 dec 2009"
"312","fish crow","bunny bread woods","us-la","26 dec 2009"
"313","pine warbler","bunny bread woods","us-la","26 dec 2009"
"314","white ibis","bunny bread woods","us-la","26 dec 2009"
"315","royal tern","horse stables","us-la","26 dec 2009"
"316","inca dove","horse stables","us-la","26 dec 2009"
"317","boat-tailed grackle","hayne blvd.","us-la","26 dec 2009"
"318","tricolored heron","city park (new orleans)","us-la","28 dec 2009"
"319","black swan","city park (new orleans)","us-la","28 dec 2009"
