tableId,index,hasProperty,propertyUri,username
82484302_3_3744533925446753851.csv,1,False,dbpedia-owl:name,Gezim
82484302_3_3744533925446753851.csv,2,False,dbpedia-owl:location,Gezim
82484302_3_3744533925446753851.csv,3,False,dbpedia-owl:reference,Gezim
82484302_3_3744533925446753851.csv,4,False,dbpedia-owl:comment,Gezim
75028563_1_8693885428421840586.csv,1,False,dbpedia-owl:type,KonradHoeffner
75028563_1_8693885428421840586.csv,2,False,dbpedia-owl:assets,KonradHoeffner
75028563_1_8693885428421840586.csv,3,True,,KonradHoeffner
47366536_0_7934210749883396000.csv,2,False,dbpedia-owl:otherName,mroeder
47366536_0_7934210749883396000.csv,3,False,dbo:capital,mroeder
47366536_0_7934210749883396000.csv,4,True,,mroeder
47366536_0_7934210749883396000.csv,5,True,,mroeder
47366536_0_7934210749883396000.csv,6,False,dbo:populationDensity,mroeder
16509539_1_7660325791170281336.csv,2,True,,mroeder
32156062_0_5056375375263102264.csv,0,False,dbpedia-owl:family,Gezim
32156062_0_5056375375263102264.csv,,False,dbpedia-owl:superFamily,Gezim
32156062_0_5056375375263102264.csv,2,False,dbpedia-owl:commonName,Gezim
32156062_0_5056375375263102264.csv,3,False,dbpedia-owl:fullScore,Gezim
32156062_0_5056375375263102264.csv,4,False,dbpedia-owl:runwayDesignation,Gezim
15139703_0_6229416506565829984.csv,3,False,dbp:binomial,mroeder
15139703_0_6229416506565829984.csv,5,False,dbp:binomial,mroeder
15139703_0_6229416506565829984.csv,4,False,rdf:label,mroeder
47366536_0_7934210749883396000.csv,2,False,dbpedia-owl:name,Gezim
47366536_0_7934210749883396000.csv,3,False,dbpedia-owl:capital,Gezim
47366536_0_7934210749883396000.csv,4,False,dbpedia-owl:populationTotal,Gezim
47366536_0_7934210749883396000.csv,5,False,dbpedia-owl:locatedInArea,Gezim
47366536_0_7934210749883396000.csv,6,False,dbpedia-owl:populationDensity,Gezim
47366536_0_7934210749883396000.csv,7,False,dbpedia-owl:map,Gezim
15888487_0_6601674255986901010.csv,1,True,,mroeder
15888487_0_6601674255986901010.csv,2,True,,mroeder
15888487_0_6601674255986901010.csv,3,True,,mroeder
15888487_0_6601674255986901010.csv,4,True,,mroeder
15888487_0_6601674255986901010.csv,5,True,,mroeder
93162865_0_4661380442777459291.csv,2,False,dbpedia-owl:location,KonradHoeffner
93162865_0_4661380442777459291.csv,4,False,dbpedia-owl:date,KonradHoeffner
15139703_0_6229416506565829984.csv,3,False,dbpedia-owl:name,Gezim
15139703_0_6229416506565829984.csv,4,False,dbpedia-owl:name,Gezim
16509539_1_7660325791170281336.csv,1,False,dbpedia-owl:currency,KonradHoeffner
16509539_1_7660325791170281336.csv,2,True,,KonradHoeffner
46671561_0_6122315295162029872.csv,1,False,dbo:genre,mroeder
46671561_0_6122315295162029872.csv,2,False,dbo:computingPlatform,mroeder
46671561_0_6122315295162029872.csv,3,False,dbp:released,mroeder
34543932_0_8689820424092869963.csv,1,False,dbpedia-owl:revenue,KonradHoeffner
34543932_0_8689820424092869963.csv,2,True,c,KonradHoeffner
46671561_0_6122315295162029872.csv,1,False,dbpedia-owl:genre,KonradHoeffner
46671561_0_6122315295162029872.csv,2,False,dbpedia-owl:computingPlatform,KonradHoeffner
46671561_0_6122315295162029872.csv,3,False,dbpedia-owl:releaseDate,KonradHoeffner
49801939_0_6964113429298874283.csv,1,False,dbpedia-owl:height,Gezim
49801939_0_6964113429298874283.csv,2,False,dbpedia-owl:range,Gezim
15944615_0_3989218732778341535.csv,2,True,,mroeder
15944615_0_3989218732778341535.csv,1,True,,mroeder
49801939_0_6964113429298874283.csv,2,False,dbo:mountainRange,mroeder
49801939_0_6964113429298874283.csv,1,False,dbo:elevation,mroeder
49801939_0_6964113429298874283.csv,3,False,dbp:firstAscent,mroeder
45087892_0_5224161698429906101.csv,1,True,,KonradHoeffner
45087892_0_5224161698429906101.csv,2,True,,KonradHoeffner
45087892_0_5224161698429906101.csv,3,True,,KonradHoeffner
45087892_0_5224161698429906101.csv,4,True,toxicity,KonradHoeffner
45087892_0_5224161698429906101.csv,5,True,compat,KonradHoeffner
16867860_0_1493599384745288401.csv,1,False,dbpedia-owl:industry,KonradHoeffner
16867860_0_1493599384745288401.csv,2,True,yield,KonradHoeffner
16867860_0_1493599384745288401.csv,3,True,,KonradHoeffner
16867860_0_1493599384745288401.csv,4,True,,KonradHoeffner
60661380_6_6544119869702688642.csv,2,False,dbpedia-owl:city,KonradHoeffner
60661380_6_6544119869702688642.csv,3,True,,KonradHoeffner
13719111_1_5719401842463579519.csv,1,False,dbpedia-owl:genus,KonradHoeffner
13719111_1_5719401842463579519.csv,2,False,dbpedia-owl:conservationStatus,KonradHoeffner
41819807_0_3139249984404131679.csv,1,False,dbpedia-owl:location,KonradHoeffner
41819807_0_3139249984404131679.csv,2,False,dbpedia-owl:area,KonradHoeffner
53657269_1_5161231250741028950.csv,1,False,dbpedia-owl:ingredient,mroeder
53657269_1_5161231250741028950.csv,2,False,dbpedia-owl:manufacturer,mroeder
61621518_0_9194179698529172702.csv,1,False,dbp:students,mroeder
61621518_0_9194179698529172702.csv,2,True,,mroeder
61621518_0_9194179698529172702.csv,3,True,,mroeder
61621518_0_9194179698529172702.csv,4,True,,mroeder
61621518_0_9194179698529172702.csv,5,True,,mroeder
61626303_0_266372209664087642.csv,2,True,norm,KonradHoeffner
61626303_0_266372209664087642.csv,3,True,,KonradHoeffner
61626303_0_266372209664087642.csv,4,True,,KonradHoeffner
61626303_0_266372209664087642.csv,5,False,dbpedia-owl:language,KonradHoeffner
15944615_0_3989218732778341535.csv,2,False,dbpedia-owl:network,Gezim
15944615_0_3989218732778341535.csv,1,False,dbpedia-owl:id,Gezim
15944615_0_3989218732778341535.csv,0,False,dbpedia-owl:reference,Gezim
75154185_0_1607627349983289012.csv,2,False,dbo:country,mroeder
75154185_0_1607627349983289012.csv,3,False,dbo:populationTotal,mroeder
75154185_0_1607627349983289012.csv,4,True,,mroeder
75154185_0_1607627349983289012.csv,5,False,dbp:leaderName,mroeder
75154185_0_1607627349983289012.csv,0,True,,mroeder
29141743_0_765391262657442741.csv,0,False,dbpedia-owl:language,mroeder
29141743_0_765391262657442741.csv,2,True,,mroeder
29141743_0_765391262657442741.csv,3,False,dbp:country,mroeder
29141743_0_765391262657442741.csv,4,True,,mroeder
61621518_0_9194179698529172702.csv,1,False,dbpedia-owl:numberOfStudents,Gezim
61621518_0_9194179698529172702.csv,2,False,dbpedia-owl:ratio,Gezim
61621518_0_9194179698529172702.csv,3,False,dbpedia-owl:fullCompetition,Gezim
61621518_0_9194179698529172702.csv,4,False,dbpedia-owl:lowestPosition,Gezim
61621518_0_9194179698529172702.csv,5,False,dbpedia-owl:highestPosition,Gezim
93541760_6_4293952209940084127.csv,1,True,,mroeder
93541760_6_4293952209940084127.csv,3,True,,mroeder
93541760_6_4293952209940084127.csv,2,False,dbpedia-owl:gender,mroeder
18036618_0_7337008284167773018.csv,1,True,,mroeder
18036618_0_7337008284167773018.csv,2,True,,mroeder
18036618_0_7337008284167773018.csv,3,True,,mroeder
75154185_0_1607627349983289012.csv,3,False,dbpedia-owl:population,Gezim
75154185_0_1607627349983289012.csv,4,False,dbpedia-owl:populationMetro,Gezim
75154185_0_1607627349983289012.csv,5,False,dbpedia-owl:mayorCouncillor,Gezim
75154185_0_1607627349983289012.csv,2,False,dbpedia-owl:country,Gezim
75154185_0_1607627349983289012.csv,0,False,dbpedia-owl:countryRank,Gezim
18036618_0_7337008284167773018.csv,2,False,dbpedia-owl:min,Gezim
18036618_0_7337008284167773018.csv,3,False,dbpedia-owl:max,Gezim
18036618_0_7337008284167773018.csv,1,False,dbpedia-owl:date,Gezim
25313031_0_7618936086293867880.csv,2,False,rdf:type,mroeder
25313031_0_7618936086293867880.csv,4,False,dbp:date,mroeder
25313031_0_7618936086293867880.csv,3,False,dbpedia-owl:creator,mroeder
25313031_0_7618936086293867880.csv,2,False,dbpedia-owl:genre,Gezim
25313031_0_7618936086293867880.csv,3,False,dbpedia-owl:creator,Gezim
25313031_0_7618936086293867880.csv,4,False,dbpedia-owl:date,Gezim
25313031_0_7618936086293867880.csv,5,False,dbpedia-owl:frequency,Gezim
25313031_0_7618936086293867880.csv,0,False,dbpedia-owl:rank,Gezim
29141743_0_765391262657442741.csv,0,False,dbpedia-owl:language,Gezim
29141743_0_765391262657442741.csv,2,False,dbp:interval,Gezim
29141743_0_765391262657442741.csv,3,False,dbpedia-owl:publication,Gezim
33167985_0_5220049369716352813.csv,1,True,,ricardo
33167985_0_5220049369716352813.csv,2,True,,ricardo
33167985_0_5220049369716352813.csv,3,True,,ricardo
33167985_0_5220049369716352813.csv,4,True,,ricardo
33167985_0_5220049369716352813.csv,5,True,,ricardo
33167985_0_5220049369716352813.csv,6,True,,ricardo
33167985_0_5220049369716352813.csv,7,True,,ricardo
9348099_0_390574653830621671.csv,2,False,http://dbpedia.org/ontology/team,ricardo
62661549_1_4033826755481163536.csv,2,True,,ricardo
62661549_1_4033826755481163536.csv,3,False,dbpedia-owl:language,ricardo
62661549_1_4033826755481163536.csv,4,False,dbpedia-owl:officialLanguage,ricardo
15057462_0_1530812940719919446.csv,2,False,dbpedia-owl:currency,ricardo
15057462_0_1530812940719919446.csv,3,False,http://dbpedia.org/property/symbol,ricardo
12193237_0_8699643798888088574.csv,1,False,dbpedia-owl:capital,ricardo
12193237_0_8699643798888088574.csv,2,False,dbpedia-owl:currency,ricardo
12193237_0_8699643798888088574.csv,3,False,dbpedia-owl:officialLanguage,ricardo
50150079_0_1209985375645286995.csv,1,False,dbpedia-owl:currency,ricardo
50150079_0_1209985375645286995.csv,2,False,dbpedia-owl:currencyCode,ricardo
52340077_0_7623033473986759010.csv,1,False,http://dbpedia.org/ontology/areaTotal,ricardo
52340077_0_7623033473986759010.csv,2,False,dbpedia-owl:populationTotal,ricardo
52340077_0_7623033473986759010.csv,3,False,dbpedia-owl:populationDensity,ricardo
52340077_0_7623033473986759010.csv,4,False,dbpedia-owl:grossDomesticProductNominalPerCapita,ricardo
58864412_0_2247318911149754674.csv,1,False,dbpedia-owl:author,ricardo
58864412_0_2247318911149754674.csv,2,True,,ricardo
58864412_0_2247318911149754674.csv,3,True,,ricardo
1375361_2_3482684768420568287.csv,1,True,,ricardo
49772588_0_6549847739640234347.csv,3,False,dbpedia-owl:catholicPercentage,ricardo
49772588_0_6549847739640234347.csv,2,False,dbpedia-owl:populationTotal,ricardo
49772588_0_6549847739640234347.csv,1,True,,ricardo
49772588_0_6549847739640234347.csv,5,False,dbpedia-owl:deanery,ricardo
49772588_0_6549847739640234347.csv,6,True,,ricardo
49772588_0_6549847739640234347.csv,7,True,,ricardo
49772588_0_6549847739640234347.csv,8,True,,ricardo
49772588_0_6549847739640234347.csv,9,True,,ricardo
49772588_0_6549847739640234347.csv,10,True,,ricardo
49772588_0_6549847739640234347.csv,11,True,,ricardo
49772588_0_6549847739640234347.csv,12,True,,ricardo
23806649_0_1896909267378774466.csv,2,False,http://dbpedia.org/ontology/location,Nilesh
15057462_0_1530812940719919446.csv,2,False,http://dbpedia.org/ontology/currency,Nilesh
15057462_0_1530812940719919446.csv,3,False,http://dbpedia.org/ontology/currencyCode,Nilesh
49772588_0_6549847739640234347.csv,2,False,http://dbpedia.org/ontology/populationTotal,Nilesh
49772588_0_6549847739640234347.csv,3,False,dbpedia-owl:catholicPercentage,Nilesh
50150079_0_1209985375645286995.csv,1,False,dbpedia-owl:currency,Nilesh
50150079_0_1209985375645286995.csv,2,False,dbpedia-owl:currencyCode,Nilesh
29021592_3_2299138476894681059.csv,1,False,http://dbpedia.org/ontology/reign,Nilesh
29021592_3_2299138476894681059.csv,2,True,http://xmlns.com/foaf/0.1/name,Nilesh
96960685_0_6886906070865701391.csv,1,False,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Nilesh
96960685_0_6886906070865701391.csv,2,False,dbpedia-owl:activeYears,Nilesh
62661549_1_4033826755481163536.csv,0,False,dbpedia-owl:rank,Nilesh
62661549_1_4033826755481163536.csv,2,True,,Nilesh
62661549_1_4033826755481163536.csv,4,False,dbpedia-owl:officialLanguage,Nilesh
62661549_1_4033826755481163536.csv,3,True,,Nilesh
52340077_0_7623033473986759010.csv,1,False,dbpedia-owl:area,Nilesh
52340077_0_7623033473986759010.csv,2,False,dbpedia-owl:populationTotal,Nilesh
52340077_0_7623033473986759010.csv,3,False,dbpedia-owl:populationDensity,Nilesh
52340077_0_7623033473986759010.csv,,False,dbpedia-owl:GrossDomesticProduct,Nilesh
33167985_0_5220049369716352813.csv,1,False,dbpedia-owl:type,Sherif
33167985_0_5220049369716352813.csv,2,True,db,Sherif
33167985_0_5220049369716352813.csv,3,True,db,Sherif
33167985_0_5220049369716352813.csv,4,True,db,Sherif
33167985_0_5220049369716352813.csv,5,True,db,Sherif
33167985_0_5220049369716352813.csv,6,True,d,Sherif
33167985_0_5220049369716352813.csv,7,True,db,Sherif
9348099_0_390574653830621671.csv,2,False,dbpedia-owl:team,Sherif
9348099_0_390574653830621671.csv,0,True,pos,Sherif
9348099_0_390574653830621671.csv,5,False,http://dbpedia.org/ontology/poleDriver,Sherif
9348099_0_390574653830621671.csv,3,True,,Sherif
9348099_0_390574653830621671.csv,4,True,,Sherif
12193237_0_8699643798888088574.csv,1,False,dbpedia-owl:capital,Sherif
12193237_0_8699643798888088574.csv,2,False,dbpedia-owl:currency,Sherif
12193237_0_8699643798888088574.csv,3,False,dbpedia-owl:language,Sherif
1375361_2_3482684768420568287.csv,1,False,http://dbpedia.org/ontology/ingredient,Sherif
1375361_2_3482684768420568287.csv,2,False,http://dbpedia.org/ontology/productionCompany,Sherif
6571612_0_4983218044919858440.csv,2,True,,Sherif
6571612_0_4983218044919858440.csv,3,True,,Sherif
6571612_0_4983218044919858440.csv,4,True,d,Sherif
78341053_2_7670344559150028058.csv,1,True,db,Sherif
78341053_2_7670344559150028058.csv,2,True,,Sherif
78341053_2_7670344559150028058.csv,3,True,,Sherif
58864412_0_2247318911149754674.csv,1,False,http://dbpedia.org/ontology/author,Sherif
58864412_0_2247318911149754674.csv,3,False,http://dbpedia.org/ontology/recordDate,Sherif
99070098_0_2074872741302696997.csv,2,False,dbpedia-owl:elevation,Sherif
99070098_0_2074872741302696997.csv,4,False,dbpedia-owl:gridReference,Sherif
99070098_0_2074872741302696997.csv,5,False,dbpedia-owl:area,Sherif
99070098_0_2074872741302696997.csv,3,False,dbpedia-owl:elevation,Sherif
87144570_0_8534450429364138528.csv,2,False,dbpedia-owl:industry,Sherif
87144570_0_8534450429364138528.csv,3,True,,Sherif
77694908_0_6083291340991074532.csv,4,False,dbpedia-owl:currentRank,Sherif
77694908_0_6083291340991074532.csv,0,True,,Sherif
77694908_0_6083291340991074532.csv,3,False,http://dbpedia.org/ontology/director,Sherif
77694908_0_6083291340991074532.csv,2,False,dbpedia-owl:proYear,Sherif
61546166_0_1701579006600848663.csv,2,True,,Sherif
61546166_0_1701579006600848663.csv,0,True,,Sherif
98068544_0_2338780145512793497.csv,1,True,W,Sherif
98068544_0_2338780145512793497.csv,2,True,,Sherif
98068544_0_2338780145512793497.csv,3,True,,Sherif
98068544_0_2338780145512793497.csv,4,True,,Sherif
60319454_0_3938426910282115527.csv,1,True,,Sherif
60319454_0_3938426910282115527.csv,2,True,,Sherif
15681179_0_4372421798123322859.csv,3,False,dbpedia-owl:industry,Sherif
15681179_0_4372421798123322859.csv,2,True,,Sherif
29886325_0_1448173912684571475.csv,3,False,dbpedia-owl:populationTotal,Sherif
29886325_0_1448173912684571475.csv,4,False,dbpedia-owl:populationMetro,Sherif
29886325_0_1448173912684571475.csv,5,False,dbpedia-owl:mayor,Sherif
29886325_0_1448173912684571475.csv,2,False,dbpedia-owl:country,Sherif
29886325_0_1448173912684571475.csv,0,False,dbpedia-owl:rank,Sherif
65118854_0_3532892672194638773.csv,2,True,coun,Sherif
65118854_0_3532892672194638773.csv,3,False,dbpedia-owl:capital,Sherif
65118854_0_3532892672194638773.csv,4,False,dbpedia-owl:currency,Sherif
32460905_0_5195150472060854231.csv,1,True,,Sherif
32460905_0_5195150472060854231.csv,2,False,dbpedia-owl:director,Sherif
32460905_0_5195150472060854231.csv,3,True,su,Sherif
32460905_0_5195150472060854231.csv,4,True,con,Sherif
37357992_0_6637384311705961632.csv,1,False,dbpedia-owl:currency,Sherif
59480147_0_5932941413717719144.csv,1,False,dbpedia-owl:country,Sherif
59480147_0_5932941413717719144.csv,2,False,dbpedia-owl:state,Sherif
56975870_0_9027279863115811222.csv,3,False,dbpedia-owl:populationDensity,Sherif
56975870_0_9027279863115811222.csv,2,False,dbpedia-owl:populationTotal,Sherif
56975870_0_9027279863115811222.csv,4,False,dbpedia-owl:capital,Sherif
56975870_0_9027279863115811222.csv,1,False,dbpedia-owl:wholeArea,Sherif
15330701_1_1150657259064624480.csv,3,False,dbpedia-owl:location,Sherif
15330701_1_1150657259064624480.csv,2,False,dbpedia-owl:establishment,Sherif
15330701_1_1150657259064624480.csv,1,True,hic,Sherif
15330701_1_1150657259064624480.csv,0,False,dbpedia-owl:year,Sherif
15330701_1_1150657259064624480.csv,4,False,dbpedia-owl:project,Sherif
15330701_1_1150657259064624480.csv,5,True,,Sherif
33167985_0_5220049369716352813.csv,1,True,,Nilesh
33167985_0_5220049369716352813.csv,2,True,,Nilesh
33167985_0_5220049369716352813.csv,3,True,,Nilesh
33167985_0_5220049369716352813.csv,4,True,http://purl.org/ontology/wo/LocomotionAdaptation,Nilesh
33167985_0_5220049369716352813.csv,5,True,http://purl.org/ontology/wo/Habitat,Nilesh
33167985_0_5220049369716352813.csv,6,True,,Nilesh
33167985_0_5220049369716352813.csv,7,False,http://www.w3.org/2000/01/rdf-schema#comment,Nilesh
59480147_0_5932941413717719144.csv,1,False,http://dbpedia.org/ontology/country,Nilesh
59480147_0_5932941413717719144.csv,2,False,http://dbpedia.org/ontology/Province,Nilesh
32460905_0_5195150472060854231.csv,2,True,,Nilesh
32460905_0_5195150472060854231.csv,3,True,,Nilesh
32460905_0_5195150472060854231.csv,4,False,http://dbpedia.org/property/emailId,Nilesh
56975870_0_9027279863115811222.csv,1,False,dbpedia-owl:area,Nilesh
56975870_0_9027279863115811222.csv,2,False,dbpedia-owl:populationTotal,Nilesh
56975870_0_9027279863115811222.csv,3,False,dbpedia-owl:populationDensity,Nilesh
56975870_0_9027279863115811222.csv,4,False,dbpedia-owl:capital,Nilesh
15330701_1_1150657259064624480.csv,1,False,http://dbpedia.org/ontology/name,Nilesh
15330701_1_1150657259064624480.csv,2,True,,Nilesh
15330701_1_1150657259064624480.csv,3,False,dbpedia-owl:location,Nilesh
15330701_1_1150657259064624480.csv,4,True,,Nilesh
15330701_1_1150657259064624480.csv,5,True,,Nilesh
99070098_0_2074872741302696997.csv,2,True,feet,Nilesh
99070098_0_2074872741302696997.csv,3,True,,Nilesh
37357992_0_6637384311705961632.csv,1,False,dbpedia-owl:currency,Nilesh
60319454_0_3938426910282115527.csv,1,False,http://dbpedia.org/property/latinName,Nilesh
60319454_0_3938426910282115527.csv,2,True,,Nilesh
65118854_0_3532892672194638773.csv,3,False,dbpedia-owl:capital,Nilesh
65118854_0_3532892672194638773.csv,2,True,,Nilesh
77694908_0_6083291340991074532.csv,2,False,http://dbpedia.org/ontology/releaseDate,Nilesh
77694908_0_6083291340991074532.csv,3,False,dbpedia-owl:director,Nilesh
77694908_0_6083291340991074532.csv,4,True,,Nilesh
29886325_0_1448173912684571475.csv,0,True,,Tim
29886325_0_1448173912684571475.csv,2,False,dbpedia-owl:country,Tim
29886325_0_1448173912684571475.csv,3,False,dbpedia-owl:population,Tim
29886325_0_1448173912684571475.csv,4,False,dbpedia-owl:populationTotal,Tim
29886325_0_1448173912684571475.csv,5,False,dbpedia-owl:mayor,Tim
15681179_0_4372421798123322859.csv,0,True,,Tim
15681179_0_4372421798123322859.csv,2,False,dbpedia-owl:stockExchange,Tim
15681179_0_4372421798123322859.csv,3,False,dbpedia-owl:industry,Tim
98068544_0_2338780145512793497.csv,1,True,,Tim
98068544_0_2338780145512793497.csv,2,True,,Tim
98068544_0_2338780145512793497.csv,3,True,,Tim
98068544_0_2338780145512793497.csv,4,True,,Tim
87144570_0_8534450429364138528.csv,,True,,Tim
87144570_0_8534450429364138528.csv,2,False,dbpedia-owl:industry,Tim
87144570_0_8534450429364138528.csv,3,True,,Tim
61546166_0_1701579006600848663.csv,0,True,,Tim
61546166_0_1701579006600848663.csv,2,True,dbpedia-owl,Tim
89511064_0_2199624509082573904.csv,0,False,dbpedia-owl:continent,Tim
89511064_0_2199624509082573904.csv,1,False,dbpedia-owl:region,Tim
89511064_0_2199624509082573904.csv,3,False,dbpedia-owl:capital,Tim
89511064_0_2199624509082573904.csv,4,False,dbpedia-owl:fipsCode,Tim
89511064_0_2199624509082573904.csv,5,False,dbpedia-owl:isoCode,Tim
89511064_0_2199624509082573904.csv,6,False,dbpedia-owl:isoCode,Tim
89511064_0_2199624509082573904.csv,7,False,dbpedia-owl:isoCode,Tim
89511064_0_2199624509082573904.csv,8,True,,Tim
89511064_0_2199624509082573904.csv,9,True,,Tim
79160361_0_8435019164828629630.csv,0,True,,Tim
79160361_0_8435019164828629630.csv,2,True,,Tim
79160361_0_8435019164828629630.csv,3,True,,Tim
90723763_0_874013697986950454.csv,0,False,dbpedia-owl:rating,Tim
90723763_0_874013697986950454.csv,2,False,dbpedia-owl:industry,Tim
90723763_0_874013697986950454.csv,4,True,,Tim
90723763_0_874013697986950454.csv,3,True,,Tim
10786782_0_7941448888047609465.csv,1,True,,Tim
10786782_0_7941448888047609465.csv,2,False,dbpedia-owl:sales,Tim
10786782_0_7941448888047609465.csv,3,False,dbpedia-owl:netIncome,Tim
10786782_0_7941448888047609465.csv,4,False,dbpedia-owl:industry,Tim
84596242_0_4318938657926864598.csv,1,True,,Tim
84596242_0_4318938657926864598.csv,2,True,,Tim
84596242_0_4318938657926864598.csv,3,True,,Tim
7601761_0_5711732824768669832.csv,1,False,dbpedia-owl:numberOfStars,Tim
7601761_0_5711732824768669832.csv,2,False,dbpedia-owl:distance,Tim
7601761_0_5711732824768669832.csv,3,True,,Tim
7601761_0_5711732824768669832.csv,4,False,dbpedia-owl:priceMoney,Tim
35993623_1_7540615087866606520.csv,0,True,,Tim
35993623_1_7540615087866606520.csv,2,True,,Tim
35993623_1_7540615087866606520.csv,3,True,,Tim
35993623_1_7540615087866606520.csv,4,True,,Tim
13204288_0_4420526718603042428.csv,1,False,dbpedia-owl:rating,Tim
13204288_0_4420526718603042428.csv,2,False,dbpedia-owl:grades,Tim
13204288_0_4420526718603042428.csv,3,False,dbpedia-owl:date,Tim
71671375_0_1715763047979962300.csv,0,False,dbpedia-owl:federalState,Tim
71671375_0_1715763047979962300.csv,1,False,dbpedia-owl:city,Tim
71671375_0_1715763047979962300.csv,3,True,,Tim
71671375_0_1715763047979962300.csv,4,True,,Tim
71671375_0_1715763047979962300.csv,5,True,,Tim
71671375_0_1715763047979962300.csv,6,True,,Tim
57790315_0_2715326399585929245.csv,1,False,,Tim
57790315_0_2715326399585929245.csv,2,False,dbpedia-owl:category,Tim
76836443_2_249332777049648171.csv,1,True,,Tim
76836443_2_249332777049648171.csv,2,True,,Tim
26270372_1_3774607938887520564.csv,2,False,dbpedia-owl:activeYears,Tim
26270372_1_3774607938887520564.csv,1,False,dbpedia-owl:reign,Tim
26270372_1_3774607938887520564.csv,3,True,,Tim
26270372_1_3774607938887520564.csv,4,True,,Tim
63389809_0_8179819543692215824.csv,1,False,dbpedia-owl:industry,Tim
63389809_0_8179819543692215824.csv,2,False,dbpedia-owl:country,Tim
63389809_0_8179819543692215824.csv,3,True,,Tim
53989675_0_8697482470743954630.csv,1,False,dbpedia-owl:access,Tim
53989675_0_8697482470743954630.csv,2,True,,Tim
53989675_0_8697482470743954630.csv,3,False,dbpedia-owl:class,Tim
53989675_0_8697482470743954630.csv,4,False,dbpedia-owl:category,Tim
28086084_0_3127660530989916727.csv,1,True,,Tim
28086084_0_3127660530989916727.csv,2,True,,Tim
28086084_0_3127660530989916727.csv,3,True,,Tim
28086084_0_3127660530989916727.csv,4,True,,Tim
28086084_0_3127660530989916727.csv,5,True,,Tim
23525318_0_7885756089060858697.csv,0,False,dbpedia-owl:country,Tim
23525318_0_7885756089060858697.csv,2,True,,Tim
23525318_0_7885756089060858697.csv,3,False,dbpedia-owl:currency,Tim
30965004_6_4856622180559928314.csv,1,False,dbpedia-owl:currency,Tim
30965004_6_4856622180559928314.csv,2,False,dbpedia-owl:fees,Tim
64626513_0_6402630457637049755.csv,1,False,dbpedia-owl:state,Tim
64626513_0_6402630457637049755.csv,2,True,,Tim
64626513_0_6402630457637049755.csv,3,False,dbpedia-owl:Website,Tim
71671375_0_1715763047979962300.csv,0,False,dbpedia-owl:state,Axel
71671375_0_1715763047979962300.csv,1,False,http://dbpedia.org/ontology/city,Axel
71671375_0_1715763047979962300.csv,3,True,,Axel
71671375_0_1715763047979962300.csv,4,True,,Axel
71671375_0_1715763047979962300.csv,5,True,,Axel
71671375_0_1715763047979962300.csv,6,True,,Axel
76836443_2_249332777049648171.csv,1,True,,Axel
76836443_2_249332777049648171.csv,2,True,,Axel
53989675_0_8697482470743954630.csv,1,True,,Axel
53989675_0_8697482470743954630.csv,2,True,,Axel
