tableId,propertyIdentified,correctly,falsePositives,notIdentified,seedListContains,executionTimeFull,executionTimePure,disambiguationTime,classSearchTime,propertySearchTime
18036618_0_7337008284167773018.csv,http://dbpedia.org/ontology/abstract|http://www.w3.org/1999/02/22-rdf-syntax-ns#type,0,2,0,0,5.899728059768677,0.0009238719940185547,1.8140320777893066,0.6449441909790039,3.4398279190063477
59296459_0_4532872443713262457.csv,,0,0,0,0,4.479504108428955,0.0013170242309570312,4.47816801071167,1.5020370483398438e-05,4.0531158447265625e-06
5873256_0_7795190905731964989.csv,,0,0,1,0,3.913532018661499,0.0010521411895751953,3.912461042404175,1.3828277587890625e-05,5.0067901611328125e-06
23723517_0_6355329536965120157.csv,,0,0,0,0,0.638282060623169,0.0013968944549560547,0.6368741989135742,6.9141387939453125e-06,4.0531158447265625e-06
1092764_0_7623796846778750529.csv,,0,0,1,0,0.714224100112915,0.0011289119720458984,0.7130839824676514,7.152557373046875e-06,4.0531158447265625e-06
30098333_0_6321221304321476486.csv,,0,0,0,0,0.2932889461517334,0.0006377696990966797,0.29264402389526367,4.0531158447265625e-06,3.0994415283203125e-06
33832430_0_2157776220385390595.csv,,0,0,0,0,3.445093870162964,0.0022759437561035156,3.442797899246216,1.4066696166992188e-05,5.9604644775390625e-06
12183399_0_6725061928072492226.csv,http://dbpedia.org/ontology/wikiPageExternalLink,0,1,1,0,4.428915023803711,0.0010929107666015625,3.3323941230773926,0.07732391357421875,1.018104076385498
66063951_0_7222945401533576619.csv,http://dbpedia.org/ontology/country,0,1,0,0,19.34181809425354,0.0024170875549316406,1.4283311367034912,0.629396915435791,17.281672954559326
51416220_0_6217242186929928654.csv,,0,0,1,0,3.705605983734131,0.0012912750244140625,1.1181728839874268,0.3296678066253662,2.256474018096924
27022788_15_8197756995366961874.csv,,0,0,0,0,2.7457828521728516,0.0018579959869384766,2.2413790225982666,0.5025408267974854,5.0067901611328125e-06
34822201_0_9172176454913296735.csv,,0,0,0,0,4.038930177688599,0.0009992122650146484,4.037909984588623,1.5020370483398438e-05,5.9604644775390625e-06
65118854_0_3532892672194638773.csv,,0,0,1,0,0.8973619937896729,0.0011529922485351562,0.896198034286499,7.867813110351562e-06,3.0994415283203125e-06
13454929_38_5704125866480389014.csv,,0,0,0,0,0.3190329074859619,0.0006422996520996094,0.31838393211364746,3.814697265625e-06,2.86102294921875e-06
25820616_1_1721811200152530444.csv,,0,0,1,0,2.036228895187378,0.0013091564178466797,2.034907817840576,9.059906005859375e-06,2.86102294921875e-06
54282710_0_481888903935983790.csv,,0,0,0,0,0.6862549781799316,0.0009760856628417969,0.6852669715881348,8.106231689453125e-06,3.814697265625e-06
22405951_0_4867943948898983454.csv,,0,0,1,0,1.8629109859466553,0.0012214183807373047,1.7776288986206055,0.08405685424804688,3.814697265625e-06
45743876_0_3539118723491007120.csv,,0,0,0,0,2.8311338424682617,0.0011568069458007812,2.444896936416626,0.38507509231567383,5.0067901611328125e-06
65842312_0_4733067625464702086.csv,,0,0,0,0,9.92874002456665,0.0018723011016845703,2.951575994491577,1.251762866973877,5.723528861999512
48041281_0_813706116018869489.csv,http://dbpedia.org/property/currency,0,1,1,0,23.00066900253296,0.0034661293029785156,3.51546311378479,1.7980709075927734,17.683668851852417
86956991_0_8784107551825329794.csv,http://purl.org/dc/terms/subject|http://dbpedia.org/ontology/country,0,2,0,0,14.019762992858887,0.0038728713989257812,3.1564829349517822,1.4715371131896973,9.387870073318481
94641913_13_3863476391565959148.csv,,0,0,0,0,3.8014941215515137,0.0009913444519042969,3.0476489067077637,0.24781084060668945,0.5050430297851562
94529139_0_3232108098873849348.csv,,0,0,0,0,2.1468029022216797,0.0009338855743408203,2.1458489894866943,1.4066696166992188e-05,5.9604644775390625e-06
14107336_0_3506363793523926306.csv,,0,0,0,0,0.5092189311981201,0.0008730888366699219,0.508336067199707,5.9604644775390625e-06,3.814697265625e-06
54051027_0_7026756885592951638.csv,,0,0,0,0,0.9388039112091064,0.0008089542388916016,0.9379830360412598,7.867813110351562e-06,4.0531158447265625e-06
69403297_2_2175902877295838348.csv,,0,0,0,0,0.39366602897644043,0.001718759536743164,0.3919391632080078,5.0067901611328125e-06,3.0994415283203125e-06
28243215_1_5610452142092065890.csv,http://dbpedia.org/ontology/country,0,1,1,1,115.61233186721802,0.0029609203338623047,3.607698917388916,0.8078720569610596,111.19379997253418
77632062_0_2292892375652659825.csv,,0,0,1,0,2.6711790561676025,0.0013070106506347656,2.6698532104492188,1.3828277587890625e-05,5.0067901611328125e-06
76024718_2_6908343154941649258.csv,,0,0,1,0,18.111631155014038,0.003184080123901367,2.6645150184631348,1.121664047241211,14.322268009185791
41648740_0_6959523681065295632.csv,http://dbpedia.org/property/currencyCode|http://dbpedia.org/ontology/abstract|http://www.w3.org/2002/07/owl#sameAs,0,3,1,0,6.870018005371094,0.0015020370483398438,3.031002998352051,0.1600170135498047,3.6774959564208984
61483094_0_4075277537887508233.csv,,0,0,0,0,1.1086139678955078,0.0011348724365234375,1.1074659824371338,9.059906005859375e-06,4.0531158447265625e-06
54773498_0_4341462266113591159.csv,http://www.w3.org/2000/01/rdf-schema#comment|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract|http://www.w3.org/1999/02/22-rdf-syntax-ns#type,0,5,1,1,14.692043781280518,0.0013127326965332031,3.9492709636688232,0.6784539222717285,10.063006162643433
19654359_0_3020273135042459469.csv,,0,0,1,1,24.505384922027588,0.0023369789123535156,3.613075017929077,2.011267900466919,18.87870502471924
32936911_182_7701303896656147086.csv,,0,0,0,0,0.6204659938812256,0.0009791851043701172,0.6194770336151123,5.9604644775390625e-06,3.814697265625e-06
32098846_0_4488653948540751214.csv,,0,0,0,0,1.7327630519866943,0.0009579658508300781,1.7317960262298584,5.9604644775390625e-06,3.0994415283203125e-06
33542937_177_5470739689203597436.csv,,0,0,0,0,0.5464270114898682,0.00096893310546875,0.54544997215271,5.0067901611328125e-06,3.0994415283203125e-06
43964237_0_8794045370629210428.csv,,0,0,0,0,0.4832420349121094,0.0006382465362548828,0.48259592056274414,5.0067901611328125e-06,2.86102294921875e-06
97474843_6_7066896745469800894.csv,,0,0,0,0,0.227614164352417,0.0009462833404541016,0.22666096687316895,3.814697265625e-06,3.0994415283203125e-06
26611045_0_6746367941095256533.csv,,0,0,0,0,1.224107027053833,0.0006818771362304688,1.102492094039917,0.12092900276184082,4.0531158447265625e-06
59207069_4_7753300106744071070.csv,,0,0,0,0,2.5901591777801514,0.0009932518005371094,2.5891501903533936,1.0967254638671875e-05,4.76837158203125e-06
9236355_0_2228874555257851396.csv,,0,0,1,0,2.8179268836975098,0.001132965087890625,2.816774845123291,1.4066696166992188e-05,5.0067901611328125e-06
57854801_0_1661074707552286501.csv,,0,0,0,0,1.3103289604187012,0.0014309883117675781,1.3088829517364502,1.0013580322265625e-05,5.0067901611328125e-06
70371959_0_7248177035488974282.csv,,0,0,0,0,6.259396076202393,0.0011773109436035156,5.0997889041900635,0.39707183837890625,0.7613580226898193
59523103_0_2275976140216955204.csv,http://dbpedia.org/ontology/birthPlace|http://dbpedia.org/property/location,0,2,0,0,24.593710899353027,0.0034296512603759766,1.69923996925354,0.8205621242523193,22.070479154586792
40267353_2_2384045885908782509.csv,,0,0,0,0,2.336432933807373,0.0011818408966064453,1.4889249801635742,0.08417510986328125,0.7621510028839111
21133717_14_4743040657362662857.csv,,0,0,0,0,0.29871702194213867,0.0006821155548095703,0.29802799224853516,4.0531158447265625e-06,2.86102294921875e-06
55600389_0_5880613671553215645.csv,,0,0,0,0,1.0814650058746338,0.0012392997741699219,1.0802159309387207,6.9141387939453125e-06,2.86102294921875e-06
24592192_0_1449930331605971322.csv,,0,0,0,0,2.625967025756836,0.0007159709930419922,2.459144115447998,0.16603589057922363,7.104873657226562e-05
72504484_43_8279148711726695697.csv,,0,0,0,0,2.0631659030914307,0.0008339881896972656,2.0623130798339844,1.3828277587890625e-05,5.0067901611328125e-06
72504484_122_9159367086125748071.csv,,0,0,0,0,2.474684000015259,0.0008409023284912109,2.473802089691162,3.600120544433594e-05,5.0067901611328125e-06
46728986_0_444959441861417753.csv,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,0,1,1,0,37.271116971969604,0.004156827926635742,3.349008083343506,1.5567259788513184,32.361226081848145
60419946_0_6950995484145471192.csv,,0,0,0,0,0.4576089382171631,0.0009829998016357422,0.2697489261627197,0.1868741512298584,2.86102294921875e-06
66975319_4_5997830201116388939.csv,,0,0,0,0,1.6229209899902344,0.0008184909820556641,1.6220898628234863,8.821487426757812e-06,3.814697265625e-06
70515524_0_5425995199745290007.csv,http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract,0,2,1,0,6.148761034011841,0.0011241436004638672,2.9006259441375732,0.25193190574645996,2.9950790405273438
83317528_0_3210634546537826218.csv,,0,0,0,0,0.245527982711792,0.0006577968597412109,0.24486207962036133,5.0067901611328125e-06,3.0994415283203125e-06
11078802_0_7941208004513610907.csv,,0,0,1,1,23.509197235107422,0.003917217254638672,3.4080779552459717,1.8037259578704834,18.293476104736328
25157526_0_2463227439282443231.csv,,0,0,0,0,3.0682129859924316,0.0011341571807861328,2.419386863708496,0.6476869583129883,5.0067901611328125e-06
37413595_0_3469255995901768738.csv,,0,0,0,0,4.580725908279419,0.001085042953491211,2.3793129920959473,0.6783628463745117,1.5219650268554688
93162865_0_4661380442777459291.csv,,0,0,0,0,2.1509549617767334,0.001194000244140625,2.1497418880462646,1.4066696166992188e-05,5.0067901611328125e-06
79966524_0_1484492112455633784.csv,,0,0,1,0,3.1140949726104736,0.0009758472442626953,3.113100051879883,1.4066696166992188e-05,5.0067901611328125e-06
58366947_0_3203535355072917165.csv,,0,0,0,0,2.1033310890197754,0.0008368492126464844,2.102475166320801,1.4066696166992188e-05,5.0067901611328125e-06
81174246_0_428484255353142174.csv,,0,0,0,0,5.698837041854858,0.0012903213500976562,2.891140937805176,0.732982873916626,2.073422908782959
568509_0_5722261996256193195.csv,,0,0,0,0,0.2985358238220215,0.0006799697875976562,0.2978479862213135,5.0067901611328125e-06,2.86102294921875e-06
14816632_0_3081391886649508022.csv,,0,0,1,0,4.0735390186309814,0.0008487701416015625,3.735685110092163,0.08338809013366699,0.2536170482635498
2867461_9_4076106230106879066.csv,,0,0,0,0,0.10322713851928711,0.0010862350463867188,0.10213398933410645,4.0531158447265625e-06,2.86102294921875e-06
53239801_0_6039040367317189758.csv,,0,0,0,0,2.210012912750244,0.0009930133819580078,2.209001064300537,1.3828277587890625e-05,5.0067901611328125e-06
29794780_2_7959320699748946876.csv,,0,0,1,0,2.7600960731506348,0.001252889633178711,1.602142095565796,0.08505702018737793,1.0716440677642822
40315458_0_6046678570941610878.csv,,0,0,0,0,5.122833967208862,0.0011591911315917969,2.767875909805298,0.8134429454803467,1.540355920791626
1407964_0_6143485661029372227.csv,,0,0,0,0,2.179321050643921,0.0006830692291259766,2.178619146347046,1.3828277587890625e-05,5.0067901611328125e-06
77694908_0_6083291340991074532.csv,http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract|http://www.w3.org/1999/02/22-rdf-syntax-ns#type,0,4,1,0,16.03575897216797,0.0035588741302490234,3.1435320377349854,0.978996992111206,11.909671068191528
8286121_0_8471791395229161598.csv,,0,0,1,1,6.682629823684692,0.0012958049774169922,3.292332887649536,0.5265040397644043,2.862497091293335
40844462_1_6230938203735169234.csv,,0,0,1,0,1.9994678497314453,0.001138925552368164,1.998309850692749,1.4066696166992188e-05,5.0067901611328125e-06
10839274_0_8070025797940187411.csv,,0,0,0,0,0.4756920337677002,0.0006518363952636719,0.47503089904785156,6.198883056640625e-06,3.0994415283203125e-06
90646916_0_2176827423262506501.csv,,0,0,1,1,71.75075697898865,0.004667043685913086,3.2726550102233887,1.6527209281921387,66.8207139968872
72504484_115_3878084906030694878.csv,,0,0,0,0,2.4466280937194824,0.0008409023284912109,2.445768117904663,1.4066696166992188e-05,5.0067901611328125e-06
76329923_47_269201759153159563.csv,,0,0,0,0,1.1524279117584229,0.0008859634399414062,1.0667109489440918,0.0847480297088623,8.296966552734375e-05
40534006_0_4617468856744635526.csv,,0,0,0,0,2.088395833969116,0.0010387897491455078,2.087337017059326,1.5020370483398438e-05,5.0067901611328125e-06
60407824_0_793377497970388034.csv,,0,0,0,0,2.3873751163482666,0.0008769035339355469,2.386479139328003,1.4066696166992188e-05,5.0067901611328125e-06
