"#","country","population","% of world","cumulative %","country-specific search"
"31","canada","33487208","0.53%","83.0%","&nbsp;&nbsp;&nbsp;safe search for canada"
"32","morocco","31285174","0.49%","83.5%","&nbsp;&nbsp;&nbsp;safe search for morocco"
"33","peru","29546963","0.46%","83.9%","&nbsp;&nbsp;&nbsp;safe search for peru"
"34","iraq","28945569","0.46%","84.4%","&nbsp;&nbsp;&nbsp;safe search for iraq"
"35","saudi arabia","28686633","0.45%","84.8%","&nbsp;&nbsp;&nbsp;safe search for saudi arabia"
"36","nepal","28563377","0.45%","85.3%","&nbsp;&nbsp;&nbsp;safe search for nepal"
"37","afghanistan","28395716","0.45%","85.7%","&nbsp;&nbsp;&nbsp;safe search for afghanistan"
"38","uzbekistan","27606007","0.43%","86.2%","&nbsp;&nbsp;&nbsp;safe search for uzbekistan"
"39","venezuela","26814843","0.42%","86.6%","&nbsp;&nbsp;&nbsp;safe search for venezuela"
"40","malaysia","25715819","0.40%","87.0%","&nbsp;&nbsp;&nbsp;safe search for malaysia"
"41","taiwan","22974347","0.36%","87.4%","&nbsp;&nbsp;&nbsp;safe search for taiwan"
"42","yemen","22858238","0.36%","87.7%","&nbsp;&nbsp;&nbsp;safe search for yemen"
"43","mozambique","21669278","0.34%","88.1%","&nbsp;&nbsp;&nbsp;safe search for mozambique"
"44","sri lanka","21324791","0.34%","88.4%","&nbsp;&nbsp;&nbsp;safe search for sri lanka"
"45","australia","21262641","0.33%","88.7%","&nbsp;&nbsp;&nbsp;safe search for australia"
"46","madagascar","20653556","0.32%","89.0%","&nbsp;&nbsp;&nbsp;safe search for madagascar"
"47","cote d'ivoire","20617068","0.32%","89.4%","&nbsp;&nbsp;&nbsp;safe search for cote d'ivoire"
"48","cameroon","18879301","0.30%","89.7%","&nbsp;&nbsp;&nbsp;safe search for cameroon"
"49","netherlands","16715999","0.26%","89.9%","&nbsp;&nbsp;&nbsp;safe search for netherlands"
"50","chile","16601707","0.26%","90.2%","&nbsp;&nbsp;&nbsp;safe search for chile"
"51","burkina faso","15746232","0.25%","90.4%","&nbsp;&nbsp;&nbsp;safe search for burkina faso"
"52","kazakhstan","15399437","0.24%","90.7%","&nbsp;&nbsp;&nbsp;safe search for kazakhstan"
"53","niger","15306252","0.24%","90.9%","&nbsp;&nbsp;&nbsp;safe search for niger"
"54","malawi","15028757","0.24%","91.2%","&nbsp;&nbsp;&nbsp;safe search for malawi"
"55","ecuador","14573101","0.23%","91.4%","&nbsp;&nbsp;&nbsp;safe search for ecuador"
"56","cambodia","14494293","0.23%","91.6%","&nbsp;&nbsp;&nbsp;safe search for cambodia"
"57","senegal","13711597","0.22%","91.8%","&nbsp;&nbsp;&nbsp;safe search for senegal"
"58","mali","13443225","0.21%","92.0%","&nbsp;&nbsp;&nbsp;safe search for mali"
"59","guatemala","13276517","0.21%","92.3%","&nbsp;&nbsp;&nbsp;safe search for guatemala"
"60","angola","12799293","0.20%","92.5%","&nbsp;&nbsp;&nbsp;safe search for angola"
"61","zambia","11862740","0.19%","92.6%","&nbsp;&nbsp;&nbsp;safe search for zambia"
"62","zimbabwe","11392629","0.18%","92.8%","&nbsp;&nbsp;&nbsp;safe search for zimbabwe"
"63","rwanda","10746311","0.17%","93.0%","&nbsp;&nbsp;&nbsp;safe search for rwanda"
"64","greece","10737428","0.17%","93.2%","&nbsp;&nbsp;&nbsp;safe search for greece"
"65","portugal","10707924","0.17%","93.3%","&nbsp;&nbsp;&nbsp;safe search for portugal"
"66","tunisia","10486339","0.16%","93.5%","&nbsp;&nbsp;&nbsp;safe search for tunisia"
"67","belgium","10414336","0.16%","93.7%","&nbsp;&nbsp;&nbsp;safe search for belgium"
"68","chad","10329208","0.16%","93.8%","&nbsp;&nbsp;&nbsp;safe search for chad"
"69","czech republic","10211904","0.16%","94.0%","&nbsp;&nbsp;&nbsp;safe search for czech republic"
"70","guinea","10057975","0.16%","94.1%","&nbsp;&nbsp;&nbsp;safe search for guinea"
"71","hungary","9905596","0.16%","94.3%","&nbsp;&nbsp;&nbsp;safe search for hungary"
"72","somalia","9832017","0.15%","94.4%","&nbsp;&nbsp;&nbsp;safe search for somalia"
"73","bolivia","9775246","0.15%","94.6%","&nbsp;&nbsp;&nbsp;safe search for bolivia"
"74","dominican republic","9650054","0.15%","94.8%","&nbsp;&nbsp;&nbsp;safe search for dominican republic"
"75","belarus","9648533","0.15%","94.9%","&nbsp;&nbsp;&nbsp;safe search for belarus"
"76","burundi","9511330","0.15%","95.1%","&nbsp;&nbsp;&nbsp;safe search for burundi"
"77","sweden","9059651","0.14%","95.2%","&nbsp;&nbsp;&nbsp;safe search for sweden"
"78","haiti","9035536","0.14%","95.3%","&nbsp;&nbsp;&nbsp;safe search for haiti"
"79","benin","8791832","0.14%","95.5%","&nbsp;&nbsp;&nbsp;safe search for benin"
"80","azerbaijan","8238672","0.13%","95.6%","&nbsp;&nbsp;&nbsp;safe search for azerbaijan"
"81","austria","8210281","0.13%","95.7%","&nbsp;&nbsp;&nbsp;safe search for austria"
"82","serbia and montenegro","8051519","0.13%","95.9%","&nbsp;&nbsp;&nbsp;safe search for serbia and montenegro"
"83","honduras","7833696","0.12%","96.0%","&nbsp;&nbsp;&nbsp;safe search for honduras"
"84","switzerland","7604467","0.12%","96.1%","&nbsp;&nbsp;&nbsp;safe search for switzerland"
"85","tajikistan","7349145","0.12%","96.2%","&nbsp;&nbsp;&nbsp;safe search for tajikistan"
"86","israel","7233701","0.11%","96.3%","&nbsp;&nbsp;&nbsp;safe search for israel"
"87","bulgaria","7204687","0.11%","96.4%","&nbsp;&nbsp;&nbsp;safe search for bulgaria"
"88","el salvador","7185218","0.11%","96.6%","&nbsp;&nbsp;&nbsp;safe search for el salvador"
"89","hong kong","7055071","0.11%","96.7%","&nbsp;&nbsp;&nbsp;safe search for hong kong"
"90","paraguay","6995655","0.11%","96.8%","&nbsp;&nbsp;&nbsp;safe search for paraguay"
"91","laos","6834345","0.11%","96.9%","&nbsp;&nbsp;&nbsp;safe search for laos"
"92","libya","6324357","0.099%","97.0%","&nbsp;&nbsp;&nbsp;safe search for libya"
"93","jordan","6269285","0.099%","97.1%","&nbsp;&nbsp;&nbsp;safe search for jordan"
"94","togo","6031808","0.095%","97.2%","&nbsp;&nbsp;&nbsp;safe search for togo"
"95","papua new guinea","5940775","0.093%","97.3%","&nbsp;&nbsp;&nbsp;safe search for papua new guinea"
"96","nicaragua","5891199","0.093%","97.4%","&nbsp;&nbsp;&nbsp;safe search for nicaragua"
"97","eritrea","5647168","0.089%","97.5%","&nbsp;&nbsp;&nbsp;safe search for eritrea"
"98","denmark","5500510","0.087%","97.5%","&nbsp;&nbsp;&nbsp;safe search for denmark"
"99","slovakia","5463046","0.086%","97.6%","&nbsp;&nbsp;&nbsp;safe search for slovakia"
"100","kyrgyzstan","5431747","0.085%","97.7%","&nbsp;&nbsp;&nbsp;safe search for kyrgyzstan"
"101","finland","5250275","0.083%","97.8%","&nbsp;&nbsp;&nbsp;safe search for finland"
"102","sierra leone","5132138","0.081%","97.9%","&nbsp;&nbsp;&nbsp;safe search for sierra leone"
"103","turkmenistan","4884887","0.077%","98.0%","&nbsp;&nbsp;&nbsp;safe search for turkmenistan"
"104","united arab emirates","4798491","0.075%","98.0%","&nbsp;&nbsp;&nbsp;safe search for united arab emirates"
"105","norway","4660539","0.073%","98.1%","&nbsp;&nbsp;&nbsp;safe search for norway"
"106","singapore","4657542","0.073%","98.2%","&nbsp;&nbsp;&nbsp;safe search for singapore"
"107","bosnia and herzegovina","4613414","0.073%","98.2%","&nbsp;&nbsp;&nbsp;safe search for bosnia and herzegovina"
"108","central african republic","4511488","0.071%","98.3%","&nbsp;&nbsp;&nbsp;safe search for central african republic"
"109","croatia","4489409","0.071%","98.4%","&nbsp;&nbsp;&nbsp;safe search for croatia"
"110","moldova","4320748","0.068%","98.5%","&nbsp;&nbsp;&nbsp;safe search for moldova"
"111","costa rica","4253877","0.067%","98.5%","&nbsp;&nbsp;&nbsp;safe search for costa rica"
"112","new zealand","4213418","0.066%","98.6%","&nbsp;&nbsp;&nbsp;safe search for new zealand"
"113","ireland","4203200","0.066%","98.7%","&nbsp;&nbsp;&nbsp;safe search for ireland"
"114","lebanon","4017095","0.063%","98.7%","&nbsp;&nbsp;&nbsp;safe search for lebanon"
"115","congo","4012809","0.063%","98.8%","&nbsp;&nbsp;&nbsp;safe search for congo"
"116","puerto rico","3966213","0.062%","98.8%","&nbsp;&nbsp;&nbsp;safe search for puerto rico"
"117","albania","3639453","0.057%","98.9%","&nbsp;&nbsp;&nbsp;safe search for albania"
"118","lithuania","3555179","0.056%","99.0%","&nbsp;&nbsp;&nbsp;safe search for lithuania"
"119","uruguay","3494382","0.055%","99.0%","&nbsp;&nbsp;&nbsp;safe search for uruguay"
"120","liberia","3441790","0.054%","99.1%","&nbsp;&nbsp;&nbsp;safe search for liberia"
"121","oman","3418085","0.054%","99.1%","&nbsp;&nbsp;&nbsp;safe search for oman"
"122","panama","3360474","0.053%","99.2%","&nbsp;&nbsp;&nbsp;safe search for panama"
"123","mauritania","3129486","0.049%","99.2%","&nbsp;&nbsp;&nbsp;safe search for mauritania"
"124","mongolia","3041142","0.048%","99.3%","&nbsp;&nbsp;&nbsp;safe search for mongolia"
"125","armenia","2967004","0.047%","99.3%","&nbsp;&nbsp;&nbsp;safe search for armenia"
"126","jamaica","2825928","0.044%","99.4%","&nbsp;&nbsp;&nbsp;safe search for jamaica"
"127","kuwait","2692526","0.042%","99.4%","&nbsp;&nbsp;&nbsp;safe search for kuwait"
"128","latvia","2231503","0.035%","99.4%","&nbsp;&nbsp;&nbsp;safe search for latvia"
"129","lesotho","2130819","0.034%","99.5%","&nbsp;&nbsp;&nbsp;safe search for lesotho"
"130","namibia","2108665","0.033%","99.5%","&nbsp;&nbsp;&nbsp;safe search for namibia"
"131","macedonia","2066718","0.033%","99.5%","&nbsp;&nbsp;&nbsp;safe search for macedonia"
"132","slovenia","2005692","0.032%","99.6%","&nbsp;&nbsp;&nbsp;safe search for slovenia"
"133","botswana","1990876","0.031%","99.6%","&nbsp;&nbsp;&nbsp;safe search for botswana"
"134","guinea-bissau","1533964","0.024%","99.6%","&nbsp;&nbsp;&nbsp;safe search for guinea-bissau"
"135","gabon","1514993","0.024%","99.7%","&nbsp;&nbsp;&nbsp;safe search for gabon"
"136","swaziland","1337186","0.021%","99.7%","&nbsp;&nbsp;&nbsp;safe search for swaziland"
"137","estonia","1299371","0.020%","99.7%","&nbsp;&nbsp;&nbsp;safe search for estonia"
"138","mauritius","1284264","0.020%","99.7%","&nbsp;&nbsp;&nbsp;safe search for mauritius"
"139","trinidad and tobago","1229953","0.019%","99.7%","&nbsp;&nbsp;&nbsp;safe search for trinidad and tobago"
"140","east timor","1131612","0.018%","99.7%","&nbsp;&nbsp;&nbsp;safe search for east timor"
"141","cyprus","1084748","0.017%","99.8%","&nbsp;&nbsp;&nbsp;safe search for cyprus"
"142","fiji","944720","0.015%","99.8%","&nbsp;&nbsp;&nbsp;safe search for fiji"
"143","qatar","833285","0.013%","99.8%","&nbsp;&nbsp;&nbsp;safe search for qatar"
"144","guyana","752940","0.012%","99.8%","&nbsp;&nbsp;&nbsp;safe search for guyana"
"145","comoros","752438","0.012%","99.8%","&nbsp;&nbsp;&nbsp;safe search for comoros"
"146","bahrain","728709","0.011%","99.8%","&nbsp;&nbsp;&nbsp;safe search for bahrain"
"147","djibouti","724622","0.011%","99.8%","&nbsp;&nbsp;&nbsp;safe search for djibouti"
"148","bhutan","691141","0.011%","99.9%","&nbsp;&nbsp;&nbsp;safe search for bhutan"
"149","equatorial guinea","633441","0.010%","99.9%","&nbsp;&nbsp;&nbsp;safe search for equatorial guinea"
"150","solomon islands","595613","0.0094%","99.9%","&nbsp;&nbsp;&nbsp;safe search for solomon islands"
"151","macau","559846","0.0088%","99.9%","&nbsp;&nbsp;&nbsp;safe search for macau"
"152","luxembourg","491775","0.0077%","99.9%","&nbsp;&nbsp;&nbsp;safe search for luxembourg"
"153","suriname","481267","0.0076%","99.9%","&nbsp;&nbsp;&nbsp;safe search for suriname"
"154","cape verde","429474","0.0068%","99.90%","&nbsp;&nbsp;&nbsp;safe search for cape verde"
"155","western sahara","405210","0.0064%","99.91%","&nbsp;&nbsp;&nbsp;safe search for western sahara"
"156","malta","405165","0.0064%","99.91%","&nbsp;&nbsp;&nbsp;safe search for malta"
"157","maldives","396334","0.0062%","99.92%","&nbsp;&nbsp;&nbsp;safe search for maldives"
"158","brunei","388190","0.0061%","99.93%","&nbsp;&nbsp;&nbsp;safe search for brunei"
"159","belize","307899","0.0048%","99.93%","&nbsp;&nbsp;&nbsp;safe search for belize"
"160","the bahamas","307552","0.0048%","99.94%","&nbsp;&nbsp;&nbsp;safe search for the bahamas"
"161","iceland","306694","0.0048%","99.94%","&nbsp;&nbsp;&nbsp;safe search for iceland"
"162","french polynesia","287032","0.0045%","99.95%","&nbsp;&nbsp;&nbsp;safe search for french polynesia"
"163","barbados","284589","0.0045%","99.95%","&nbsp;&nbsp;&nbsp;safe search for barbados"
"164","new caledonia","227436","0.0036%","99.95%","&nbsp;&nbsp;&nbsp;safe search for new caledonia"
"165","netherlands antilles","227049","0.0036%","99.96%","&nbsp;&nbsp;&nbsp;safe search for netherlands antilles"
"166","mayotte","223765","0.0035%","99.96%","&nbsp;&nbsp;&nbsp;safe search for mayotte"
"167","samoa","219998","0.0035%","99.96%","&nbsp;&nbsp;&nbsp;safe search for samoa"
"168","vanuatu","218519","0.0034%","99.97%","&nbsp;&nbsp;&nbsp;safe search for vanuatu"
"169","sao tome and principe","212679","0.0033%","99.97%","&nbsp;&nbsp;&nbsp;safe search for sao tome and principe"
"170","saint lucia","160267","0.0025%","99.97%","&nbsp;&nbsp;&nbsp;safe search for saint lucia"
"171","tonga","120898","0.0019%","99.98%","&nbsp;&nbsp;&nbsp;safe search for tonga"
"172","kiribati","112850","0.0018%","99.98%","&nbsp;&nbsp;&nbsp;safe search for kiribati"
"173","micronesia","107434","0.0017%","99.98%","&nbsp;&nbsp;&nbsp;safe search for micronesia"
"174","saint vincent and grenadines","104574","0.0016%","99.98%","&nbsp;&nbsp;&nbsp;safe search for saint vincent and grenadines"
"175","aruba","103065","0.0016%","99.98%","&nbsp;&nbsp;&nbsp;safe search for aruba"
"176","grenada","90739","0.0014%","99.98%","&nbsp;&nbsp;&nbsp;safe search for grenada"
"177","seychelles","87476","0.0014%","99.98%","&nbsp;&nbsp;&nbsp;safe search for seychelles"
"178","antigua and barbuda","85632","0.0013%","99.99%","&nbsp;&nbsp;&nbsp;safe search for antigua and barbuda"
"179","andorra","83888","0.0013%","99.99%","&nbsp;&nbsp;&nbsp;safe search for andorra"
"180","dominica","72660","0.0011%","99.99%","&nbsp;&nbsp;&nbsp;safe search for dominica"
"181","bermuda","67837","0.0011%","99.990%","&nbsp;&nbsp;&nbsp;safe search for bermuda"
"182","american somoa","65628","0.0010%","99.991%","&nbsp;&nbsp;&nbsp;safe search for american somoa"
"183","marshall islands","64522","0.0010%","99.992%","&nbsp;&nbsp;&nbsp;safe search for marshall islands"
"184","greenland","57600","0.0009%","99.993%","&nbsp;&nbsp;&nbsp;safe search for greenland"
"185","northern mariana islands","51484","0.0008%","99.994%","&nbsp;&nbsp;&nbsp;safe search for northern mariana islands"
"186","cayman islands","49035","0.0008%","99.994%","&nbsp;&nbsp;&nbsp;safe search for cayman islands"
"187","faroe islands","48856","0.0008%","99.995%","&nbsp;&nbsp;&nbsp;safe search for faroe islands"
"188","saint kitts and nevis","40131","0.0006%","99.996%","&nbsp;&nbsp;&nbsp;safe search for saint kitts and nevis"
"189","liechtenstein","34761","0.0005%","99.996%","&nbsp;&nbsp;&nbsp;safe search for liechtenstein"
"190","monaco","32965","0.0005%","99.997%","&nbsp;&nbsp;&nbsp;safe search for monaco"
"191","san marino","30167","0.0005%","99.997%","&nbsp;&nbsp;&nbsp;safe search for san marino"
"192","gibraltar","28796","0.0005%","99.998%","&nbsp;&nbsp;&nbsp;safe search for gibraltar"
"193","virgin islands (british)","24491","0.0004%","99.998%","&nbsp;&nbsp;&nbsp;safe search for virgin islands (british)"
"194","palau","20796","0.0003%","99.998%","&nbsp;&nbsp;&nbsp;safe search for palau"
"195","wallis and futuna islands","15289","0.0002%","99.999%","&nbsp;&nbsp;&nbsp;safe search for wallis and futuna islands"
"196","anguilla","14436","0.0002%","99.999%","&nbsp;&nbsp;&nbsp;safe search for anguilla"
"197","nauru","14019","0.0002%","99.9991%","&nbsp;&nbsp;&nbsp;safe search for nauru"
"198","tuvalu","12373","0.0002%","99.9993%","&nbsp;&nbsp;&nbsp;safe search for tuvalu"
"199","cook islands","11870","0.0002%","99.9995%","&nbsp;&nbsp;&nbsp;safe search for cook islands"
"200","saint helena","7637","0.0001%","99.9996%","&nbsp;&nbsp;&nbsp;safe search for saint helena"
"201","st. pierre and miquelon","7063","0.0001%","99.9997%","&nbsp;&nbsp;&nbsp;safe search for st. pierre and miquelon"
"202","montserrat","5097","0.0001%","99.9998%","&nbsp;&nbsp;&nbsp;safe search for montserrat"
"203","falkland islands (malvinas)","3140","0.0000%","99.9998%","&nbsp;&nbsp;&nbsp;safe search for falkland islands (malvinas)"
"204","norfolk island","2141","0.00003%","99.99988%","&nbsp;&nbsp;&nbsp;safe search for norfolk island"
"205","svalbard and jan mayen islands","2116","0.00003%","99.99991%","&nbsp;&nbsp;&nbsp;safe search for svalbard and jan mayen islands"
"206","tokelau","1416","0.00002%","99.99993%","&nbsp;&nbsp;&nbsp;safe search for tokelau"
"207","christmas island","1402","0.00002%","99.99995%","&nbsp;&nbsp;&nbsp;safe search for christmas island"
"208","niue","1398","0.00002%","99.99998%","&nbsp;&nbsp;&nbsp;safe search for niue"
"209","vatican","826","0.00001%","99.99999%","&nbsp;&nbsp;&nbsp;safe search for vatican"
"210","cocos (keeling) islands","596","0.00001%","99.999999%","&nbsp;&nbsp;&nbsp;safe search for cocos (keeling) islands"
"211","pitcairn","48","0.000001%","100.000000%","&nbsp;&nbsp;&nbsp;safe search for pitcairn"
"212","french guiana","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for french guiana"
"213","guadeloupe","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for guadeloupe"
"214","martinique","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for martinique"
"215","palestinian territory (occupied)","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for palestinian territory (occupied)"
"216","reunion","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for reunion"
"217","united states minor outlying islands","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for united states minor outlying islands"
"218","virgin islands (u.s.)","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for virgin islands (u.s.)"
"219","antarctica","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for antarctica"
"220","bouvet island","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for bouvet island"
"221","french southern territories","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for french southern territories"
"222","guam","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for guam"
"223","heard and mcdonald islands","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for heard and mcdonald islands"
"224","british indian ocean territory","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for british indian ocean territory"
"225","south georgia and the sandwich islands","-","-","100.000000%","&nbsp;&nbsp;&nbsp;safe search for south georgia and the sandwich islands"
