"grey penduline-tit","anthoscopus caroli","&nbsp;"
"cape penduline-tit","anthoscopus minutus","&nbsp;"
"southern black tit","parus niger","&nbsp;"
"southern grey tit","parus afer","&nbsp;"
"southern pied babbler","turdoides bicolor","&nbsp;"
"arrow-marked babbler","turdoides jardineii","&nbsp;"
"bush blackcap","lioptilus nigricapillus","&nbsp;"
"black-eyed bulbul","pycnonotus tricolor","&nbsp;"
"african red-eyed bulbul","pycnonotus nigricans","&nbsp;"
"cape bulbul","pycnonotus capensis","&nbsp;"
"sombre greenbul","andropadus importunus","&nbsp;"
"yellow-bellied greenbul","chlorocichla flaviventris","&nbsp;"
"terrestrial brownbul","phyllastrephus terrestris","&nbsp;"
"yellow-streaked greenbul","phyllastrephus flavostriatus","&nbsp;"
"orange ground-thrush","zoothera gurneyi","&nbsp;"
"groundscraper thrush","psophocichla litsipsirupa","&nbsp;"
"kurrichane thrush","turdus libonyanus","&nbsp;"
"olive thrush","turdus olivaceus","&nbsp;"
"cape rock-thrush","monticola rupestris","&nbsp;"
"sentinel rock-thrush","monticola explorator","&nbsp;"
"cape rock-jumper","chaetops frenatus","&nbsp;"
"african stonechat","saxicola torquata","&nbsp;"
"buff-streaked chat","oenanthe bifasciata","&nbsp;"
"mountain wheatear","oenanthe monticola","&nbsp;"
"capped wheatear","oenanthe pileata","&nbsp;"
"sickle-winged chat","cercomela sinuata","&nbsp;"
"karoo chat","cercomela schlegelii","&nbsp;"
"tractrac chat","cercomela tractrac","&nbsp;"
"familiar chat","cercomela familiaris","&nbsp;"
"anteating chat","myrmecocichla formicivora","&nbsp;"
"cape robin-chat","cossypha caffra","&nbsp;"
"white-throated robin-chat","cossypha humeralis","&nbsp;"
"white-browed robin-chat","cossypha heuglini","&nbsp;"
"natal robin","cossypha natalensis","&nbsp;"
"chorister robin-chat","cossypha dichroa","&nbsp;"
"white-browed scrub-robin","cercotrichas leucophrys","&nbsp;"
"karoo scrub-robin","cercotrichas coryphaeus","&nbsp;"
"red-faced cisticola","cisticola erythrops","&nbsp;"
"lazy cisticola","cisticola aberrans","&nbsp;"
"rattling cisticola","cisticola chinianus","&nbsp;"
"grey-backed cisticola","cisticola subruficapillus","&nbsp;"
"wailing cisticola","cisticola lais","&nbsp;"
"levaillant's cisticola","cisticola tinniens","&nbsp;"
"croaking cisticola","cisticola natalensis","&nbsp;"
"neddicky","cisticola fulvicapillus","&nbsp;"
"zitting cisticola","cisticola juncidis","&nbsp;"
"cloud cisticola","cisticola textrix","&nbsp;"
"wing-snapping cisticola","cisticola ayresii","&nbsp;"
"tawny-flanked prinia","prinia subflava","&nbsp;"
"black-chested prinia","prinia flavicans","&nbsp;"
"karoo prinia","prinia maculosa","&nbsp;"
"drakensberg prinia","prinia [m.] hypoxantha","&nbsp;"
"namaqua warbler","phragmacia substriata","&nbsp;"
"rufous-eared warbler","malcorus pectoralis","&nbsp;"
"bar-throated apalis","apalis thoracica","&nbsp;"
"yellow-breasted apalis","apalis flavida","&nbsp;"
"green-backed camaroptera","camaroptera brachyura","&nbsp;"
"cape white-eye","zosterops pallidus","&nbsp;"
"african sedge warbler","bradypterus baboecala","&nbsp;"
"knysna warbler","bradypterus sylvaticus","&nbsp;"
"barratt's warbler","bradypterus barratti","&nbsp;"
"victorin's warbler","bradypterus victorini","&nbsp;"
"cape grassbird","sphenoeacus afer","&nbsp;"
"african marsh warbler","acrocephalus baeticatus","&nbsp;"
"cape reed warbler","acrocephalus gracilirostris","&nbsp;"
"yellow-bellied eremomela","eremomela icteropygialis","&nbsp;"
"green-capped eremomela","eremomela scotops","&nbsp;"
"karoo eremomela","eremomela gregalis","&nbsp;"
"burnt-necked eremomela","eremomela usticollis","&nbsp;"
"long-billed crombec","sylvietta rufescens","&nbsp;"
"yellow-throated warbler","phylloscopus ruficapillus","&nbsp;"
"willow warbler","phylloscopus trochilus","&nbsp;"
"layard's tit-babbler","parisoma layardi","&nbsp;"
"chestnut-vented tit-babbler","parisoma subcaeruleum","&nbsp;"
"mouse-coloured flycatcher","bradornis pallidus","&nbsp;"
"chat flycatcher","bradornis infuscatus","&nbsp;"
"marico flycatcher","bradornis mariquensis","&nbsp;"
"southern black flycatcher","melaenornis pammelaina","&nbsp;"
"fiscal flycatcher","sigelus silens","&nbsp;"
"african dusky flycatcher","muscicapa adusta","&nbsp;"
"blue grey flycatcher","muscicapa caerulescens","&nbsp;"
"fan-tailed flycatcher","myioparus plumbeus","&nbsp;"
"cape batis","batis capensis","&nbsp;"
"chinspot batis","batis molitor","&nbsp;"
"pririt batis","batis pririt","&nbsp;"
"fairy flycatcher","stenostira scita","&nbsp;"
"african paradise-flycatcher","terpsiphone viridis","&nbsp;"
"african pied wagtail","motacilla aguimp","&nbsp;"
"cape wagtail","motacilla capensis","&nbsp;"
"orange-throated longclaw","macronyx capensis","&nbsp;"
"yellow-breasted pipit","anthus chloris","&nbsp;"
"striped pipit","anthus lineiventris","&nbsp;"
"grassveld pipit","anthus cinnamomeus","&nbsp;"
"plain-backed pipit","anthus leucophrys","&nbsp;"
"bushveld pipit","anthus caffer","&nbsp;"
"common fiscal","lanius collaris","&nbsp;"
"long-tailed shrike","corvinella melanoleuca","&nbsp;"
"southern white-crowned shrike","eurocephalus anguitimens","&nbsp;"
"brubru","nilaus afer","&nbsp;"
"black-backed puffback","dryoscopus cubla","&nbsp;"
"black-crowned tchagra","tchagra senegala","&nbsp;"
"three-streaked tchagra","tchagra australis","&nbsp;"
"tropical boubou","&nbsp;","&nbsp;"
"southern boubou","laniarius ferrugineus","&nbsp;"
"crimson-breasted shrike","laniarius atrococcineus","&nbsp;"
"bokmakierie","telophorus zeylonus","&nbsp;"
"orange-breasted bush-shrike","telophorus sulfureopectus","&nbsp;"
"olive bush-shrike","telophorus olivaceus","&nbsp;"
"black-fronted bush-shrike","telophorus nigrifrons","&nbsp;"
"grey-headed bush-shrike","malaconotus blanchoti","&nbsp;"
"white-crested helmet-shrike","prionops plumatus","&nbsp;"
"red-billed helmet-shrike","prionops retzii","&nbsp;"
"pale-winged starling","onychognathus nabouroup","&nbsp;"
"red-winged starling","onychognathus morio","&nbsp;"
"cape glossy starling","lamprotornis nitens","&nbsp;"
"greater blue-eared starling","lamprotornis chalybaeus","&nbsp;"
"burchell's starling","lamprotornis australis","&nbsp;"
"plum-coloured starling","cinnyricinclus leucogaster","&nbsp;"
"pied starling","spreo bicolor","&nbsp;"
"wattled starling","creatophora cinerea","&nbsp;"
"long tailed starling","&nbsp;","&nbsp;"
"common starling","sturnus vulgaris","&nbsp;"
"red-billed oxpecker","buphagus erythrorhynchus","&nbsp;"
"gurney's sugarbird","promerops gurneyi","&nbsp;"
"cape sugarbird","promerops cafer","&nbsp;"
"orange-breasted sunbird","anthobaphes violacea","&nbsp;"
"black sunbird","chalcomitra amethystina","&nbsp;"
"scarlet-chested sunbird","chalcomitra senegalensis","&nbsp;"
"malachite sunbird","nectarinia famosa","&nbsp;"
"collared sunbird","hedydipna collaris","&nbsp;"
"lesser double-collared sunbird","cinnyris chalybea","&nbsp;"
"greater double-collared sunbird","cinnyris afra","&nbsp;"
"white-bellied sunbird","cinnyris talatala","&nbsp;"
"dusky sunbird","cinnyris fusca","&nbsp;"
"marico sunbird","cinnyris mariquensis","&nbsp;"
"house sparrow","passer domesticus","&nbsp;"
"cape sparrow","passer melanurus","&nbsp;"
"southern grey-headed sparrow","passer griseus","&nbsp;"
"yellow-throated petronia","petronia superciliaris","&nbsp;"
"red-billed buffalo-weaver","bubalornis niger","&nbsp;"
"white-browed sparrow-weaver","plocepasser mahali","&nbsp;"
"village weaver","ploceus cucullatus","&nbsp;"
"southern masked-weaver","ploceus velatus","&nbsp;"
"lesser masked-weaver","ploceus intermedius","&nbsp;"
"red-headed weaver","anaplectes rubriceps","&nbsp;"
"cape weaver","ploceus capensis","&nbsp;"
"red-billed quelea","quelea quelea","&nbsp;"
"southern red bishop","euplectes orix","&nbsp;"
"long-tailed widowbird","euplectes progne","&nbsp;"
"red-shouldered widowbird","euplectes axillaris","&nbsp;"
"yellow-rumped bishop","euplectes capensis","&nbsp;"
"pin-tailed whydah","vidua macroura","&nbsp;"
"jameson's firefinch","lagonosticta rhodopareia","&nbsp;"
"red-billed firefinch","lagonosticta senegala","&nbsp;"
"swee waxbill","estrilda melanotis","&nbsp;"
"scaly-feathered finch","sporopipes squamifrons","&nbsp;"
"common waxbill","estrilda astrild","&nbsp;"
"blue waxbill","uraeginthus angolensis","&nbsp;"
"melba pytilia","pytilia melba","&nbsp;"
"african quailfinch","ortygospiza atricollis","&nbsp;"
"cape canary","serinus canicollis","&nbsp;"
"forest canary","serinus scotops","&nbsp;"
"yellow-eyed canary","serinus mozambicus","&nbsp;"
"yellow canary","serinus flaviventris","&nbsp;"
"bully canary","serinus sulphuratus","&nbsp;"
"white-throated canary","serinus albogularis","&nbsp;"
"streaky-headed seedeater","serinus gularis","&nbsp;"
"black-headed canary","alario alario","&nbsp;"
"cape siskin","pseudochloroptila totta","&nbsp;"
"lark-like bunting","emberiza impetuani","&nbsp;"
"cape bunting","emberiza capensis","&nbsp;"
"golden-breasted bunting","emberiza flaviventris","&nbsp;"
