"13","eileen","eileen o'connor","27","2005","res dvd"
"307","el gran acontecimiento (the big event)","guadalupe (spanish)","33","1987","vhs"
"354","el martir de un calvario","spanish language","60","1994","vhs"
"119","el martir de un calvario","zaragoza (spain)","30","1991","vhs"
"156","el verdadero camino","NULL","0","1191","res vhs"
"46","elizabeth","movie","124","1998","res vhs"
"361","embraced by the light","life after life (death)","120","1995","vhs"
"69","embracing the sacred","glencairn museum","30","2007","dvd"
"180","entertaining angels","movie","112","1996","res vhs"
"205","evangelizing youth: how to keep our kids catholic","marcus grodi","0","1994","vhs"
"643","extraordinarily well","sainthood process for members of legion of mary","110","2003","vhs"
"63","face off","movie","140","1997","res vhs"
"11","fantasia","animation","120","1940","res vhs"
"535","father gobbi in cincinnati","father gobbi; marian movement of priests","83","1994","vhs"
"144","fatima  (paul lawrence)","marian shrines","30","1950","vhs"
"212","fatima - ricardo montalbon","NULL","0","1985","res vhs"
"204","fatima ii","NULL","59","1984","res vhs"
"19","fatima our hope","fatima","60","1980","vhs"
"154","feminists for life","motherhood","28","1991","vhs"
"45","finding mary","based on the coronation of the blessed virgin mary","29","2007","dvd"
"259","five documentaries about mary","NULL","0","0","res vhs"
"130","five extraordinary days","world youth day","60","1993","vhs"
"193","florida center for peace: friends of jesus & mary","NULL","0","0","res vhs"
"238","foundations of american government","first amendment","25","1993","vhs"
"349","fourteen flowers of pardon","goretti maria saint","60","1995","vhs"
"109","fr avery dulles : caholic-lutheran dialogue","symposium","0","1992","res vhs"
"189","fr gerard mcginnity","apparitions","0","1991","res vhs"
"198","fr gerard mcginnity","apparitions","98","1991","res vhs"
"85","fr peyton rosarymother therese pope john paul ii","rosary","0","0","res vhs"
"47","fr. donald calloway and our lady of medjugorje","medjugorje","0","2008","dvd"
"46","fr. donald calloway and our lady of medjugorje","medjugorje","0","2008","dvd"
"646","fr. donald calloway's incredible testimony","priest's visit by our lady","85","2004","vhs"
"530","fr. gerard mcginnity and christina gallagher","apparitions; abortion","120","1992","vhs"
"536","fr. leroy smith at medjugorje","medjugorje","70","1994","vhs"
"191","fr. rene laurentin by stella & stephen chan","NULL","0","1989","res vhs"
"195","fr. rene laurentin: the apparitions","apparitions","0","1994","res vhs"
"228","fr. svetozar kraljevic","NULL","0","0","res vhs"
"160","fra angelico","weitere kunstvideos","45","0","res vhs"
"275","francis xavier and the samurai's lost treasure","children's stories","30","1993","vhs"
"275","francis xavier and the samurai's lost treasure","francis xavier st.","30","1993","vhs"
"210","francis: the knight of assisi","franciscans","30","1990","vhs"
"14","from  the manger to the cross","movie","71","1912","res vhs"
"63","from crakow to st. peter's chair","john paul ii the pope who made history (disc 1)","70","2006","dvd"
"434","garabandal","mother angelica live","50","1998","vhs"
"304","garabandal: the eyewitnesses","marian apparitions","60","1993","vhs"
"161","giotto","weitere kunstvideos","45","0","res vhs"
"9","global rosary","rosary (recitation)","60","1987","vhs"
"168","god father iii","marian library presentation","0","2000","res vhs"
"609","god speaks to the world","michael-spiritual values","60","1993","vhs"
"235","god's story: jesus the child","life of christ (early)","15","1981","vhs"
"57","god country notre dame","the story of father ted hesburgh csc","56","2004","dvd"
"454","going my way with bing crosby","fitzgerald barry","120","1944","vhs"
"313","golgotha","life of christ (later)","90","1935","vhs"
"84","gospel according to matthew","life of christ","142","1964","vhs"
"423","gothic cathedrals","national cathedral (washington dc)","50","1995","vhs"
"87","govan creche collection","creches","0","0","res vhs"
"236","grandma's ornament: a christmas story","christmas","14","1989","vhs"
"184","great things for god--legion of mary","youth activities","40","1990","vhs"
"475","greatest story ever told","von sydow max","180","1990","vhs"
"476","greatest story ever told -  two","von sydow max","180","1990","vhs"
"245","green scapular story","green scapular","24","1991","vhs"
"104","gregorian chant by schola cantorum daytoniensis","candlemas","0","1995","res vhs"
"62","guadalupe: una pelicula de santiago parra","guadalupe","96","0","dvd"
"136","gulliver's travels","gulliver's travels","80","1991","vhs"
"128","handel's messiah","music for christmas","113","1982","vhs"
"122","haut lieu de la bretagne mystique ste anne d'auray","NULL","30","1994","res vhs"
"681","heaven's key to peace","NULL","0","0","vhs"
"425","herod the great","josephus (historian)","50","1995","vhs"
"191","hildegard: a woman of vision","women in the church","52","1994","vhs"
"290","hill number one","life of christ (calvary)","58","1960","vhs"
"51","hill of redemption","japan (christianity)","120","1990","vhs"
"58","himala","movie - philippines","124","1982","dvd"
"239","hirten und konige : die schonsten krippen","art religious","0","0","res vhs"
"64","history of color in the silents vol i","NULL","60","0","res vhs"
"83","history of iconography","iconography (history)","60","1990","vhs"
"106","hold me - mystery mary by r donovan val zeiss","marian library","5","1992","res vhs"
"386","holy hill: nat'l shrine of mary","holy hill (wisconsin)","40","1995","vhs"
"459","holy lands and sacred places","paul's travels","117","1997","vhs"
"669","holy snakes of the virgin mary","documentary on snakes that travel to small church","47","0","vhs"
"628","holy spirit","messages from jesus on the holy spirit","75","1993","vhs"
"463","how great thou art: best loved insp. songs","songs","57","1993","vhs"
"163","hunchback of notre dame presentation","notre dame","0","2000","res vhs"
"644","i am joseph your brother","journey of jpii to israel and reconciliation","60","2001","vhs"
"194","i am the queen of peace","peace","40","1988","vhs"
"473","i am your jesus of mercy: events in scottsdaleaz","sullivan gianna","90","1994","vhs"
"533","i call you to conversion (tape 1)","apparitions (falmouth ky); rosary","60","1994","vhs"
"534","i call you to conversion (tape 2)","apparitions (falmouth ky); rosary","83","1994","vhs"
"92","icons: the eyes of god","iconography","23","1988","vhs"
"203","ignatius loyola: the soldier saint","society of jesus","60","1950","vhs"
"238","images de marie dans la tradition de l'eglis","art religious","47","1997","res vhs"
"202","images of god mary and the saints","religious art","50","1993","vhs"
"201","images of jesus","religious art","50","1993","vhs"
"260","in communion with mary and the saints","mary and holy spirit","30","1995","vhs"
"270","in search of angels","angels","45","1994","vhs"
"271","in the company of angels","angels","55","1995","vhs"
"206","inga mcneil's personal testimony","medjugorje","0","1993","res vhs"
"662","inside the vatican","national geographic documentary about the vatican","90","2001","vhs"
"151","inside view abortion industry","pro-life","55","1990","vhs"
"201","interview with father stefano gobbi","marian movement of priests","0","1999","res vhs"
"1","interviews: fr.carroll (sp)o.carm fr.laurentin","marian library","124","0","res dvd"
"29","into great silence (2 discs)","grande chartreuse","162","2005","dvd"
"7","intolerance (1916)","d. w. griffith","0","0","res vhs"
"464","israel: a land for everyone","israel","52","1996","vhs"
"44","issoudun: notre dame du sacre-coeur","notre dame","20","0","res vhs"
"233","iv festival juvenil de canto liturgico mariano","NULL","0","2001","res vhs"
"258","jason slanlon","NULL","3","0","res vhs"
"2","je vous salue marie","rosary","81","2004","res dvd"
"4","je vous salve marie","rosary","90","2004","res dvd"
"641","jesus","answers the question: who was jesus","83","1979","vhs"
"408","jesus","life of christ","83","1979","vhs"
"226","jesus - special jubilee edition","drama","97","2000","res vhs"
"268","jesus among the people","life of christ","57","1991","vhs"
"250","jesus and the fisherman","sri lanka","30","1977","vhs"
"356","jesus el nino dios","spanish language","100","1994","vhs"
"385","jesus living in mary","grignon de montfort st.","92","1997","vhs"
"585","jesus living in mary","the spirituality of st.louis marie de montfort","107","2001","vhs"
"308","jesus of nazareth","life of christ","85","1928","vhs"
"27","jesus of nazareth (1)","zeffirelli franco","120","1986","vhs"
"28","jesus of nazareth (2)","zeffirelli franco","120","1986","vhs"
"29","jesus of nazareth (3)","zeffirelli franco","120","1986","vhs"
"688","jesus part i","life and times of jesus of nazareth","88","0","vhs"
"689","jesus part ii","life and times of jesus of nazareth","87","0","vhs"
"659","jesus sets us captives free","delves into man's freedom through jesus christ","120","2000","vhs"
"56","jesus the redeemer","palestine","45","1987","vhs"
"53","jesus his life","life of jesus","100","1995","res vhs"
"269","jesus the final days","life of christ","55","1991","vhs"
"31","jesus the son of man (ballet)","life of jesus","0","1988","res vhs"
"241","jesus the story begins","life of christ (early)","61","1991","vhs"
"138","jewish/christian dialogue","yom kippur","120","1993","vhs"
"219","joan of arc","joan of arc st.","100","1992","vhs"
"218","john leary: speaking in denver co tape i","NULL","0","1996","res vhs"
"219","john leary: speaking in denver co tape ii","NULL","0","1996","res vhs"
"61","john of the cross","saint john of the cross","60","1997","dvd"
"401","joseph: the man closest to christ","joseph saint","60","1999","vhs"
"216","josyp terelya: the exiled leader of the ukrainian","NULL","0","1991","res vhs"
"221","josyp terelya: the exiled leader of the ukrainian","NULL","0","0","res vhs"
"542","journey of peace: events at medjugorje 1981-1987","medjugorje","60","1987","vhs"
"188","journey to healing with jesus","witnesses of christ","118","1994","vhs"
"369","key to the triumph: the final marian dogma","co-redemptrix mediatrix advocate","60","1998","vhs"
"509","kids for peace week","children and peace","10","1998","vhs"
"380","king david","david king (o.t.)","30","1995","vhs"
"83","king of kings","life of christ","171","1961","res vhs"
"82","king of kings","life of christ","171","1961","res vhs"
"467","king of kings: a musical celebration","music for christ's life","120","1999","vhs"
"123","l'annonce faite a marie","movie","91","1991","res vhs"
"119","l'evangile de st luc","le couple l'ange et l'enfant","0","1996","res vhs"
"120","l'evangile de st matthieu","le couple l'ange et l'enfan","0","1996","res vhs"
"125","la bible d'amiens","NULL","0","1995","res vhs"
"126","la bible en images","NULL","0","1994","res vhs"
"93","la biographie de saint charbei","saint charbei","0","0","res vhs"
"71","la dolce vita part 1","movie","178","1961","res vhs"
"72","la dolce vita part 2","movie","178","1961","res vhs"
"49","la estrella de belen","NULL","28","1991","res vhs"
"14","la mamita de chapi","santuarios marianos (peru)","40","0","dvd"
"8","la mamita de la puerta","santuarios marianos (peru)","42","0","dvd"
"133","la mission du christ","la colombe et le serpent","0","1993","res vhs"
"132","la naissance du christ","la colombe et le serpent","0","1993","res vhs"
"9","la passion de bernadette","bernadette","106","2004","res dvd"
"141","la passion de bernadette","bernadette","0","0","res vhs"
"134","la passion du christ","la colombe et le serpent","0","1993","res vhs"
"135","la resurrection du christ","la colombe et le serpent","0","1993","res vhs"
"235","la salette : un message pour notre temps","la salette","26","1992","NULL"
"142","la vie de sainte bernadette","bernadette","102","1993","res vhs"
"683","la virgen de cocharcas","marian shrines (peru)","26","0","vhs"
"13","la virgen de la evangelizacion","santuarios marianos (peru)","45","0","dvd"
"355","la virgen guadalupe","spanish language","90","1993","vhs"
"696","la virgen morena","la virgen de guadalupe","0","1995","vhs"
"230","la vraie vie en dieu : vassula au paris","NULL","0","1996","res vhs"
"190","la vraie vie en dieu: vassula a geneve","NULL","0","1996","res vhs"
"702","lady of light","NULL","60","0","vhs"
"43","land of our lady","guadalupe","30","1988","vhs"
"399","landmarks of faith: catholic maryland","seton elizabeth ann","46","1998","vhs"
"398","landmarks of faith: the california missions","serra junipero","46","1998","vhs"
"695","le bienheureux guillaume-joseph chaminade su vie e","joseph chaminade","90","1993","vhs"
"145","le message de la cathedrale de chartres","NULL","50","0","res vhs"
"146","le message de la vitraux de chartres","NULL","55","0","res vhs"
"140","le monde d'autun","NULL","0","0","res vhs"
"128","le pape en france","john paul ii","80","1996","res vhs"
"136","le pape en france","john paul ii","52","1996","res vhs"
"143","learn to discern","spiritual values","100","1992","vhs"
"157","learn to share jesus","puppet story","40","1988","vhs"
"26","les miserables","movie","104","1935","res vhs"
"215","les miserables","revenge","123","1978","vhs"
"149","let there be peace","prayer groups","30","1992","vhs"
"114","let's talk: teens and chastity","teenagers","60","1988","vhs"
"186","library exhibit panel","NULL","0","2001","res vhs"
"372","life after jesus: in the footsteps of jesus","acts of the apostles","60","1997","vhs"
"373","life after jesus: the spread of faith","acts of the apostles","60","1997","vhs"
"374","life after jesus: the triumph of christianity","acts of the apostles","60","1997","vhs"
"89","life after life","life after death","57","1992","vhs"
"234","life of christ","life of christ","39","1979","vhs"
"162","life of christ (glorious)","rosary (drama)","100","1957","vhs"
"160","life of christ (joyful)","rosary (drama)","100","1957","vhs"
"337","life of jesus christ","life of christ","94","1984","vhs"
"466","life of jesus christ: the birth of christ","life of christ","53","1991","vhs"
"405","life of jesus the revolutionart (vol i)","life of christ i","48","1995","vhs"
"406","life of jesus the revolutionary (vol ll)","life of christ ii","53","1996","vhs"
"55","life of john paul ii","vatican city","90","1987","vhs"
"547","life under the influence of the holy spirit","holy spirit","60","1996","vhs"
"21","lippi: la renaissance a prato (dvd 2)","lippi art","11","2009","res dvd"
"21","lippi: la renaissance a prato (dvd1)","lippi art","119","2009","res dvd"
"118","lisieux:therese la plus grande sainte des temps","therese martin","23","1994","res vhs"
"256","little miracles","our lady of the snows","24","1990","vhs"
"474","living presence:eucharistic miracles in america","miracles in u.s. (holy eucharist)","60","1996","vhs"
"54","living rosary","rosary","20","1954","res vhs"
"538","living the divine will","will of god","60","1996","vhs"
"223","lourdes - chemin d'esperance","lourdes","0","1991","res vhs"
"234","lourdes : de bernadette aux pelerinages de l'espe","lourdes","52","1992","res vhs"
"39","lourdes: journey of faith","lourdes","28","1985","vhs"
"338","lourdes: pilgrimage and healing","lourdes","40","1991","vhs"
"320","love letter to mary","fatima pilgrim statue","30","1993","vhs"
"108","love lights lubbock ii: feast of the assumption","feast of the assumpition","0","1988","res vhs"
"228","love's call to freedom","marian apparitions","44","1988","vhs"
"147","love's greatest choice","sexual control","30","1990","vhs"
"34","luke ii","the chruch of jesus christ of latter-day saints","5","0","res vhs"
"244","madonna and child","NULL","30","0","res vhs"
"116","madonna and child","symbols in the church","50","1992","vhs"
"677","madonna house","story of canadian missionaries who live in poverty","47","2002","vhs"
"12","madonna of medjugorje","medjugorje","57","1987","vhs"
"9","madonna: take a bow","NULL","5","1997","res vhs"
"38","magic hunter","movie","106","1996","res vhs"
"257","making the immaculate heart of mary statue","trinity heights","18","1993","vhs"
"138","manessier une lecon des tenebres","alfre manessier","0","1993","res vhs"
"647","many faces in god's house","christ has created multi-cultural experience","17","2002","vhs"
"287","many though one","rites catholic","28","1992","vhs"
"7","maria auxiliadora la virgen de los tiempos dificil","santuarios marianos (peru)","40","0","dvd"
"183","maria figlia di suo figlio","NULL","0","0","res vhs"
"16","maria full of grace","hbo films","101","2004","dvd"
"353","maria nuestra amiga","spanish language","15","1990","vhs"
"316","maria nuestra madre","spanish film","6","1989","vhs"
"357","maria virgen de los treinta y tres","uruguay (shrines)","60","1990","vhs"
"121","marian apparitions","fatima (3rd secret)","120","1991","vhs"
"123","marian apparitions","lipa-1 (philippines)","120","1991","vhs"
"124","marian apparitions","lipa-2 (pros & cons)","120","1991","vhs"
"120","marian apparitions","lourdes","120","1991","vhs"
"122","marian apparitions","pontmain (france)","30","1991","vhs"
"59","marian apparitions of 20th cent.","marian apparitions","64","1991","vhs"
"93","marian apparitions of 20th cent.","marian apparitions","64","1991","vhs"
"151","marian library off-line edit","marian library","0","0","res vhs"
"396","marian movement of priests - - fr. s. gobbi","retreat (priest)","60","1997","vhs"
"165","marian theology (1)","humanity of christ","100","1990","vhs"
"166","marian theology (2)","motherhood of mary","100","1990","vhs"
"167","marian theology (3)","women and mary","100","1990","vhs"
"232","mariapocs","mariapocs","0","1987","res vhs"
"5","marie","life of mary","104","2005","res dvd"
"121","marie mere du christ","NULL","30","1993","res vhs"
"28","marie: spectacle de daniel facerias","life of mary","60","0","res vhs"
"229","marien - verehring in marpingen","marpingen","0","0","res vhs"
"162","marpingen","NULL","50","0","res vhs"
"159","martin the cobbler","children's stories","27","1977","vhs"
"680","mary","a view of mary as a model for modern woman","29","1988","vhs"
"225","mary","mariology (contemporary)","29","1990","vhs"
"421","mary (mary mackillop 1842-1909)","mackillop mary (blessed)","90","1996","vhs"
"240","mary : woman of faith","NULL","17","1989","res vhs"
"5","mary and ecumenism","ecumenism","60","1987","vhs"
"224","mary and joseph","life of christ (early)","25","1993","vhs"
"127","mary and joseph: story of faith","virginity of mary (n.t.)","146","1993","vhs"
"432","mary and the eucharist","staples timothy","50","1998","vhs"
"506","mary and the rosary: a devotion for all christians","mary and the rosary","60","1993","vhs"
"100","mary ann de trana dr j robert wright","symposium","0","1992","res vhs"
"111","mary as model of the church","NULL","0","0","res vhs"
"352","mary draws us to the eucharist","naju korea","60","1995","vhs"
"524","mary draws us to the eucharist #2","holy eucharist (miracles)","72","1998","vhs"
"258","mary had a baby amen","children's stories","15","1995","vhs"
"340","mary had a little lamb","puppet story","28","1992","vhs"
"101","mary in cath-luth dialog moderator - dr cotrell","symposium","0","1992","res vhs"
"148","mary in drama imri","marian library","0","0","res vhs"
"147","mary in drama imri","marian library","0","0","res vhs"
"179","mary in eastern christian art","icons","55","1990","vhs"
"181","mary in music and hymnography","eastern christian music","67","1990","vhs"
"180","mary in poetry of st. epraim","marian imagery","50","1990","vhs"
"96","mary in the relationship to the biblical community","mary in the mission of chruch","0","0","res vhs"
"88","mary in the relationship to the family","mary in the mission of chruch","0","0","res vhs"
"115","mary in the relationship to the world community","mary in the mission of chruch","0","0","res vhs"
"42","mary of nazareth","life of mary","50","1996","res vhs"
"360","mary of nazareth","mary and joseph","115","1996","vhs"
"213","mary of nazareth","mary in n.t.","57","1988","vhs"
"153","mary of nazareth from icon to woman","life of mary","45","2000","res vhs"
"153","mary of nazareth from icon to woman (vhs ii)","life of mary","45","2000","res vhs"
"376","mary the second eve","protestants and mary","68","1990","vhs"
"116","mary witness to christian unity","mary in the mission of chruch","0","0","res vhs"
"114","mary witness to prayer","mary in the mission of chruch","0","0","res vhs"
"86","mary's block rosary","rosary","0","0","res vhs"
"168","mary's call from naju korea","weeping statues","58","1992","vhs"
"420","mary's house - all are invited","mary's house (ephesus)","77","1998","vhs"
"203","mary's messages and witnesses given in clearwater","NULL","0","1997","res vhs"
"243","mary's miraculous medal","miraculous medal","29","1990","vhs"
"605","mary's path to peace","consecration to mary","60","1993","vhs"
