"11","49","white-faced shearwater","calonectris leucomelas","streaked shearwater","calonectris leucomelas","933"
"11","50","cory's shearwater","calonectris diomedea","cory's shearwater","calonectris diomedea","34"
"11","52","pale-footed shearwater","puffinus carneipes","flesh-footed shearwater","puffinus carneipes","36"
"11","53","greater shearwater","puffinus gravis","great shearwater","puffinus gravis","35"
"11","54","wedge-tailed shearwater","puffinus pacificus","wedge-tailed shearwater","puffinus pacificus","41"
"11","56","sooty shearwater","puffinus griseus","sooty shearwater","puffinus griseus","37"
"11","60","manx shearwater","puffinus puffinus","manx shearwater","puffinus puffinus","38"
"11","60","manx shearwater","puffinus puffinus (yelkouan)","yelkouan shearwater","puffinis yelkouan","934"
"11","65","little shearwater","puffinus assimilis","little shearwater","puffinus assimilis","39"
"11","66","audubon's shearwater","puffinus lherminieri","audubon's shearwater","puffinus lherminieri","40"
"11","67","not recorded","not recorded","mascarene shearwater","puffinis atrodorsallis","935"
"12","1","wilson's petrel","oceanites oceanicus","wilson's storm petrel","oceanites oceanicus","44"
"12","4","white-faced storm petrel","pelagodroma marina","white-faced storm petrel","pelagodroma marina","937"
"12","5","white-bellied storm petrel","fregatta grallaria","white-bellied storm petrel","fregatta grallaria","45"
"12","6","black-bellied storm petrel","fregatta tropica","black-bellied storm petrel","fregatta tropica","46"
"12","8","british storm petrel","hydrobates pelagicus","european storm petrel","hydrobates pelagicus","42"
"12","12","leach's storm petrel","oceanodroma leucorhoa","leach's storm petrel","oceanodroma leucorhoa","43"
"12","14","matsudiara's storm petrel","oceanodroma matsudairae","matsudiara's storm petrel","oceanodroma matsudairae","918"
"14","1","red-billed tropic bird","phaethon aethereus","red-billed tropic bird","phaethon aethereus","910"
"14","2","red-tailed tropic bird","phaethon rubricauda","red-tailed tropic bird","phaethon rubricauda","47"
"14","3","white-tailed tropic bird","phaethon lepturus","white-tailed tropic bird","phaethon lepturus","48"
"15","1","eastern white pelican","pelecanus onocrotalus","white pelican","pelecanus onocrotalus","49"
"15","3","pink-backed pelican","pelecanus rufescens","pink-backed pelican","pelecanus rufescens","50"
"16","2","cape gannet","morus capensis","cape gannet","morus capensis","53"
"16","3","australian gannet","morus serrator","australian gannet","morus serrator","54"
"16","7","blue-faced booby","sula dactylatra","masked booby","sula dactylatra","51"
"16","8","red-footed booby","sula sula","red-footed booby","sula sula","921"
"16","9","brown booby","sula leucogaster","brown booby","sula leucogaster","52"
"17","5","white-breasted cormorant","phalacrocorax lucidus","white-breasted cormorant","phalacrocorax carbo","55"
"17","7","cape cormorant","phalacrocorax capensis","cape cormorant","phalacrocorax capensis","56"
"17","9","bank cormorant","phalacrocorax neglectus","bank cormorant","phalacrocorax neglectus","57"
"17","29","reed cormorant","halietor africanus (coronatus)","crowned cormorant","phalacrocorax coronatus","59"
"17","29","reed cormorant","halietor africanus","reed cormorant","phalacrocorax africanus","58"
"18","1","african darter","anhinga rufa","darter","anhinga melanogaster","60"
"19","4","great frigate bird","fregata minor","greater frigatebird","fregata minor","61"
"19","5","lesser frigatebird","fregata ariel","lesser frigatebird","fregata ariel","922"
"20","1","eurasian bittern","botaurus stellaris","bittern","botaurus stellaris","80"
"20","6","little bittern","ixobrychus minutus","little bittern","ixobrychus minutus","78"
"20","11","dwarf bittern","ixobrychus sturmii","dwarf bittern","ixobrychus sturmii","79"
"20","22","white-backed night heron","gorsachius leuconotus","white-backed night heron","gorsachius leuconotus","77"
"20","23","black-crowned night heron","nycticorax nycticorax","black-crowned night heron","nycticorax nycticorax","76"
"20","28","squacco heron","ardeola ralloides","squacco heron","ardeola ralloides","72"
"20","29","madagascar squacco heron","ardeola idea","madagascar squacco heron","ardeola idae","73"
"20","33","rufous-bellied heron","ardeola rufiventris","rufous-bellied heron","butorides rufiventris","75"
"20","34","cattle egret","bubulcus ibis","cattle egret","bubulcus ibis","71"
"20","36","green heron","butorides striatus","green-backed heron","butorides striatus","74"
"20","38","black heron","egretta ardesiaca","black egret","egretta ardesiaca","69"
"20","39","red-throated heron","egretta vinaceigula","slaty egret","egretta vinaceigula","70"
"20","40","little blue heron","egretta caerulea","little blue heron","egretta caerulea","938"
"20","47","little egret","egretta garzetta","little egret","egretta garzetta","67"
"20","48","intermediate egret","egretta intermedia","yellow-billed egret","egretta intermedia","68"
"20","49","great egret","egretta alba","great white egret","egretta alba","66"
"20","50","purple heron","ardea purpurea","purple heron","ardea purpura","65"
"20","53","grey heron","ardea cinerea","grey heron","ardea cinerea","62"
"20","56","black-headed heron","ardea melanocephala","black-headed heron","ardea melanocephala","63"
"20","58","goliath heron","ardea goliath","goliath heron","ardea goliath","64"
"21","1","whale-headed stork","balaeniceps rex","shoebill","balaeniceps rex","82"
"22","1","hamerkop","scopus umbretta","hamerkop","scopus umbretta","81"
"23","3","yellow-billed stork","mycteria ibis","yellow-billed stork","mycteria ibis","90"
"23","6","african open-bill stork","anastomus lamelligerus","open-billed stork","anastomus lamelligerus","87"
"23","7","black stork","ciconia nigra","black stork","ciconia nigra","84"
"23","8","abdim's stork","ciconia abdimii","abdim's stork","ciconia abdimii","85"
"23","9","woolly-necked stork","ciconia episcopus","woolly-necked stork","ciconia episcopus","86"
"23","11","white stork","ciconia ciconia","white stork","ciconia ciconia","83"
"23","13","saddle bill stork","ephippiorhynchus senegalensis","saddle-billed stork","ephippiorhynchus senegalensis","88"
"23","17","marabou stork","leptoptilos crumeniferus","marabou stork","leptoptilos crumeniferus","89"
"24","1","sacred ibis","threskiornis aethiopicus","sacred ibis","threskiornis aethiopicus","91"
"24","9","bald ibis","geronticus calvus","bald ibis","geronticus calvus","92"
"24","13","hadeda ibis","hagedashia hagedash","hadeda ibis","bostrychia hagedash","94"
"24","24","glossy ibis","plegadis falcinellus","glossy ibis","plegadis falcinellus","93"
"24","30","african spoonbill","platalea alba","african spoonbill","platalea alba","95"
"25","1","greater flamingo","phoenicopterus ruber","greater flamingo","phoenicopterus ruber","96"
"25","3","lesser flamingo","phoeniconaias minor","lesser flamingo","phoenicopterus minor","97"
"27","4","fulvous whistling duck","dendrocygna bicolor","fulvous duck","dendrocygna bicolor","100"
"27","7","white-faced whistling duck","dendrocygna viduata","white-faced duck","dendrocygna viduata","99"
"27","10","mute swan","cygnus olor","mute swan","cygnus olor","98"
"27","39","egyptian goose","alopochen aegyptiacus","egyptian goose","alopochen aegyptiacus","102"
"27","41","south african shelduck","tadorna cana","south african shelduck","tadorna cana","103"
"27","49","spur-winged goose","plectropterus gambensis","spur-winged goose","plectropterus gambensis","116"
"27","52","comb duck","sarkidiornis melanotos","knob-billed duck","sarkidiornis melanotos","115"
"27","56","african pygmy goose","nettapus auritus","pygmy goose","nettapus auritus","114"
"27","65","african black duck","anas sparsa","african black duck","anas sparsa","105"
"27","74","cape teal","anas capensis","cape teal","anas capensis","106"
"27","79","mallard","anas platyrhynchos","mallard","anas platyrhynchos","923"
"27","82","african yellow-bill","anas undulata","yellow-billed duck","anas undulata","104"
"27","87","pintail","anas acuta","pintail","anas acuta","109"
"27","90","red-billed pintail","anas erythrorhyncha","red-billed teal","anas erythrorhyncha","108"
"27","92","hottentot teal","anas punctata","hottentot teal","anas hottentota","107"
"27","93","garganey","anas querquedula","garganey","anas querquedula","110"
"27","97","cape shoveller","anas smithii","cape shoveller","anas smithii","112"
"27","99","common shoveller","anas clypeata","european shoveller","anas clypeata","111"
"27","104","southern pochard","netta erythropthalma","southern pochard","netta erythropthalma","113"
"27","140","maccoa duck","oxyura maccoa","maccoa duck","oxyura maccoa","117"
"27","144","white-backed duck","thalassornis leuconotus","white-backed duck","thalassornis leuconotus","101"
"29","1","osprey","pandion haliaetus","osprey","pandion haliaetus","170"
"30","1","african cuckoo hawk","avecida cuculoides","cuckoo hawk","avecida cuculoides","128"
"30","10","honey buzzard","pernis apivorus","honey buzzard","pernis apivorus","130"
"30","14","bat hawk","machaeramphus alcinus","bat hawk","machaeramphus alcinus","129"
"30","17","black-shouldered kite","elanus caeruleus","black-shouldered kite","elanus caeruleus","127"
"30","29","black kite","milvus migrans (parasitus)","yellow-billed kite","milvus parasitus","940"
"30","29","black kite","milvus migrans","black kite","milvus migrans","126"
"30","35","african fish eagle","haliaeetus vocifer","african fish eagle","haliaeetus vocifer","148"
"30","43","palm-nut vulture","gypohierax angolensis","palmnut vulture","gypohierax angolensis","147"
"30","44","egyptian vulture","neophron percnopterus","egyptian vulture","neophron percnopterus","120"
"30","45","lammergeier","gypaetus barbatus","lammergeier","gypaetus barbatus","119"
"30","46","hooded vulture","necrosyrtes monachus","hooded vulture","necrosyrtes monachus","121"
"30","48","african white-backed vulture","gyps africanus","white-backed vulture","gyps africanus","123"
"30","50","ruppel's griffon","gyps rueppellii","ruppel's vulture","gyps rupelli","939"
"30","53","cape vulture","gyps coprotheres","cape vulture","gyps copcotheres","122"
"30","54","lappet-faced vulture","aegypius tracheliotus","lappet-faced vulture","torgos tracheliotus","124"
"30","56","white-headed vulture","aegypius occipitalis","white-headed vulture","trigonoceps occipitalis","125"
"30","58","short-toed eagle +","circaetus gallicus","black-breasted snake eagle","circaetus gallicus","143"
"30","59","brown harrier eagle","circaetus cinereus","brown snake eagle","circaetus cinereus","142"
"30","60","southern banded snake eagle","circaetus fasciolatus","southern banded snake eagle","circaetus fasciolatus","144"
"30","61","smaller banded snake eagle","circaetus cinerascens","western banded snake eagle","circaetus cinerascens","145"
"30","62","bateleur","terathopius ecaudatus","bateleur","terathopius ecaudatus","146"
"30","70","african harrier hawk","polyboroides typus","gymnogene","polyboroides typus","169"
"30","74","marsh harrier","circus aeruginosus","european marsh harrier","circus aeruginosus","164"
"30","75","african marsh harrier","circus ranivorus","african marsh harrier","circus ranivorus","165"
"30","76","black harrier","black harrier","black harrier","circus maurus","168"
"30","79","pallid harrier","circus macrourus","pallid harrier","circus macrourus","167"
"30","80","montagu's harrier","circus pygargus","montagu's harrier","circus pygargus","166"
"30","83","dark chanting goshawk","melierax metabates","dark chanting goshawk","melierax metabates","163"
"30","84","pale chanting goshawk","melierax canorus","pale chanting goshawk","melierax canorus","162"
"30","85","gabar goshawk","melierax gabar","gabar goshawk","micronisus gabar","161"
"30","90","great sparrow hawk","accipiter melanoleucus","black sparrowhawk","accipiter melanoleucus","158"
"30","93","ovambo sparrow hawk","accipiter ovambopensis","ovambo sparrowhawk","accipiter ovambopensis","156"
"30","103","rufous-breasted sparrow hawk","accipiter rufiventris","red-breasted sparrowhawk","accipiter rufiventris","155"
"30","106","african little sparrow hawk","accipiter minullus","little sparrowhawk","accipiter minullus","157"
"30","108","african goshawk","accipiter tachiro","african goshawk","accipiter tachiro","160"
"30","126","shikra","accipiter badius","little banded goshawk","accipiter badius","159"
"30","140","lizard buzzard","kaupifalco monogrammicus","lizard buzzard","kaupifalco monogrammicus","154"
"30","176","common buzzard","buteo buteo","steppe buzzard","buteo buteo","149"
"30","177","african mountain buzzard","buteo oreophilus","forest buzzard","buteo tachardus","150"
"30","180","long-legged buzzard","buteo rufinus","long-legged buzzard","buteo rufinus","151"
"30","184","augur buzzard","buteo rufofuscus","jackal buzzard","buteo rufofuscus","152"
"30","184","augur buzzard","buteo rufofuscus (augur)","augur buzzard","buteo augur","153"
"30","190","lesser spotted eagle","aquila pomarina","lesser spotted eagle","aquila pomarina","134"
"30","192","tawny eagle","aquila rapax (nipalensis)","steppe eagle","aquila nipalensis","133"
"30","192","tawny eagle","aquila rapax","tawny eagle","aquila rapax","132"
"30","194","wahlbergs eagle","aquila wahlbergi","wahlbergs eagle","aquila wahlbergi","135"
"30","198","verreaux's eagle","aquila verreauxii","black eagle","aquila verreauxii","131"
"30","199","bonelli's eagle","hieraaetus fasciatus","african hawk eagle","hieraaetus spilogaster","137"
"30","200","booted eagle","hieraaetus pennatus","booted eagle","hieraaetus pennatus","136"
"30","202","ayre's hawk eagle","hieraaetus dubius","ayre's eagle","hieraaetus ayresii","138"
"30","205","long-crested eagle","lophaetus occipitalis","long-crested eagle","lophaetus occipitalis","139"
"30","216","crowned eagle","stephanoaetus coronatus","crowned eagle","stephanoaetus coronatus","141"
"30","218","martial eagle","polemaetus bellicosus","martial eagle","polemaetus bellicosus","140"
"31","1","secretary bird","sagittarius serpentarius","secretary bird","sagittarius serpentarius","118"
"32","17","african pygmy falcon","polihierax semitoquatus","pygmy falcon","polihierax semitoquatus","186"
"32","24","lesser kestrel","falco naumanni","lesser kestrel","falco naumanni","183"
"32","25","greater kestrel","falco rupicoloides","greater kestrel","falco rupicoloides","182"
"32","28","common kestrel","falco tinnunculus","rock kestrel","falco tinnunculus","181"
"32","34","grey kestrel","falco ardosiaceus","grey kestrel","falco ardosiaceus","184"
"32","35","dickinson's kestrel","falco dickinsoni","dickinson's kestrel","falco dickinsoni","185"
"32","37","red-footed falcon","falco vespertinus","western red-footed falcon","falco vespertinus","179"
"32","37","red-footed falcon","falco amurensis","eastern red-footed falcon","falco amurensis","180"
"32","38","red-headed falcon","falco chicquera","red-necked falcon","falco chicquera","178"
"32","42","european hobby","falco subbuteo","hobby falcon","falco subbuteo","173"
"32","43","african hobby","falco cuvierii","african hobby falcon","falco cuvierii","174"
"32","46","eleonora's falcon","falco eleonorae","eleonora's falcon","falco eleonorae","177"
"32","47","sooty falcon","falco concolor","sooty falcon","falco concolor","175"
"32","52","lanner falcon","falco biarmicus","lanner falcon","falco biarmicus","172"
"32","58","taita falcon","falco fasciinucha","taita falcon","falco fasciinucha","176"
"32","60","peregrine falcon","falco peregrinus","peregrine falcon","falco peregrinus","171"
"35","62","chukar partridge","alectoris chukar","chukar partridge","alectoris chukar","187"
"35","72","bare-throated francolin","francolinus afer","red-necked francolin","francolinus afer","198"
"35","73","swainson's francolin","francolinus swainsonii","swainson's francolin","francolinus swainsonii","199"
"35","90","natal francolin","francolinus natalensis","natal francolin","francolinus natalensis","196"
"35","91","hartlaub's francolin","francolinus hartlaubi","hartlaub's francolin","francolinus hartlaubi","197"
"35","93","red-billed francolin","francolinus adspersus","red-billed francolin","francolinus adspersus","194"
"35","94","cape francolin","francolinus capensis","cape francolin","francolinus capensis","195"
"35","95","crested francolin","francolinus sephaena","crested francolin","francolinus sephaena","189"
"35","98","shelley's francolin","francolinus shelleyi","shelley's francolin","francolinus shelleyi","191"
"35","99","grey-wing francolin","francolinus africanus","grey-wing francolin","francolinus africanus","190"
"35","100","archers's greywing francolin","francolinus levaillantoides","orange river francolin","francolinus levaillantoides","193"
"35","101","red-wing francolin","francolinus levaillantii","red-wing francolin","francolinus levaillantii","192"
"35","103","coqui francolin","francolinus coqui","coqui francolin","francolinus coqui","188"
"35","116","common quail","coturnix coturnix","common quail","coturnix coturnix","200"
"35","119","harlequin quail","coturnix delegorguei","harlequin quail","coturnix delegorguei","201"
"35","122","blue quail","excalfactoria adansonii","blue quail","coturnix adansonii","202"
"35","202","common peafowl","pavo cristatus","common peafowl","pavo cristatus","924"
"35","207","helmet guineafowl","numida meleagris","helmeted guineafowl","numida meleagris","203"
"35","209","crested guineafowl","guttera edouardia","crested guineafowl","guttera pucherani","204"
"38","1","little button quail","turnix sylvatica","kurrichane buttonquail","turnix sylvatica","205"
"38","4","hottentot button quail","turnix hottentotta","black-rumped buttonquail","turnix hottentotta","206"
"40","11","wattled crane","bugeranus carunculatus","wattled crane","grus carunculata","207"
"40","13","stanley crane","anthropoides paradisea","blue crane","anthropoides paradisea","208"
"40","15","south african crowned crane","balearica regulorum","southern crowned crane","balearica regulorum","209"
"43","30","kaffir rail","rallus caerulescens","african rail","rallus caerulescens","210"
"43","51","red-chested crake","coturnicops rufa","red-chested flufftail","sarothrura rufa","217"
"43","53","chestnut-headed crake","coturnicops lugens","long-toed flufftail","sarothrura lugens","220"
"43","54","streaky-breasted crake","coturnicops boehmi","streaky-breasted flufftail","sarothrura boehmi","219"
"43","55","buff-spotted crake","coturnicops elegans","buff-spotted flufftail","sarothrura elegans","218"
"43","56","chestnut-tailed crake","coturnicops affinis","striped flufftail","sarothrura affinis","221"
"43","59","white-winged crake","coturnicops ayresi","white-winged flufftail","sarothrura ayresi","222"
"43","74","corncrake","crex crex","corncrake","crex crex","211"
"43","75","african crake","porzana egregia","african crake","crex egregia","212"
"43","76","black crake","porzana flavirostra","black crake","amaurornis flavirostris","213"
"43","82","striped crake","porzana marginalis","striped crake","aenigmatolimnas marginalis","216"
"43","88","baillon's crake","porzana pusilla","baillon's crake","porzana pusilla","215"
"43","90","spotted crake","porzana porzana","spotted crake","porzana porzana","214"
"43","106","moorhen","gallinula chloropus","moorhen","gallinula chloropus","226"
"43","108","lesser moorhen","gallinula angulata","lesser moorhen","gallinula angulata","227"
"43","110","allen's gallinule","gallenula alleni","lesser gallinule","porphyrio alleni","224"
"43","111","purple gallinule","gallenula martinica","american purple gallinule","porphyrula martinica","225"
"43","112","purple swamphen","porphyrio porphyrio","purple gallinule","porphyrio porphyrio","223"
"43","122","red-knobbed coot","fulica cristata","red-knobbed coot","fulica cristata","228"
"44","1","peter's finfoot","podica senegalensis","african finfoot","podica senegalensis","229"
"48","3","barrow's bustard","neotis cafra (denhami)","stanley's bustard","neotis denhami","231"
"48","4","gallinula angulata","neotis ludwigii","ludwig's bustard","neotis ludwigii","232"
"48","9","kori bustard","choriotis kori","kori bustard","ardeotis kori","230"
"48","14","crested bustard","lophotis ruficrista","red-crested korhaan","eupodotis ruficrista","237"
"48","15","little black bustard","afrotis afra (afraoides)","northern black korhaan","eupodotis afraoides","941"
"48","15","little black bustard","afrotis afra (afra)","black korhaan","eupodotis afra","239"
"48","16","black-throated bustard","eupodotis vigorsii","karoo korhaan","eupodotis vigorsii","235"
"48","17","ruppell's bustard","eupodotis rueppellii","ruppell's korhaan","eupodotis rueppellii","236"
"48","19","white-bellied bustard","eupodotis senegalensis","white-bellied korhaan","eupodotis cafra","233"
"48","20","blue bustard","eupodotis caerulescens","blue korhaan","eupodotis caerulescens","234"
"48","21","black-bellied bustard","lissotis melanogaster","black-bellied korhaan","eupodotis melanogaster","238"
"49","1","smaller jacana","microparra capensis","lesser jacana","microparra capensis","241"
"49","2","african jacana","actophilornis africana","african jacana","actophilornis africanus","240"
"50","1","painted snipe","rostratula benghalensis","painted snipe","rostratula benghalensis","242"
"51","1","crab plover","dromas ardeola","crab plover","dromas ardeola","296"
"52","1","oystercatcher","haematopus ostralegus","european oystercatcher","haematopus ostralegus","243"
"52","3","african black oystercatcher","haematopus moquini","african black oystercatcher","haematopus moquini","244"
"54","1","black-winged stilt","himantopus himantopus","black-winged stilt","himantopus himantopus","295"
"54","10","avocet","recurvirostra avosetta","avocet","recurvirostra avosetta","294"
"55","3","water dikkop","burhinus vermiculatus","water dikkop","burhinus vermiculatus","298"
"55","4","cape dikkop","burhinus capensis","spotted dikkop","burhinus capensis","297"
"56","2","cream-coloured courser","cursorius cursor (rufus)","burchell's courser","cursorius rufus","299"
"56","4","temminck's courser","cursorius temminckii","temminck's courser","cursorius temminckii","300"
"56","5","two-banded courser","rhinoptilus africanus","double-banded courser","rhinoptilus africanus","301"
"56","6","heuglin's courser","rhinoptilus cinctus","three-banded courser","rhinoptilus cinctus","302"
"56","7","bronze-winged course","rhinoptilus chalcopterus","bronze-winged courser","rhinoptilus chalcopterus","303"
"56","10","pratincole","glareola pratincola","red-winged pratincole","glareola pratincola","304"
"56","12","black-winged pratincole","glareola nordmanni","black-winged pratincole","glareola nordmanni","305"
"56","14","white-collared pratincole","glareola nuchalis","rock pratincole","glareola nuchalis","306"
"57","2","long-toed lapwing","glareola nuchalis","long-toed plover","vanellus crassirostris","261"
"57","3","spur-winged plover","vanellus spinosus","spur-winged plover","vanellus spinosus","920"
"57","7","white-crowned wattled lapwing","vanellus albiceps","white-crowned plover","vanellus albiceps","259"
"57","8","senegal plover","vanellus lugubris","lesser black-winged plover","vanellus lugubris","256"
"57","9","black-winged plover","vanellus melanopterus","black-winged plover","vanellus melanopterus","257"
"57","10","crowned plover","vanellus coronatus","crowned plover","vanellus coronatuus","255"
"57","11","senegal wattled plover","vanellus senegallus","wattled plover","vanellus senegallus","260"
"57","24","blacksmith plover","anitibyx armatus","blacksmith plover","vanellus armatus","258"
"57","26","american golden plover","pluvialis dominica","american golden plover","pluvialis dominica","942"
"57","26","pacific golden plover","pluvialis dominica (fulva)","pacific golden plover","pluvialis fulva","253"
"57","27","grey plover","pluvialis squatarola","grey plover","pluvialis squatarola","254"
"57","29","ringed plover","charadrius hiaticula","ringed plover","charadrius hiaticula","245"
"57","37","kittlitz's sand plover","charadrius pecuarius","kittlitz's plover","charadrius pecuarius","248"
"57","39","three-banded plover","charadrius tricollaris","three-banded plover","charadrius tricollaris","249"
"57","40","kentish plover","charadrius alexandrinus","kentish plover","charadrius alexandrinus","908"
"57","41","white-fronted sand plover","charadrius marginatus","white-fronted plover","charadrius marginatus","246"
"57","45","chestnut-banded sand plover","charadrius venustus (pallidus)","chestnut-banded plover","charadrius pallidus","247"
"57","49","mongolian plover","charadrius mongolus","mongolian plover","charadrius mongolus","250"
"57","50","great sand plover","charadrius leschenaultii","sand plover","charadrius leschenaultii","251"
"57","51","caspian plover","charadrius asiaticus","caspian plover","charadrius asiaticus","252"
"58","1","black-tailed godwit","limosa limosa","black-tailed godwit","limosa limosa","287"
"58","2","hudsonian godwit","limosa haemastica","hudsonian godwit","limosa haemastica","914"
"58","3","bar-tailed godwit","limosa lapponica","bar-tailed godwit","limosa lapponica","288"
"58","7","whimbrel","numenius phaeopus","whimbrel","numenius phaeopus","290"
"58","10","curlew","numenius arquata","curlew","numenius arquata","289"
"58","14","spotted redshank","tringa erythropus","spotted redshank","tringa erythropus","267"
"58","15","redshank","tringa totanus","redshank","tringa totanus","268"
"58","16","marsh sandpiper","tringa stagnatilis","marsh sandpiper","tringa stagnatilis","269"
"58","17","greenshank","tringa nebularia","greenshank","tringa nebularia","270"
"58","19","greater yellowlegs","tringa melanoleuca","greater yellowlegs","tringa melanoleuca","906"
"58","20","lesser yellowlegs","tringa flavipes","lesser yellowlegs","tringa flavipes","902"
"58","21","green sandpiper","tringa ochropus","green sandpiper","tringa ochropus","265"
"58","23","wood sandpiper","tringa glareola","wood sandpiper","tringa glareola","266"
"58","25","terek sandpiper","xenus cinereus","terek sandpiper","xenus cinereus","263"
"58","26","common sandpiper","actitis hypoleucos","common sandpiper","tringa hypoleucos","264"
"58","31","turnstone","arenaria interpres","turnstone","arenaria interpres","262"
"58","33","wilson's phalarope","phalaropus tricolor","wilson's phalarope","phalaropus tricolor","293"
"58","34","red-necked phalarope","phalaropus lobatus","red-necked phalarope","phalaropus lobatus","292"
"58","35","grey phalarope","phalaropus fulicarius","grey phalarope","phalaropus fulicarius","291"
"58","48","african snipe","gallinago nigripennis","ethiopian snipe","gallinago nigripennis","286"
"58","50","great snipe","gallinago media","great snipe","gallinago media","285"
"58","63","knot","calidris canutus","knot","calidris canutus","271"
"58","65","sanderling","calidris alba","sanderling","calidris alba","281"
"58","68","rufous-necked stint","calidris ruficollis","red-necked stint","calidris ruficollis","276"
"58","69","little stint","calidris minuta","little stint","calidris minuta","274"
"58","70","calidris canutus","calidris temminckii","temmink's stint","calidris temminckii","280"
"58","71","long-toed stint","calidris subminuta","long-toed stint","calidris subminuta","275"
"58","73","white-rumped sandpiper","calidris fuscicollis","white-rumped sandpiper","calidris fuscicollis","277"
"58","74","baird's sandpiper","calidris bairdii","baird's sandpiper","calidris bairdii","278"
"58","75","pectoral sandpiper","calidris melanotos","pectoral sandpiper","calidris melanotos","279"
"58","79","dunlin","calidris alpina","dunlin","calidris alpina","273"
"58","80","curlew sandpiper","calidris ferruginea","curlew sandpiper","calidris ferruginea","272"
"58","82","broad-billed sandpiper","limicola falcinellus","broad-billed sandpiper","limicola falcinellus","283"
"58","84","buff-breasted sandpiper","tryngites subruficollis","buff-breasted sandpiper","tryngites subruficollis","282"
"58","85","ruff","philomachus pugnax","ruff","philomachus pugnax","284"
"60","1","snowy sheathbill","chionis alba","greater sheathbill","chionis alba","912"
"61","1","great skua","catharacta skua","subantarctic skua","catharacta antartica","310"
"61","2","mccormick's skua","catharacta maccormicki","south polar skua","catharacta maccormicki","311"
"61","3","pomarine skua","stercorarius pomarinus","pomarine skua","stercorarius pomarinus","309"
"61","4","arctic skua","stercorarius parasiticus","arctic skua","stercorarius parasiticus","307"
