"NULL","NULL","50","festival","tv       digital codiert"
"NULL","NULL","51","france 2","tv       digital codiert"
"NULL","NULL","52","france 3","tv       digital codiert"
"NULL","NULL","53","france 5","tv       digital codiert"
"NULL","NULL","54","fun tv","tv       digital codiert"
"NULL","NULL","55","histoire","tv       digital codiert"
"NULL","NULL","56","i       television","tv       digital codiert"
"NULL","NULL","57","infosport","tv       digital codiert"
"NULL","NULL","58","kto","tv       digital codiert"
"NULL","NULL","59","lci","tv       digital codiert"
"NULL","NULL","60","lci       (la chaine info)","tv       digital codiert"
"NULL","NULL","61","la       chaine parlementaire","tv       digital codiert"
"NULL","NULL","62","m6","tv       digital codiert"
"NULL","NULL","63","m6       boutique la cha&icirc;ne","tv       digital codiert"
"NULL","NULL","64","m6 music","tv       digital codiert"
"NULL","NULL","65","mcm europe","tv       digital codiert"
"NULL","NULL","66","mtv france","tv       digital codiert"
"NULL","NULL","67","mangas","tv       digital codiert"
"NULL","NULL","68","mezzo","tv       digital codiert"
"NULL","NULL","69","motors tv","tv       digital codiert"
"NULL","NULL","70","multivision       1","tv       digital codiert"
"NULL","NULL","71","multivision       2","tv       digital codiert"
"NULL","NULL","72","multivision       3","tv       digital codiert"
"NULL","NULL","73","multivision       4","tv       digital codiert"
"NULL","NULL","74","multivision       5","tv       digital codiert"
"NULL","NULL","75","multivision       6","tv       digital codiert"
"NULL","NULL","76","multivision       7","tv       digital codiert"
"NULL","NULL","77","multivision       8","tv       digital codiert"
"NULL","NULL","78","musique       classique","tv       digital codiert"
"NULL","NULL","79","odyssee","tv       digital codiert"
"NULL","NULL","80","paris       premiere","tv       digital codiert"
"NULL","NULL","81","planete","tv       digital codiert"
"NULL","NULL","82","rfm tv","tv       digital codiert"
"NULL","NULL","83","rfo sat","tv       digital codiert"
"NULL","NULL","84","rtl9","tv       digital codiert"
"NULL","NULL","85","serie club","tv       digital codiert"
"NULL","NULL","86","tf1","tv       digital codiert"
"NULL","NULL","87","tf6","tv       digital codiert"
"NULL","NULL","88","tfou","tv       digital codiert"
"NULL","NULL","89","tps       cineculte","tv       digital codiert"
"NULL","NULL","90","tps       cinefamily","tv       digital codiert"
"NULL","NULL","91","tps       cinestar","tv       digital codiert"
"NULL","NULL","92","tps       cinetoile","tv       digital codiert"
"NULL","NULL","93","tps       cinextreme","tv       digital codiert"
"NULL","NULL","94","tps       homecin��ma","tv       digital codiert"
"NULL","NULL","95","tps star","tv       digital codiert"
"NULL","NULL","96","tsr 1","tv       digital codiert"
"NULL","NULL","97","tsr 2","tv       digital codiert"
"NULL","NULL","98","ttn       - tamil tv network","tv       digital codiert"
"NULL","NULL","99","tv breizh","tv       digital codiert"
"NULL","NULL","100","tele melody","tv       digital codiert"
"NULL","NULL","101","teletoon","tv       digital codiert"
"NULL","NULL","102","teletoon +1","tv       digital codiert"
"NULL","NULL","103","teva","tv       digital codiert"
"NULL","NULL","104","xxl","tv       digital codiert"
"NULL","NULL","105","xxl pl","tv       digital codiert"
"NULL","NULL","106","zik","tv       digital codiert"
"NULL","NULL","107","zik / xxl","tv       digital codiert"
"NULL","NULL","108","beur fm","radio       digital frei"
"NULL","NULL","109","cherie fm","radio       digital frei"
"NULL","NULL","110","couleur 3","radio       digital frei"
"NULL","NULL","111","dw05","radio       digital frei"
"NULL","NULL","112","espace 2","radio       digital frei"
"NULL","NULL","113","europe 1","radio       digital frei"
"NULL","NULL","114","europe 2","radio       digital frei"
"NULL","NULL","115","fip       - france inter paris","radio       digital frei"
"NULL","NULL","116","framboise","radio       digital frei"
"NULL","NULL","117","france bleu","radio       digital frei"
"NULL","NULL","118","france       culture","radio       digital frei"
"NULL","NULL","119","france info","radio       digital frei"
"NULL","NULL","120","france       inter","radio       digital frei"
"NULL","NULL","121","france       musique","radio       digital frei"
"NULL","NULL","122","hector","radio       digital frei"
"NULL","NULL","123","hit west","radio       digital frei"
"NULL","NULL","124","jazzy       love radio","radio       digital frei"
"NULL","NULL","125","la premiere","radio       digital frei"
"NULL","NULL","126","le mouv","radio       digital frei"
"NULL","NULL","127","nrj","radio       digital frei"
"NULL","NULL","128","new hits       radio","radio       digital frei"
"NULL","NULL","129","nostalgie","radio       digital frei"
"NULL","NULL","130","option       musique","radio       digital frei"
"NULL","NULL","131","pf01","radio       digital frei"
"NULL","NULL","132","pf05","radio       digital frei"
"NULL","NULL","133","rci       1 - radio canada international","radio       digital frei"
"NULL","NULL","134","rci       2 - radio canada international","radio       digital frei"
"NULL","NULL","135","rfi","radio       digital frei"
"NULL","NULL","136","rfm","radio       digital frei"
"NULL","NULL","137","rtl","radio       digital frei"
"NULL","NULL","138","radio 74","radio       digital frei"
"NULL","NULL","139","radio       74 international","radio       digital frei"
"NULL","NULL","140","radio       classique","radio       digital frei"
"NULL","NULL","141","radio       coutoisie","radio       digital frei"
"NULL","NULL","142","radio       france international","radio       digital frei"
"NULL","NULL","143","radio       orient","radio       digital frei"
"NULL","NULL","144","radio       sweden","radio       digital frei"
"NULL","NULL","145","radio       vaticana telepace","radio       digital frei"
"NULL","NULL","146","rire       &amp; chansons","radio       digital frei"
"NULL","NULL","147","thollon","radio       digital frei"
"NULL","NULL","148","wrn&acute;b       radio","radio       digital frei"
"NULL","NULL","149","bfm","radio       digital codiert"
"NULL","NULL","150","baroque","radio       digital codiert"
"NULL","NULL","151","blues","radio       digital codiert"
"NULL","NULL","152","contact fm","radio       digital codiert"
"NULL","NULL","153","contemporain","radio       digital codiert"
"NULL","NULL","154","fun radio","radio       digital codiert"
"NULL","NULL","155","grand       classique","radio       digital codiert"
"NULL","NULL","156","jazz","radio       digital codiert"
"NULL","NULL","157","jazz       moderne","radio       digital codiert"
"NULL","NULL","158","les       tubes francais","radio       digital codiert"
"NULL","NULL","159","mfm","radio       digital codiert"
"NULL","NULL","160","opera","radio       digital codiert"
"NULL","NULL","161","rmc","radio       digital codiert"
"NULL","NULL","162","rtl 2","radio       digital codiert"
"NULL","NULL","163","relaxation","radio       digital codiert"
"NULL","NULL","164","sky rock","radio       digital codiert"
"NULL","NULL","165","symphonies","radio       digital codiert"
"NULL","NULL","166","zi-one","radio       digital codiert"
"NULL","NULL","167","chaine fi","datenkanal       digital"
"NULL","NULL","168","mon bazar","datenkanal       digital"
"NULL","NULL","169","radio 2000","datenkanal       digital"
"NULL","NULL","170","tv mail","datenkanal       digital"
"NULL","NULL","171","votre       contrat","datenkanal       digital"
"french","astra 1b 1c 1e 1f 1g 1h 2c","1","arte","tv       digital frei"
"NULL","NULL","2","arte","tv       digital frei"
"NULL","NULL","3","astra       vision promo","tv       digital frei"
"NULL","NULL","4","beur tv","tv       digital frei"
"NULL","NULL","5","canal club","tv       digital frei"
"NULL","NULL","6","canal       satellite mosaique","tv       digital frei"
"NULL","NULL","7","canal       satellite mosaique 2","tv       digital frei"
"NULL","NULL","8","canal       satellite mosaique 3","tv       digital frei"
"NULL","NULL","9","canal       satellite mosaique 4","tv       digital frei"
"NULL","NULL","10","fashion tv","tv       digital frei"
"NULL","NULL","11","fox kids","tv       digital frei"
"NULL","NULL","12","france 5","tv       digital frei"
"NULL","NULL","13","kto","tv       digital frei"
"NULL","NULL","14","kiosque 1","tv       digital frei"
"NULL","NULL","15","lcp       - la chaine parlementaire","tv       digital frei"
"NULL","NULL","16","liberty       tv.com","tv       digital frei"
"NULL","NULL","17","m6 boutique","tv       digital frei"
"NULL","NULL","18","rtbf sat","tv       digital frei"
"NULL","NULL","19","rtl       tele letzebuerg","tv       digital frei"
"NULL","NULL","20","tv 5 europe","tv       digital frei"
"NULL","NULL","21","tv5","tv       digital frei"
"NULL","NULL","22","test card","tv       digital frei"
"NULL","NULL","23","zik/xxl","tv       digital frei"
"NULL","NULL","24","13eme rue","tv       digital codiert"
"NULL","NULL","25","ab moteurs","tv       digital codiert"
"NULL","NULL","26","ab1","tv       digital codiert"
"NULL","NULL","27","action","tv       digital codiert"
"NULL","NULL","28","allocine       info","tv       digital codiert"
"NULL","NULL","29","animaux","tv       digital codiert"
"NULL","NULL","30","bloomberg       tv france","tv       digital codiert"
"NULL","NULL","31","canal j","tv       digital codiert"
"NULL","NULL","32","canal jimmy","tv       digital codiert"
"NULL","NULL","33","canal+","tv       digital codiert"
"NULL","NULL","34","canal+ 16/9","tv       digital codiert"
"NULL","NULL","35","canal+       cinema","tv       digital codiert"
"NULL","NULL","36","canal+       confort","tv       digital codiert"
"NULL","NULL","37","canal+       sport","tv       digital codiert"
"NULL","NULL","38","cartoon       network","tv       digital codiert"
"NULL","NULL","39","cine box","tv       digital codiert"
"NULL","NULL","40","cine       cinema 16:9","tv       digital codiert"
"NULL","NULL","41","cine       cinema ateur","tv       digital codiert"
"NULL","NULL","42","cine       cinema classic","tv       digital codiert"
"NULL","NULL","43","cine       cinema emotions","tv       digital codiert"
"NULL","NULL","44","cine       cinema frission","tv       digital codiert"
"NULL","NULL","45","cine       cinema succes","tv       digital codiert"
"NULL","NULL","46","cine comix","tv       digital codiert"
"NULL","NULL","47","cine fx","tv       digital codiert"
"NULL","NULL","48","cine polar","tv       digital codiert"
"NULL","NULL","49","cinecinema       premier","tv       digital codiert"
"NULL","NULL","50","comedie!","tv       digital codiert"
"NULL","NULL","51","cuisine tv","tv       digital codiert"
"NULL","NULL","52","demain!","tv       digital codiert"
"NULL","NULL","53","disney       channel france","tv       digital codiert"
"NULL","NULL","54","disney       channel france +1","tv       digital codiert"
"NULL","NULL","55","espn       classic sport france","tv       digital codiert"
"NULL","NULL","56","encyclopedia","tv       digital codiert"
"NULL","NULL","57","equidia","tv       digital codiert"
"NULL","NULL","58","escales","tv       digital codiert"
"NULL","NULL","59","eurosport","tv       digital codiert"
"NULL","NULL","60","festival","tv       digital codiert"
"NULL","NULL","61","france 2","tv       digital codiert"
"NULL","NULL","62","france 3       sat","tv       digital codiert"
"NULL","NULL","63","free-x tv","tv       digital codiert"
"NULL","NULL","64","game one","tv       digital codiert"
"NULL","NULL","65","gourmet tv","tv       digital codiert"
"NULL","NULL","66","histoire","tv       digital codiert"
"NULL","NULL","67","kiosque 10","tv       digital codiert"
"NULL","NULL","68","kiosque 11","tv       digital codiert"
"NULL","NULL","69","kiosque 12","tv       digital codiert"
"NULL","NULL","70","kiosque 13","tv       digital codiert"
"NULL","NULL","71","kiosque 14","tv       digital codiert"
"NULL","NULL","72","kiosque 2","tv       digital codiert"
"NULL","NULL","73","kiosque 3","tv       digital codiert"
"NULL","NULL","74","kiosque 4","tv       digital codiert"
"NULL","NULL","75","kiosque 5","tv       digital codiert"
"NULL","NULL","76","kiosque 6","tv       digital codiert"
"NULL","NULL","77","kiosque 7","tv       digital codiert"
"NULL","NULL","78","kiosque 8","tv       digital codiert"
"NULL","NULL","79","kiosque 9","tv       digital codiert"
"NULL","NULL","80","l&acute;equipe       tv","tv       digital codiert"
"NULL","NULL","81","lci","tv       digital codiert"
"NULL","NULL","82","live 1","tv       digital codiert"
"NULL","NULL","83","la       chaine histoire","tv       digital codiert"
"NULL","NULL","84","la       chaine meteo","tv       digital codiert"
"NULL","NULL","85","live 1","tv       digital codiert"
"NULL","NULL","86","mcm","tv       digital codiert"
"NULL","NULL","87","mcm pop","tv       digital codiert"
"NULL","NULL","88","mcm top","tv       digital codiert"
"NULL","NULL","89","mtv france","tv       digital codiert"
"NULL","NULL","90","ma planete","tv       digital codiert"
"NULL","NULL","91","mangas","tv       digital codiert"
"NULL","NULL","92","match tv","tv       digital codiert"
"NULL","NULL","93","mezzo","tv       digital codiert"
"NULL","NULL","94","mezzo","tv       digital codiert"
"NULL","NULL","95","motors tv","tv       digital codiert"
"NULL","NULL","96","national       geographic channel","tv       digital codiert"
"NULL","NULL","97","om tv","tv       digital codiert"
"NULL","NULL","98","paris       premiere","tv       digital codiert"
"NULL","NULL","99","planete","tv       digital codiert"
"NULL","NULL","100","planete       future","tv       digital codiert"
"NULL","NULL","101","planete       thalassa","tv       digital codiert"
"NULL","NULL","102","playhouse       disney","tv       digital codiert"
"NULL","NULL","103","quali+","tv       digital codiert"
"NULL","NULL","104","rfm tv","tv       digital codiert"
"NULL","NULL","105","rfo","tv       digital codiert"
"NULL","NULL","106","rtl 9","tv       digital codiert"
"NULL","NULL","107","seasons","tv       digital codiert"
"NULL","NULL","108","sport +","tv       digital codiert"
"NULL","NULL","109","tcm","tv       digital codiert"
"NULL","NULL","110","tmc","tv       digital codiert"
"NULL","NULL","111","tv breizh","tv       digital codiert"
"NULL","NULL","112","tcatche tv","tv       digital codiert"
"NULL","NULL","113","tele melody","tv       digital codiert"
"NULL","NULL","114","teva","tv       digital codiert"
"NULL","NULL","115","tiji","tv       digital codiert"
"NULL","NULL","116","toon       disney france","tv       digital codiert"
"NULL","NULL","117","trace tv","tv       digital codiert"
"NULL","NULL","118","voyage","tv       digital codiert"
"NULL","NULL","119","euronews","tv       digital codiert"
"NULL","NULL","120","i       television","tv       digital codiert"
"NULL","NULL","121","ado fm","radio       digital frei"
"NULL","NULL","122","africa no 1","radio       digital frei"
"NULL","NULL","123","alouette","radio       digital frei"
"NULL","NULL","124","bfm","radio       digital frei"
"NULL","NULL","125","beur fm","radio       digital frei"
"NULL","NULL","126","cherie fm","radio       digital frei"
"NULL","NULL","127","contact fm","radio       digital frei"
"NULL","NULL","128","couleur 3","radio       digital frei"
"NULL","NULL","129","couleur 3","radio       digital frei"
"NULL","NULL","130","europe 1","radio       digital frei"
"NULL","NULL","131","europe 2","radio       digital frei"
"NULL","NULL","132","france bleu","radio       digital frei"
"NULL","NULL","133","france       culture","radio       digital frei"
"NULL","NULL","134","france info","radio       digital frei"
"NULL","NULL","135","france       inter paris","radio       digital frei"
"NULL","NULL","136","france       musique","radio       digital frei"
"NULL","NULL","137","fun radio","radio       digital frei"
"NULL","NULL","138","la premiere","radio       digital frei"
"NULL","NULL","139","la       premiere sat","radio       digital frei"
"NULL","NULL","140","le mouv&acute;","radio       digital frei"
"NULL","NULL","141","m fm","radio       digital frei"
"NULL","NULL","142","media       tropical","radio       digital frei"
"NULL","NULL","143","nrj","radio       digital frei"
"NULL","NULL","144","option       musique","radio       digital frei"
"NULL","NULL","145","oui fm","radio       digital frei"
"NULL","NULL","146","paris jazz","radio       digital frei"
"NULL","NULL","147","rcj       - radio communaute juive","radio       digital frei"
"NULL","NULL","148","rfi musique","radio       digital frei"
"NULL","NULL","149","rfm","radio       digital frei"
"NULL","NULL","150","rtl","radio       digital frei"
"NULL","NULL","151","rtl 2","radio       digital frei"
"NULL","NULL","152","radio       classique","radio       digital frei"
"NULL","NULL","153","radio fg","radio       digital frei"
"NULL","NULL","154","radio       france international","radio       digital frei"
"NULL","NULL","155","radio       france international","radio       digital frei"
"NULL","NULL","156","radio       latina","radio       digital frei"
"NULL","NULL","157","radio       mediterranee","radio       digital frei"
"NULL","NULL","158","radio       monte carlo","radio       digital frei"
"NULL","NULL","159","radio       nostalgie","radio       digital frei"
"NULL","NULL","160","radio       notre dame","radio       digital frei"
"NULL","NULL","161","radio nova","radio       digital frei"
"NULL","NULL","162","radio       shalom","radio       digital frei"
"NULL","NULL","163","radio       du voyage","radio       digital frei"
"NULL","NULL","164","rire       et chansons","radio       digital frei"
"NULL","NULL","165","skyrock","radio       digital frei"
"NULL","NULL","166","sud radio","radio       digital frei"
"NULL","NULL","167","tsf jazz","radio       digital frei"
"NULL","NULL","168","vibration","radio       digital frei"
"NULL","NULL","169","voltage fm","radio       digital frei"
"NULL","NULL","170","wrn       francais","radio       digital frei"
"NULL","NULL","171","canal       satellite interactif mosaic","datenkanal       digital"
"NULL","NULL","172","canal       satellite interactif mosaic","datenkanal       digital"
"NULL","NULL","173","credit       agricole","datenkanal       digital"
"french","arabsat 2a 2c 2d 3a","1","fashion tv","tv       digital codiert"
"NULL","NULL","2","monte carlo","radio       digital codiert"
