"waterbody id","resource name","alt. names","type"
"5823","country place unit 1 (95-219)","NULL","pond"
"5822","country place unit 2 (94-123)","NULL","pond"
"5824","country place unit 4-b (94-066)","NULL","pond"
"5821","country place west (08-17)","country place west unit 1 (97-228)","pond"
"5846","country run (02-12)","NULL","pond"
"6037","country run backyard (08-04)","NULL","pond"
"7377","country woods lake","NULL","lake"
"7409","countryside pines north (06-03n)","NULL","pond"
"7408","countryside pines south (06-03s)","NULL","pond"
"5961","county crossing (04-03)","NULL","pond"
"5212","cove lake","NULL","lake"
"906","cow branch creek","NULL","stream"
"24","cow house creek","cow house slough","stream"
"160427","crago lake","NULL","lake"
"21014","craig branch","NULL","stream"
"51674","crawford lake","NULL","lake"
"5847","creekbend islanders (11-17)","98-11","pond"
"5093","crenshaw lake","NULL","lake"
"5041","crescent lake","NULL","lake"
"7344","crescent lake","NULL","lake"
"160903","crescent lake","NULL","lake"
"7269","crest lake","NULL","lake"
"5930","crest pond (98-28)","NULL","pond"
"160904","crews lake","NULL","lake"
"5995","crippenwood iii (06-19)","NULL","pond"
"5861","cristina le petite (09-09)","02-13 (rvhs christina) 06-02 (lakes of cristina)","pond"
"916","cross bayou canal","NULL","stream"
"5974","cross creek hoa pond (04-14)","NULL","pond"
"897","cross cypress branch","NULL","stream"
"14710","crown lake","pond l3-11","pond"
"5633","crum lake","lake dylan & frits","lake"
"6043","crystal cove pond group (08-11)","NULL","pond"
"5078","crystal lake","south crystal lake","lake"
"7400","crystal lake (04-01)","NULL","pond"
"5774","cumberland estates (99-01)","NULL","pond"
"5773","cumberland manors (97-229)","NULL","pond"
"25","curiosity creek","NULL","stream"
"90","curiosity creek","NULL","stream"
"919","curlew creek","NULL","stream"
"5868","curry cove (94-165)","NULL","pond"
"20115","curve lake","NULL","lake"
"26","cypress creek","NULL","stream"
"88","cypress creek","NULL","stream"
"6042","cypress creek elementary (07-04)","NULL","pond"
"5092","cypress lake","NULL","lake"
"5969","cypress pond ave pond (04-18)","NULL","pond"
"21003","cypress strand","NULL","stream"
"7422","cypress trail (07-10)","NULL","pond"
"5014","dan lake","NULL","lake"
"5090","darby lake","NULL","lake"
"160810","david lake (lakeland)","NULL","lake"
"5642","dead lady lake","NULL","lake"
"5853","deepbrook pond (02-02)","NULL","pond"
"5829","deer creek (99-15)","NULL","pond"
"5033","deer lake","NULL","lake"
"161959","deer run pond","NULL","lake"
"160380","deeson lake","NULL","lake"
"27","delaney creek","NULL","stream"
"28","delaney creek popoff canal","NULL","stream"
"6060","deming - trueman pond (11-02)","NULL","pond"
"18995","desoto honore northwest pond","pond dp3-31","pond"
"14688","desoto lakes","pond l3-12","lake"
"5098","deubell lake","NULL","lake"
"5815","dewey rose (07-14)","94-155 (northdale section k)","pond"
"7403","diane terrace (05-04)","NULL","pond"
"20116","diane lake","NULL","lake"
"20169","dick lake","NULL","lake"
"7363","disston lake","NULL","lake"
"29","doe branch creek","chapman hammock creek","stream"
"7391","dog leg pond preservation group (04-02)","NULL","pond"
"1000605","dollar pond","NULL","lake"
"7421","dolly bay (07-09)","NULL","pond"
"5836","dorothy thomas school (93-036)","belle wildlife pond","pond"
"5662","dorothy lake","NULL","lake"
"5384","dorset lake","NULL","lake"
"6065","dorset pond 1","NULL","pond"
"6066","dorset pond 2","NULL","pond"
"6067","dorset pond 3","NULL","pond"
"30","double branch creek","NULL","stream"
"5874","dowdell's jaguar 7th grad (98-31)","NULL","pond"
"5985","dublin pond (05-09)","NULL","pond"
"160316","duff lake","NULL","lake"
"31","dug creek","NULL","stream"
"20117","dupree lake","NULL","lake"
"5866","dynamic duo (99-10)","NULL","pond"
"5970","eagle eyes pond (04-19)","NULL","pond"
"7038","eagle lake","NULL","lake"
"52265","eagle lake","NULL","lake"
"6049","eaglebrook phase 2 (08-09)","NULL","pond"
"5645","eagles landing lake","NULL","lake"
"32","east canal","NULL","stream"
"91","east double branch creek","NULL","stream"
"5216","east lake","bellows lake","lake"
"20118","east lake","cow lake","lake"
"6068","east lake alum pond","bellows lake alum pond","pond"
"20119","east lake ellis","NULL","lake"
"7044","east pond","NULL","lake"
"5929","east village (97-232)","NULL","pond"
"5775","eastbrook homeowners (98-03)","NULL","pond"
"5133","echo lake","NULL","lake"
"7406","eckerd college (06-01)","NULL","pond"
"5392","eckles lake","NULL","lake"
"5877","edgewater village (97-235)","NULL","pond"
"5160","edna lake","NULL","lake"
"7428","egret lake","NULL","lake"
"5211","egypt lake","NULL","lake"
"5639","elaine lake","NULL","lake"
"5045","elizabeth lake","NULL","lake"
"5155","ellen lake","NULL","lake"
"5182","ellen lake","NULL","lake"
"7402","elw (06-12)","NULL","pond"
"5975","emerald acres pond (04-16)","NULL","pond"
"160907","engle lake","NULL","lake"
"33","english creek","NULL","stream"
"160545","ernest lake","NULL","lake"
"5108","estes lake","NULL","lake"
"5109","eva lake","NULL","lake"
"6058","fairway village pond (10-04)","NULL","pond"
"5162","fairy lake","NULL","lake"
"5948","falcon creek pl (03-04)","NULL","pond"
"5997","fallowfield pond (06-11)","NULL","pond"
"5663","fantasia lake","NULL","lake"
"5780","fawn ridge (99-16)","NULL","pond"
"5052","faye lake","rebel lake","lake"
"5332","feinsinger lake","NULL","lake"
"1000692","ferguson lake","NULL","lake"
"160872","fern lake","NULL","lake"
"5050","fern lake","NULL","lake"
"34","fish creek","NULL","stream"
"21020","fisher branch","NULL","stream"
"35","fishhawk creek","NULL","stream"
"20104","fishing lake","bass lake","lake"
"7390","five towns-lakeview (06-09)","NULL","pond"
"7389","five towns-shoreview west (06-17)","NULL","pond"
"898","fivemile creek","NULL","stream"
"7424","flamingo lake","NULL","lake"
"5661","fleur de lis","NULL","lake"
"36","flint creek","NULL","stream"
"5873","florida aquarium (96-227)","NULL","pond"
"20153","floyd lake","NULL","lake"
"5363","flynn lake","NULL","lake"
"6026","forest east (07-02)","NULL","pond"
"6025","forest north (07-03)","NULL","pond"
"5372","forest lake (06-35)","NULL","pond"
"21021","fort crawford creek","NULL","stream"
"6006","fox hunt pond (06-20)","NULL","pond"
"6054","fox run (10-11)","NULL","pond"
"160396","foxwood lake","NULL","lake"
"5015","frances lake","NULL","lake"
"7385","franklin square (07-03)","NULL","pond"
"7309","freedom lake","NULL","lake"
"914","frenchmans creek","NULL","stream"
"21022","frog creek","cedar drain","stream"
"5827","gables 1-northdale pond association (05-22)","92-02","pond"
"160375","galloway lake","hidden lake","lake"
"21004","gamble creek","NULL","stream"
"5176","gant lake","NULL","lake"
"21005","gap creek","jeff's creek","stream"
"5079","garden lake","NULL","lake"
"7394","gardenia lake (06-19)","NULL","pond"
"6069","garland court pond","NULL","lake"
"5158","gass lake","lake colebrook","lake"
"21006","gates creek","NULL","stream"
"181959","gator creek","NULL","stream"
"5983","gator haven pond (05-13)","NULL","pond"
"20120","genesis lake","NULL","lake"
"20121","geneva lake","mud lake","lake"
"5180","george lake","NULL","lake"
"160540","george lake (lakeland)","NULL","lake"
"20195","george lake","NULL","lake"
"18816","georgetowne pond p3-228","NULL","lake"
"5094","gibson lake","NULL","lake"
"160368","gibson lake","NULL","lake"
"20193","gilbert lake","NULL","lake"
"21026","gilley creek","NULL","stream"
"5154","glass lake","NULL","lake"
"160558","glen lake","NULL","lake"
"22701","glenn creek","glen creek braden river run","stream"
"21027","goddard creek","goddard branch","stream"
"6050","golden antler pond (09-05)","NULL","pond"
"5380","golden trout lake","NULL","lake"
"20200","goose lake","NULL","lake"
"1000795","goose lake","NULL","lake"
"20155","gooseneck lake","NULL","lake"
"5240","gornto lake","NULL","lake"
"196","grace creek","NULL","stream"
"5159","grace lake","NULL","lake"
"5523","grady lake","branch creek shadow lake","lake"
"5920","grant park addition (02-16)","NULL","pond"
"5646","greco road pond","NULL","lake"
"5809","greco/sherman (98-07)","NULL","pond"
"1000837","green lake","NULL","lake"
"18803","gsa pond","pond dp3-27","pond"
"14143","gulf of mexico","NULL","gulf"
"37","gully branch","NULL","stream"
"89","gully branch","NULL","stream"
"14493","gum slough","NULL","stream"
"5830","h.c. democratic executive (93-040)","NULL","pond"
"5952","h2ho (03-08)","NULL","pond"
"5156","halfmoon lake","NULL","lake"
"38","halls branch creek","NULL","stream"
"39","hamilton branch","NULL","stream"
"5632","hammock lake","NULL","lake"
"5926","hampton park (95-170)","NULL","pond"
"161963","hanging moss lake","NULL","lake"
"5346","hanna lake","NULL","lake"
"7429","harbor isle lake","NULL","lake"
"7252","harbor lake","NULL","lake"
"160820","harris lake","NULL","lake"
"1000893","harrison lake","NULL","lake"
"5323","hart lake","NULL","lake"
"21028","harvey prong","NULL","stream"
"5036","harvey lake","shady lake","lake"
"6041","hayes bayou","NULL","bay"
"5765","heather lake","NULL","lake"
"14796","heather lake","NULL","lake"
"5131","heather lake","NULL","lake"
"5956","heathridge park hoa (03-15)","NULL","pond"
"5100","helen lake","NULL","lake"
"5789","helen's pond (93-034)","NULL","pond"
"5783","henderson rd subdivision (94-091)","NULL","pond"
"5244","hendrics lake","NULL","lake"
"40","henry street canal","NULL","stream"
"51038","heron lake","NULL","lake"
"7425","heron lake","NULL","lake"
"20197","heron lake","NULL","lake"
"1000912","hester lake","NULL","lake"
"7386","hewitt lake (06-02)","NULL","pond"
"1002787","hewitt lake","NULL","lake"
"5012","hiawatha lake","NULL","lake"
"30846","hickory hammock creek","NULL","stream"
"5248","hickory hammock lake","NULL","lake"
"5880","hickory lakes manor (98-27)","NULL","pond"
"5990","hickory woods pond #1 (05-04)","NULL","pond"
"5644","hidden lake","NULL","lake"
"6951","hidden lake","NULL","lake"
"6962","hidden lake","NULL","lake"
"20194","hidden lake","NULL","lake"
"161910","hidden lake","NULL","lake"
"160847","highland lake","NULL","lake"
"20005","hillsborough bay","NULL","bay"
"187","hillsborough bay watershed","NULL","watershed"
"41","hillsborough river","NULL","stream"
"5933","hindu temple of florida (98-20)","NULL","pond"
"5171","hixon lake","NULL","lake"
"6980","hobart lake","NULL","lake"
"5042","hobbs lake","lake hobbs","lake"
"5322","hog island lake","NULL","lake"
"20103","holiday lake","bass lake","lake"
"20122","holiday lake","NULL","lake"
"893","hollin creek","NULL","stream"
"160625","hollingsworth lake","NULL","lake"
"42","hollomans branch","NULL","stream"
"5856","homes of ruskin (01-13)","NULL","pond"
"7416","homestead pond (06-05)","NULL","pond"
"18993","honore 59th northeast pond","pond dp3-32","pond"
"18990","honore avenue pond","pond dp3-29","pond"
"18992","honore avenue pond dp3-30","pond dp3-30","pond"
"5421","hooker lake","NULL","lake"
"5872","hope park (01-10)","NULL","pond"
"6059","hope spring pond group (10-12)","NULL","pond"
"160609","horney lake","NULL","lake"
"19657","horse creek","NULL","stream"
"5127","horse lake","NULL","lake"
"51439","horseshoe lake","NULL","lake"
"5865","hounds run pond (00-06)","NULL","pond"
"43","howard prairie branch","NULL","stream"
"161969","howard lake","NULL","lake"
"44","howell branch creek","NULL","stream"
"20207","hudson lake","NULL","lake"
"1000966","hudson lake","NULL","lake"
"160595","hunter lake","NULL","lake"
"6000","hunters glen (06-09)","NULL","pond"
"5835","hunters lake (01-07)","NULL","pond"
"5483","huntington road pond","NULL","lake"
"45","hurrah creek","NULL","stream"
"5586","hurrah lake","NULL","lake"
"5522","hutto lake","NULL","lake"
"7384","immanuel chapel pond (07-01)","NULL","pond"
"46","indian creek","NULL","stream"
"161918","indian lake","NULL","lake"
"18997","industrial boulevard pond","pond dp3-1","pond"
"962","innisbrook canal","NULL","stream"
"5049","island ford lake","lake ford","lake"
"47","itchepackesassa creek","NULL","stream"
"5073","jackson lake","NULL","lake"
"5864","jade pond (01-14)","NULL","pond"
"5112","james lake","NULL","lake"
"5767","jennette lake","NULL","lake"
"929","jerry branch","NULL","stream"
"6972","jerry lake","NULL","lake"
"5647","jerry pond","NULL","lake"
"48","jerry pond creek","NULL","stream"
"20206","jessamine lake","NULL","lake"
"1001036","jessamine lake","NULL","lake"
"5113","jewel lake","little jewel lake","lake"
"20123","jo ann lake","NULL","lake"
"160708","john lake","NULL","lake"
"21029","johnson creek","NULL","stream"
"161971","jonathan lake","NULL","lake"
"5126","josephine lake","NULL","lake"
"5043","joy lake","NULL","lake"
"20124","joyce lake","hog lake","lake"
"5110","juanita lake","NULL","lake"
"5635","julia lake","NULL","lake"
"5233","june lake","NULL","lake"
"6070","juniper blossom drive pond","NULL","lake"
"20172","karney lake","NULL","lake"
"5239","kathy lake","NULL","lake"
"21030","keen branch","NULL","stream"
"1001081","keene lake","NULL","lake"
"5344","keene lake","NULL","lake"
"5859","kehoa otters (02-03)","NULL","pond"
"5860","kehoa pond c (02-09)","NULL","pond"
"5854","kehoa pond f (02-08)","NULL","pond"
"5324","kell lake","NULL","lake"
"160731","kelly lake","NULL","lake"
"7015","kersky lake","NULL","lake"
"5769","keystone crossings (93-035)","NULL","pond"
"5066","keystone lake","NULL","lake"
"5954","keystone manors (03-11)","NULL","pond"
"20125","king lake","NULL","lake"
"20171","king lake","NULL","lake"
"5784","kingfisher (00-13)","NULL","pond"
"7382","kreamer bayou","NULL","lake"
"51135","lake a","NULL","lake"
"51136","lake b","NULL","lake"
"49","lake branch","NULL","stream"
"5382","lake butler","turtle lake","lake"
"51132","lake c","NULL","lake"
"5808","lake chapman subdivision (97-238)","NULL","pond"
"51133","lake d","NULL","lake"
"5957","lake ellen woods (03-16)","NULL","pond"
"5770","lake grace estates (95-218)","NULL","pond"
"6084","lake heather oaks - vallely pond (12-03)","NULL","pond"
"6002","lake heather pond (06-28)","lake brigadooncircle","pond"
"6075","lake hurly tailwater pond","NULL","pond"
"5656","lake leila","NULL","lake"
"107","lake magdalene outlet","NULL","stream"
"5858","lake magdelene woods (02-04)","NULL","pond"
"5947","lake morley imprv. (03-02)","lake morley","pond"
"6013","lake st clair lake committee (06-39)","NULL","pond"
"908","lake st george canal","NULL","stream"
"7393","lake sylvia (06-20)","NULL","pond"
"913","lake tarpon outfall canal","NULL","stream"
"14658","lake uplands","NULL","lake"
"20199","lake y","NULL","lake"
"5659","lakestone pond (06-31)","snake lake","pond"
"5810","lakeville (97-243)","NULL","pond"
"5885","landing pond (10-08)","(98-17) the landing","pond"
"7420","landing way (07-08)","NULL","pond"
"160420","larch lake","NULL","lake"
"1001109","larkin camp lake","NULL","lake"
"1001111","larkin lake","NULL","lake"
"51510","laurel lake","NULL","lake"
"5906","laurel woods (99-07)","NULL","pond"
"6061","lazy lake pond (11-05)","NULL","pond"
"5130","leclare lake","lake leclaire","lake"
"6033","lennard longhorns (07-11)","NULL","pond"
"7366","leslee lake","NULL","lake"
"160341","lester lake","NULL","lake"
"50","lewis branch creek","NULL","stream"
"7399","lichter pond (05-03)","NULL","pond"
"20126","linda lake","NULL","lake"
"1001131","linda lake","NULL","lake"
"6073","lindelann pond","NULL","lake"
"5185","lipsey lake","NULL","lake"
"6017","lithia ridge homeowners association (05-18)","NULL","pond"
"5984","lithia ridge homeowners association (05-19)","NULL","pond"
"51","little alafia river","NULL","stream"
"5175","little bay lake","NULL","lake"
"900","little bayou creek","bayou creek","stream"
"20196","little black lake","NULL","lake"
"52","little bullfrog creek","NULL","stream"
"20127","little como lake","NULL","lake"
"21031","little deep branch","NULL","stream"
"5039","little deer lake","NULL","lake"
"53","little fishhawk creek","NULL","stream"
"21032","little fort crawford creek","NULL","stream"
"5140","little halfmoon lake","halfmoon lake","lake"
"5114","little lake","NULL","lake"
"5178","little lake","NULL","lake"
"160617","little lake bonny","NULL","lake"
"161976","little lake victoria","NULL","lake"
"5067","little lake wilson","NULL","lake"
"54","little manatee river","NULL","stream"
"55","little manatee river - south fork","NULL","stream"
"5118","little moon lake","boyscout lake lake chapman","lake"
"54009","little sawgrass lake","NULL","lake"
"20128","little vienna lake","NULL","lake"
"5939","livingston unit 4 (95-221)","93-042 (pond eddy subdivision unit) 95-214 (livingston unit iii-a) 95-216 (livingston unit iii-b) 95-217 (livingston acres unit iii-a)","pond"
"6952","loch haven lake","NULL","lake"
"14709","lockwood 47th east pond","pond dp3-5","pond"
"14708","lockwood desoto northeast pond","pond dp3-7","pond"
"14707","lockwood ridge pond","pond dp3-6","pond"
"14898","lockwood ridge pond dp3-4","pond dp3-4","pond"
"5781","logan pond group (97-248)","NULL","pond"
"5063","loney lake","NULL","lake"
"20006","long bayou/cross bayou","NULL","bay"
"21034","long branch","NULL","stream"
"200","long flat creek","pringle branch","stream"
"5161","long lake","NULL","lake"
"51699","long lake","NULL","lake"
"1001184","long lake","NULL","lake"
"5426","long pond","hunter lake lake pond","lake"
"20129","long sun lake","NULL","lake"
"933","longbranch creek","long branch","stream"
"14716","longwood run park pond","pond dp3-17","pond"
