"waterbody id","resource name","alt. names","type"
"7518","border lake","NULL","lake"
"140104","bosse lake","NULL","lake"
"140105","bream lake","NULL","lake"
"140106","brenda lake","NULL","lake"
"140107","britt lake","NULL","lake"
"140108","bryan lake","NULL","lake"
"140015","buchan pond","NULL","lake"
"140109","buchannan lake","NULL","lake"
"140110","buck lake","NULL","lake"
"140111","buena vista lake","black lake","lake"
"142250","bull slough","NULL","lake"
"140112","bumby lake","NULL","lake"
"144056","bunker lake","NULL","lake"
"140113","burden lake","open pond","lake"
"7521","burkett lake","NULL","lake"
"130002","buscombe creek","NULL","stream"
"140116","butler lake","lake down","lake"
"140118","buynak lake","NULL","lake"
"140119","c lake","NULL","lake"
"140120","calvert lake","NULL","lake"
"136304","canal a-1","NULL","stream"
"133127","canal b-14","NULL","stream"
"132841","canal b-5","NULL","stream"
"132597","canal b-6","NULL","stream"
"133060","canal b-8","NULL","stream"
"135818","canal e-1","NULL","stream"
"131701","canal e-40","NULL","stream"
"135700","canal h-2","NULL","stream"
"132382","canal s-1","NULL","stream"
"132600","canal s-10","NULL","stream"
"133055","canal s-11","NULL","stream"
"132389","canal s-3","NULL","stream"
"132445","canal s-4","NULL","stream"
"132485","canal s-5","NULL","stream"
"131740","canal w-12","NULL","stream"
"133968","canal w-13","NULL","stream"
"140122","cane lake","lake cain","lake"
"143958","carley lake","NULL","lake"
"7840","carlton lake","NULL","lake"
"140016","carp lake","NULL","lake"
"130003","carpenter branch","NULL","stream"
"140124","carter lake","NULL","lake"
"145135","caruso lake","NULL","lake"
"140125","catherine lake","NULL","lake"
"140126","catherine lake","NULL","lake"
"140164","cathy lake","lake debra lake mirror","lake"
"140127","cawood ponds","NULL","lake"
"140018","cawood ponds northeast","NULL","lake"
"140013","cawood ponds west","NULL","lake"
"140129","cawood lake","NULL","lake"
"140130","cay dee lake","NULL","lake"
"140131","chapin lake","NULL","lake"
"140132","charity lake","NULL","lake"
"140133","charlotte lake","NULL","lake"
"140019","charter lake","charter oak lake","lake"
"140134","chase lake","NULL","lake"
"140135","chaudoin lake","smith lake","lake"
"140136","chelton lake","NULL","lake"
"140137","cherokee lake","NULL","lake"
"140138","christie lake","lake roger","lake"
"145212","christie lake","NULL","lake"
"130004","christmas creek","NULL","stream"
"146614","circle lake","NULL","lake"
"140139","claire lake","NULL","lake"
"140141","clarice lake","NULL","lake"
"140142","claudette lake","NULL","lake"
"140020","clear lake","NULL","lake"
"140021","clear water lake","NULL","lake"
"140022","club lake","NULL","lake"
"140595","club lake","NULL","lake"
"140143","cohen lake","lake coen","lake"
"140144","como lake","NULL","lake"
"140145","compton lake","NULL","lake"
"140146","concord lake","NULL","lake"
"140147","condel lake","NULL","lake"
"140121","cone lake","NULL","lake"
"140148","conway lake","NULL","lake"
"140150","copeland lake","NULL","lake"
"140152","cora lee lake","NULL","lake"
"140151","cora lake","NULL","lake"
"140023","corner lake","NULL","lake"
"140154","coronia lake","lake coroni","lake"
"140155","cortez lake","NULL","lake"
"140156","country landing lake","NULL","lake"
"130005","cowpen branch creek","NULL","stream"
"1005","cranes strand canal","NULL","stream"
"140157","crescent lake","NULL","lake"
"140025","crooked lake","NULL","lake"
"7859","crooked lake (near us 27 and us 192)","NULL","lake"
"150151","crosby island marsh","NULL","lake"
"140599","crossy pond","NULL","lake"
"140158","crowell lake","NULL","lake"
"134076","crown point creek","NULL","stream"
"140028","crystal lake","NULL","lake"
"140159","crystal lake","NULL","lake"
"143196","cypress creek","NULL","stream"
"3","cypress creek watershed","NULL","watershed"
"143387","cypress pond","NULL","lake"
"140186","cypress lake","lake estes","lake"
"140029","dallas lake","NULL","lake"
"140160","daniel lake","NULL","lake"
"140161","davis lake","NULL","lake"
"140162","davis lake","NULL","lake"
"140163","deborah lake","NULL","lake"
"7534","deep lake","dep","lake"
"144541","deep lake","NULL","lake"
"141243","delaney lake","NULL","lake"
"7536","destiny lake","des","lake"
"151862","diane lake","NULL","lake"
"150631","dillard lake","cemetery pond","lake"
"130006","disston canal","NULL","stream"
"140168","divot lake","NULL","lake"
"146520","doe lake","NULL","lake"
"144645","dollar lake","NULL","lake"
"7972","dora lake","dora west dora east","lake"
"140169","dot lake","NULL","lake"
"140170","douglas lake","NULL","lake"
"140123","dover lake","NULL","lake"
"140597","down lake","NULL","lake"
"140173","downey lake","NULL","lake"
"140174","drawdy lake","NULL","lake"
"140033","dream lake","NULL","lake"
"140175","druid lake","NULL","lake"
"8307","duda farms","NULL","lake"
"140034","dwarf lake","NULL","lake"
"146874","eagle lake","NULL","lake"
"140176","eagle lake","NULL","lake"
"131853","east orlando outfall canal","NULL","stream"
"133200","east reedy creek","NULL","stream"
"140178","ebby lake","NULL","lake"
"1006","econlockhatchee river","NULL","stream"
"140179","eleanor lake","NULL","lake"
"140180","ellenore lake","lake ellenor rattlesnake lake","lake"
"140038","emerald springs basin","NULL","lake"
"140181","emerald lake","NULL","lake"
"140182","emerald lake","NULL","lake"
"140183","eola lake","NULL","lake"
"140184","errol lake","NULL","lake"
"140185","estelle lake","NULL","lake"
"140187","eulalia lake","NULL","lake"
"140188","eva lake","NULL","lake"
"151859","eva lake","NULL","lake"
"140190","eve lake","NULL","lake"
"140191","eve lake","NULL","lake"
"140192","fair lake","NULL","lake"
"143991","fairhope lake","NULL","lake"
"140193","fairview lake","NULL","lake"
"7550","faith lake","NULL","lake"
"140195","farrar lake","NULL","lake"
"151855","fern lake","NULL","lake"
"144657","fernwood lake","goose pond","lake"
"140196","fischer lake","NULL","lake"
"140040","fish lake","little fish lake","lake"
"140197","florence lake","NULL","lake"
"140199","floy lake","NULL","lake"
"140200","floyd lake","NULL","lake"
"140201","forest lake","NULL","lake"
"140202","formosa lake","lake rowens","lake"
"130007","fourmile creek","NULL","stream"
"146893","fox lake","NULL","lake"
"144638","fran lake","NULL","lake"
"140203","francis lake","NULL","lake"
"140204","francis lake","NULL","lake"
"140205","fredrica lake","NULL","lake"
"140206","fuller lake","NULL","lake"
"143870","g lake","NULL","lake"
"151852","gabe lake","NULL","lake"
"140208","gatlin lake","NULL","lake"
"140209","gear lake","NULL","lake"
"140210","gem lake","NULL","lake"
"140211","gem lake","NULL","lake"
"140213","genie lake","NULL","lake"
"140214","gentile lake","NULL","lake"
"140215","george lake","lake barber","lake"
"140216","georgette lake","NULL","lake"
"140217","georgia lake","NULL","lake"
"140218","geyer lake","NULL","lake"
"140219","geyer lake","NULL","lake"
"140220","gibson lake","4589","lake"
"140221","gifford lake","NULL","lake"
"140222","gigi lake","NULL","lake"
"140223","giles lake","NULL","lake"
"140224","gleneagle lake","NULL","lake"
"140225","gloria lake","bay lake","lake"
"131612","goldenrod canals","NULL","stream"
"140226","good homes lake","NULL","lake"
"7908","gourd neck","NULL","lake"
"142179","grace lake","NULL","lake"
"140227","gracie lake","lake grace","lake"
"140207","grandy lake","lake gandy","lake"
"140041","grass lake","NULL","lake"
"8354","grass pond","NULL","lake"
"140228","grassmere lake","NULL","lake"
"130008","green branch","NULL","stream"
"147109","green lake","NULL","lake"
"140229","greenwood lake","NULL","lake"
"141107","gurney lake","NULL","lake"
"140231","haines lake","NULL","lake"
"140232","hall lake","NULL","lake"
"140233","hammer lake","lake hamer","lake"
"7913","hancock lake","NULL","lake"
"140234","hancock lake","NULL","lake"
"146839","harris lake","NULL","lake"
"130009","hart branch","NULL","stream"
"130010","hart branch","NULL","stream"
"143955","hart drive pond","NULL","lake"
"140235","hart lake","NULL","lake"
"140236","hartley lake","NULL","lake"
"140237","harvest lake","NULL","lake"
"150729","hawk lake","NULL","lake"
"140045","heiniger lake","NULL","lake"
"140238","helen lake","NULL","lake"
"142595","hell bays","NULL","lake"
"140239","heney lake","NULL","lake"
"140240","herman lake","NULL","lake"
"140046","hermit lake","NULL","lake"
"140241","herrick lake","NULL","lake"
"140242","hiawassee lake","NULL","lake"
"140244","hiawatha lake","NULL","lake"
"7917","hickorynut lake","little hickorynut","lake"
"144794","hidden pond","NULL","lake"
"145001","hidden springs east pond","NULL","lake"
"140051","hidden springs north pond","NULL","lake"
"142710","hidden springs west pond","NULL","lake"
"140245","highland lake","NULL","lake"
"140246","hilda lake","NULL","lake"
"140247","hill lake","NULL","lake"
"140248","holden lake","NULL","lake"
"140052","holts lake","NULL","lake"
"7575","hope lake","NULL","lake"
"140053","horseshoe lake","NULL","lake"
"140250","hourglass lake","NULL","lake"
"4","howell branch watershed","NULL","watershed"
"1009","howell creek","NULL","stream"
"140054","huckleberry lake","NULL","lake"
"140251","hugh lake","NULL","lake"
"140252","hungerford lake","NULL","lake"
"140253","ihrig lake","NULL","lake"
"140254","ingram lake","lake inghram","lake"
"140257","inwood lake","NULL","lake"
"140258","irma lake","NULL","lake"
"140259","isabel lake","NULL","lake"
"140332","island lake","lake mendsen","lake"
"140260","isleworth lake","lake palmer","lake"
"140261","ivanhoe lake","NULL","lake"
"144691","ivy lake","NULL","lake"
"143689","j.p. raquet club pond","NULL","lake"
"140263","jackson lake","NULL","lake"
"140264","jackson lake","NULL","lake"
"140265","jane lake","NULL","lake"
"140266","jean lake","NULL","lake"
"140267","jennie jewel lake","NULL","lake"
"140268","jennifer lake","NULL","lake"
"140269","jessamine lake","NULL","lake"
"140270","jewel lake","NULL","lake"
"130011","jim branch","NULL","stream"
"130012","jim creek","NULL","stream"
"140271","joanne lake","NULL","lake"
"140272","johio lake","NULL","lake"
"7935","johns lake","NULL","lake"
"130013","joshua creek","NULL","stream"
"140273","joval lake","NULL","lake"
"140274","julia lake","NULL","lake"
"140275","june lake","NULL","lake"
"140059","kasey lake","NULL","lake"
"140276","kehoe lake","NULL","lake"
"140060","kelly lake","NULL","lake"
"146559","kem lake","NULL","lake"
"140277","killarney lake","NULL","lake"
"146832","king lake","NULL","lake"
"140278","king lake","NULL","lake"
"140279","knowles lake","NULL","lake"
"140280","kozart lake","NULL","lake"
"140061","kristy lake","NULL","lake"
"144979","lake #1","NULL","lake"
"144971","lake #2","NULL","lake"
"142706","lake #3","NULL","lake"
"145012","lake #4","NULL","lake"
"133600","lake apopka canals","NULL","stream"
"5","lake apopka watershed","NULL","watershed"
"132077","lake corrine outfall canal","NULL","stream"
"6","lake hart watershed","NULL","watershed"
"140282","lancaster lake","NULL","lake"
"131442","landfill canal","NULL","stream"
"140283","lartigue lake","tub lake","lake"
"140284","lawne lake","NULL","lake"
"140285","lawsona lake","NULL","lake"
"140286","lee lake","NULL","lake"
"140287","legro lake","NULL","lake"
"140288","lenore lake","NULL","lake"
"140289","lenore lake","NULL","lake"
"140290","lerla lake","NULL","lake"
"140291","lilly lake","NULL","lake"
"140292","lily lake","NULL","lake"
"140293","linda lake","NULL","lake"
"140501","little bryan lake","NULL","lake"
"130014","little creek","NULL","stream"
"7","little econ watershed","NULL","watershed"
"1011","little econlockhatchee river","NULL","stream"
"140507","little lake barton","NULL","lake"
"140281","little lake bass","lake la grange","lake"
"151869","little lake down","NULL","lake"
"140508","little lake fairview","NULL","lake"
"140398","little lake sawyer","lake robinson","lake"
"140509","little osage lake","NULL","lake"
"143307","little pheasant lake","NULL","lake"
"140510","little sand lake","NULL","lake"
"1013","little wekiva river","NULL","stream"
"8","little wekiva watershed","NULL","watershed"
"151865","loch lomand lake","NULL","lake"
"140294","lockhart lake","lake lochart","lake"
"140511","lomond lake","loch lomond","lake"
"130015","long branch","NULL","stream"
"140512","long lake","NULL","lake"
"140295","lorine lake","NULL","lake"
"140296","lorna doone lake","NULL","lake"
"140297","lorri lake","NULL","lake"
"140513","lost cove","NULL","lake"
"140298","lotta lake","NULL","lake"
"140300","louise lake","NULL","lake"
"140301","louise lake","NULL","lake"
"140302","love lake","NULL","lake"
"140303","lovely lake","NULL","lake"
"140514","lower lake doe","NULL","lake"
"140304","lu lake","NULL","lake"
"140305","lucerne lake","NULL","lake"
"8038","lucie lake","NULL","lake"
"140308","lucien lake","NULL","lake"
"140309","lucy lake","NULL","lake"
"142058","lulu lake","NULL","lake"
"140310","luntz lake","NULL","lake"
"140311","lurna lake","NULL","lake"
"146527","luzom lake","NULL","lake"
"140312","mabel lake","NULL","lake"
"140313","mac lake","NULL","lake"
"140314","maggiore lake","NULL","lake"
"140315","maitland lake","NULL","lake"
"140516","mallard lake","NULL","lake"
"140316","mann lake","NULL","lake"
"140317","marden lake","NULL","lake"
"145385","mare prairie","NULL","lake"
"140318","mare prarie lake","lake mare prairie warren lake","lake"
"140319","margaret lake","NULL","lake"
"140320","marilyn lake","NULL","lake"
"142182","marlon lake","NULL","lake"
"140321","mars lake","NULL","lake"
"140322","marsha lake","lake louisa","lake"
"140517","marshall lake","NULL","lake"
"7610","martha lake","NULL","lake"
"143971","martin lake","NULL","lake"
"140325","mary francis lake","NULL","lake"
"140212","mary gem lake","NULL","lake"
"140326","mary jane lake","NULL","lake"
"140324","mary lake","lake mary jess","lake"
"140327","maynard lake","NULL","lake"
"140328","mccoy lake","NULL","lake"
"140329","mcdade lake","NULL","lake"
"140330","mckay lake","NULL","lake"
"140331","meadows lake","lake meadow lake sidney","lake"
"140518","medicine lake","NULL","lake"
"140014","melaleuga lagoon","NULL","lake"
"140333","mendsen lake","NULL","lake"
"140334","merril lake","NULL","lake"
"140336","michelle lake","NULL","lake"
"140338","midget lake","NULL","lake"
"130017","mill creek","NULL","stream"
"130018","mill slough","NULL","stream"
"140339","milly lake","NULL","lake"
"140340","minnehaha lake","NULL","lake"
"140341","mira lake","lake miranda","lake"
"140343","mitchell lake","NULL","lake"
"144704","mitzi lake","NULL","lake"
"140345","mizel lake","lake mizell","lake"
"140346","monterey lake","NULL","lake"
"140347","moxie lake","NULL","lake"
"151854","muck hole lake","NULL","lake"
"140519","mud lake","4745","lake"
"140520","mud lake","NULL","lake"
"140521","mud lake","NULL","lake"
"146842","mud lake","NULL","lake"
"146629","mudd lake","NULL","lake"
"140348","nally lake","NULL","lake"
"140349","nan lake","NULL","lake"
"130019","neat creek","NULL","stream"
"8118","needham lake","NULL","lake"
"140522","neighborhood lake","NULL","lake"
"141142","nichols pond","NULL","lake"
"140351","nina lake","mud lake","lake"
"140352","nina lake","NULL","lake"
"143063","no name lake south of morton jones","NULL","lake"
"140353","nona lake","NULL","lake"
"140354","notasulga lake","NULL","lake"
"147256","oak lake","NULL","lake"
"140355","odell lake","NULL","lake"
"140356","of the woods lake","NULL","lake"
"140357","ola lake","NULL","lake"
"140358","olive lake","NULL","lake"
"140359","oliver lake","NULL","lake"
"140360","olivia lake","NULL","lake"
"140361","olympia lake","NULL","lake"
"140363","opal lake","NULL","lake"
"130020","orange branch","NULL","stream"
"146589","orange lake","NULL","lake"
"140364","orlando lake","lake wekiva","lake"
"140365","orlo lake","NULL","lake"
"140523","osage lake","NULL","lake"
"140366","osceola lake","NULL","lake"
"140524","otter lake","lake fanny","lake"
"140367","overstreet lake","NULL","lake"
"144571","overstreet lake","NULL","lake"
"140368","page lake","NULL","lake"
"140525","palamino lake","NULL","lake"
"140526","palm lake","NULL","lake"
"144697","palm lake","NULL","lake"
"140369","pamela lake","NULL","lake"
"140527","panther lake","NULL","lake"
"140529","park lake","NULL","lake"
"140530","park lake","NULL","lake"
"143302","park lake","NULL","lake"
"140370","pat lake","6851","lake"
"143983","patric lake","NULL","lake"
"140371","paxton lake","NULL","lake"
"140531","peach lake","NULL","lake"
"140372","pearl east lake","lake pearl","lake"
"140373","pearl lake","NULL","lake"
"140374","pearl lake","NULL","lake"
"140375","penny lake","NULL","lake"
"140532","perch lake","NULL","lake"
"140376","petite lake","NULL","lake"
"140533","phillips ponds","NULL","lake"
"144711","phillips ponds north","NULL","lake"
"140377","phillips lake","NULL","lake"
"7636","pickett lake","pic","lake"
"140379","piedmont lake","NULL","lake"
"140535","pike lake","NULL","lake"
"140967","pike lake","NULL","lake"
"140380","pineloch lake","NULL","lake"
"143973","pinto lake","NULL","lake"
"140381","pleasant lake","NULL","lake"
"140536","pocket lake","NULL","lake"
"140383","poinsett lake","NULL","lake"
"140384","porter lake","NULL","lake"
"140537","prairie lake","NULL","lake"
"144480","prays pond","NULL","lake"
"140385","prevatt lake","NULL","lake"
"140386","price lake","NULL","lake"
"140387","prima vista lake","NULL","lake"
"144054","punch bowl lake","NULL","lake"
"140388","rabama lake","NULL","lake"
"140538","raccoon lake","NULL","lake"
"140389","reams lake","NULL","lake"
"140390","reaves lake","NULL","lake"
"140539","red lake","NULL","lake"
"151863","reed lake","NULL","lake"
"130021","reedy creek","NULL","stream"
"9","reedy creek watershed","NULL","watershed"
"140540","reedy lake","NULL","lake"
"140392","rener lake","lake renee","lake"
"8285","rex lake","NULL","lake"
"140393","rexford lake","lake scott","lake"
"140394","rhea lake","NULL","lake"
"140395","richmond lake","NULL","lake"
"1019","robert's branch","NULL","stream"
"140396","roberts lake","NULL","lake"
"140397","robin lake","NULL","lake"
"145233","robinson lake","NULL","lake"
"140541","rock lake","NULL","lake"
"130022","rock springs run","NULL","stream"
"140399","roper lake","NULL","lake"
"140400","roper lake","lake raper","lake"
"140342","rose lake","lake missal","lake"
"140401","rose lake","NULL","lake"
"140402","rose lake","NULL","lake"
"140403","rose lake","lake rose hill lake rose x","lake"
"140543","round lake","NULL","lake"
"140404","rouse lake","lake cabo","lake"
"140405","rowena lake","NULL","lake"
"140406","ruby lake","NULL","lake"
"140407","ruden lake","NULL","lake"
"140408","rurherford lake","lake rutherford","lake"
"144123","ruth lake","NULL","lake"
"148894","sadler lake","NULL","lake"
"140410","san susan lake","NULL","lake"
"143967","sanchez lake","NULL","lake"
"140411","sandra lake","NULL","lake"
"146872","sandy lagoon","NULL","lake"
"140544","sandy lake","NULL","lake"
"143834","santiago lake","NULL","lake"
"140412","sarah lake","NULL","lake"
"140545","saw grass lake","sawgrass lake","lake"
"140382","sawdust lake","lake poe","lake"
"144041","sawmill lake","NULL","lake"
"140117","sawyer lake","lake butt","lake"
"8278","scott lake","NULL","lake"
"140413","scott lake","NULL","lake"
"130023","second creek","NULL","stream"
"7656","seminary lake","sem","lake"
"140414","semmes lake","NULL","lake"
"140415","sentinel lake","NULL","lake"
"140416","serene lake","NULL","lake"
"140004","seven seas lagoon","bay lake","lake"
"140417","shadow lake","NULL","lake"
"8276","shane lake","NULL","lake"
"140418","shannon lake","NULL","lake"
"7568","sharp lake","lake hall hall 1","lake"
"140419","sharp lake","NULL","lake"
"140421","shawn lake","NULL","lake"
"140422","sheen lake","NULL","lake"
"140554","sheppard lake","NULL","lake"
"140423","sherwood lake","NULL","lake"
"130024","shingle creek","NULL","stream"
"10","shingle creek watershed","NULL","watershed"
"140555","silver lake","NULL","lake"
"140430","silver lake","NULL","lake"
"140431","sims lake","NULL","lake"
"151867","sirius lake","NULL","lake"
"140556","sky lake","NULL","lake"
"140433","sloat lake","NULL","lake"
"151856","small lake","NULL","lake"
"144496","smith lake","NULL","lake"
"145171","smith lake","NULL","lake"
"146663","snow lake","grass pond","lake"
"140557","south lake","NULL","lake"
"145869","southchase lake","NULL","lake"
"140434","spar lake","NULL","lake"
"143970","sparling lake","NULL","lake"
"151868","sparling lake","NULL","lake"
"140437","speer lake","NULL","lake"
"140438","spier lake","NULL","lake"
"140558","spinnaker bay","NULL","lake"
"143172","spot lake","NULL","lake"
"140559","spring lake","NULL","lake"
"140560","spring lake","NULL","lake"
"140561","spring lake","NULL","lake"
"1025","st. johns river","NULL","stream"
"11","st. johns river watershed","NULL","watershed"
"140439","standish lake","NULL","lake"
"140440","stanley lake","NULL","lake"
"140441","star lake","NULL","lake"
"140442","star lake","NULL","lake"
"140443","starke lake","NULL","lake"
"140435","starling lake","NULL","lake"
"140444","starlite lake","lake beggs","lake"
"140572","steer lake","NULL","lake"
"140445","steven lake","NULL","lake"
"140446","stillinger lake","NULL","lake"
"140447","story lake","NULL","lake"
"140448","suanne lake","NULL","lake"
"140449","sue lake","NULL","lake"
"140450","sumerset lake","NULL","lake"
"146757","sunset lakes pond a (tract a-4)","NULL","lake"
"146755","sunset lakes pond c","NULL","lake"
"140451","sunset lake","NULL","lake"
"140452","susannah lake","NULL","lake"
"140453","suzanne lake","NULL","lake"
"140573","swann lake","NULL","lake"
"145009","swann lake","NULL","lake"
"140454","sybelia lake","NULL","lake"
"140456","sylvan lake","NULL","lake"
"141681","tangerine lake","NULL","lake"
"140458","tanner lake","NULL","lake"
"130025","taylor creek","NULL","stream"
"140459","telfer lake","NULL","lake"
"140455","temple lake","fox croft lake","lake"
"140460","tennessee lake","NULL","lake"
"140461","terrace lake","NULL","lake"
"140462","theresa lake","NULL","lake"
"140463","tibet lake","lake tibet butler","lake"
"140464","tilden lake","black lake","lake"
"143843","timber river pond","NULL","lake"
"140465","tiny lake","NULL","lake"
"140466","todd lake","lake marion","lake"
"130026","tootoosahatchee creek","NULL","stream"
"140577","trout lake","NULL","lake"
"140467","tucker lake","NULL","lake"
"130027","turkey creek","NULL","stream"
"140581","turkey lake","NULL","lake"
"140468","turnbull lake","NULL","lake"
"140469","tuscany lake","1497","lake"
"140470","twylo lake","NULL","lake"
"140598","tyler lagoon","NULL","lake"
"140471","tyler lake","NULL","lake"
"140472","tyner lake","NULL","lake"
"140473","underhill lake","NULL","lake"
"140587","unnamed lake","NULL","lake"
"140588","upper lake doe","NULL","lake"
"140474","valerian lake","NULL","lake"
"140970","vella lake","NULL","lake"
"140476","venus lake","NULL","lake"
"140477","victor lake","NULL","lake"
"140594","village lake","NULL","lake"
"140478","vilma lake","NULL","lake"
"140479","virginia lake","NULL","lake"
"8281","vista lake","NULL","lake"
"151864","vivian lake","NULL","lake"
"140481","wade lake","NULL","lake"
"140482","walker lake","NULL","lake"
"140128","walsh pond","NULL","lake"
"140483","warren lake","NULL","lake"
"140484","waukulla lake","6058","lake"
"151861","waumpi lake","NULL","lake"
"140486","waunatta lake","NULL","lake"
"140596","wauseon bay","lake down","lake"
"146599","wauseon bay","NULL","lake"
"7679","wekiva lake","sand lake wek","lake"
"1033","wekiva river","NULL","stream"
"12","wekiva river watershed","NULL","watershed"
"142189","welch lake","NULL","lake"
"140487","weldona lake","NULL","lake"
"140488","weston lake","NULL","lake"
"140489","whippoorwill lake","barton lake","lake"
"140590","whisperwood lake","NULL","lake"
"143263","white heron lake","NULL","lake"
"140490","whitney lake","NULL","lake"
"135392","whittenhorse creek","NULL","stream"
"149876","wide cypress swamp","NULL","lake"
"140491","wilbar lake","1708","lake"
"140492","wilkins lake","lake wilkens","lake"
"140494","william davis lake","NULL","lake"
"140495","willis lake","NULL","lake"
"140496","willisara lake","NULL","lake"
"140497","winyah lake","NULL","lake"
"143744","wisper lake","NULL","lake"
"140498","witherington lake","NULL","lake"
"140592","wolf lake","NULL","lake"
"140593","world showcase lagoon","NULL","lake"
"140499","yarbo lake","NULL","lake"
"144574","yvonne lake","NULL","lake"
"140500","zell lake","NULL","lake"
