"135","hermitage amsterdam","amsterdam"
"136","internationaal instituut voor sociale geschie","amsterdam"
"137","terra maris","oostkapelle"
"138","pieter vermeulen museum","velsen"
"139","stichting museum streek- en stadsautobussen a","amsterdam"
"140","nationaal museum van speelklok tot pierement","utrecht"
"141","batavia werf","lelystad"
"142","den hartogh ford museum","hillegom"
"143","weverijmuseum geldrop","geldrop"
"144","willem de m&eacute;rode-kamer","uithuizermeeden"
"145","centrum beeldende kunst rotterdam","rotterdam"
"146","mauritshuis","den haag"
"147","zoutmuseum delden","delden"
"148","panorama mesdag","den haag"
"149","natuurmuseum frysl&acirc;n","leeuwarden"
"150","molen van sloten","amsterdam"
"151","museum marken","marken"
"152","museum buurt spoorweg","haaksbergen"
"153","witte de with","rotterdam"
"154","de vleeshal","middelburg"
"155","hunebedcentrum borger","borger"
"156","kr&ouml;ller-m&uuml;ller museum","otterlo"
"157","cultuurhistorisch museum texel","de waal (texel)"
"158","elvis presley museum","molkwerum"
"159","reclamearsenaal","amsterdam"
"160","world of silk meliskerke","meliskerke"
"161","thermenmuseum","heerlen"
"162","natuurdiorama holterberg","holten"
"163","molenmuseum","koog aan de zaan"
"164","naturalis","leiden"
"165","deltapark neeltje jans","vrouwenpolder"
"166","museum het noorderhuis","zaandam"
"167","fries landbouw museum","eernewoude"
"168","streekhistorisch museum het frerikshuus","aalten"
"169","museum betje wolff","beemster"
"170","oudheidkamer nieuwerkerk aan den ijssel","nieuwerkerk aan den ijssel"
"171","muzeeum","vlissingen"
"172","stedelijk molenmuseum de valk","leiden"
"173","maritiem en jutters museum","oudeschild (texel)"
"174","amsterdams openbaarvervoer museum","amsterdam"
"175","museum valse kunst","vledder"
"176","fruitteeltmuseum","kapelle"
"177","havenmuseum rotterdam","rotterdam"
"178","museum flehite amersfoort","amersfoort"
"179","historisch museum der koninklijke marechausse","buren"
"180","fort rammekens","ritthem"
"181","museum het oude raadhuis","urk"
"182","theo swagemakers museum","haarlem"
"183","openluchtmuseum het hoogeland","warffum"
"184","orientalis","heilig landstichting"
"185","rietveldpaviljoen","amersfoort"
"186","frans hals museum","haarlem"
"187","museum en galerie van lien","fijnaart"
"188","abel tasman kabinet","lutjegast"
"189","arsenaal","vlissingen"
"190","edams museum","edam"
"191","universiteitsmuseum utrecht","utrecht"
"192","broeker veiling","broek op langedijk"
"193","amsterdams historisch museum","amsterdam"
"194","nederlands vestingmuseum","naarden"
"195","landhuis oud-amelisweerd","bunnik"
"196","poppenspe(e)lmuseum","vorchten"
"197","nederlands bridgemuseum","leerdam"
"198","scheringa museum voor realisme","spanbroek"
"199","veenkoloniaal museum veendam","veendam"
"200","naaimachinemuseum dordrecht","dordrecht"
"201","von gimborn arboretum","doorn"
"202","historisch museum het stadhuis","nieuwpoort"
"203","museum boerhaave","leiden"
"204","klompenmuseum gebr. wietzes","eelde"
"205","streekmuseum goeree-overflakkee","sommelsdijk"
"206","ru&iuml;ne van brederode","santpoort"
"207","de beyerd","breda"
"208","poldermuseum noorden","noorden"
"209","tassenmuseum hendrikje","amsterdam"
"210","armando museum","amersfoort"
"211","botanische tuinen fort hoofddijk","utrecht"
"212","openluchtmuseum erve kots","lievelde"
"213","persmuseum","amsterdam"
"214","museon","den haag"
"215","museum vrolik","amsterdam zuidoost"
"216","nationaal beiaardmuseum asten","asten"
"217","museum bredius","den haag"
"218","maritiem museum rotterdam","rotterdam"
"219","tropenmuseum","amsterdam"
"220","museum ut olde ambacht","wehl"
"221","drents museum","assen"
"222","museum rijswijk","rijswijk"
"223","museum voor hedendaagse grafiek en glaskunst","vledder"
"224","nationaal modelspoor museum","sneek"
"225","nationaal sleepvaart museum","maassluis"
"226","kunsthal rotterdam","rotterdam"
"227","brouws museum","brouwershaven"
"228","rietveld schr&ouml;derhuis","utrecht"
"229","nederlands uitvaart museum tot zover","amsterdam"
"230","nationaal bevrijdingsmuseum 1944-1945","groesbeek"
"231","vishal","haarlem"
"232","nationaal brilmuseum","amsterdam"
"233","electrische museumtramlijn amsterdam","amsterdam"
"234","rtm tram museum stichting ouddorp","ouddorp"
"235","aboriginal art museum","utrecht"
"236","oudheidkamer historische kring liemeer","nieuwveen"
"237","kasteel heeswijk","heeswijk dinther"
"238","westlands schaatsmuseum","naaldwijk"
"239","ecoscope","renesse"
"240","gorcums museum","gorinchem"
"241","tresoar - frysk histoarysk en letterkundich s","leeuwarden"
"242","bonnefantenmuseum","maastricht"
"243","afrika museum","berg en dal"
"244","theatermuseum","amsterdam"
"245","archeon","alphen aan den rijn"
"246","woonbootmuseum","amsterdam"
"247","simon van gijn","dordrecht"
"248","historisch museum bleiswijk","bleiswijk"
"249","sieboldhuis","leiden"
"250","ajax museum","amsterdam"
"251","liberty park","overloon"
"252","marinemuseum","den helder"
"253","kunsthuis syb","beetsterzwaag"
"254","museum geelvinck hinlopen huis","amsterdam"
"255","de burghse schoole","burgh-haamstede"
"256","maritiem museum","zierikzee"
"257","museum van bommel van dam","venlo"
"258","watersnoodmuseum","ouwerkerk"
"259","museumspoorlijn s&middot;t&middot;a&middot;r","stadskanaal"
"260","hollands kaasmuseum","alkmaar"
"261","stedelijk museum alkmaar","alkmaar"
"262","goemanszorg","dreischor"
"263","jenevermuseum","schiedam"
"264","kasteel groeneveld","baarn"
"265","kasteel radboud","medemblik"
"266","streekmuseum hoeksche waard","heinenoord"
"267","archeologisch museum","aardenburg"
"268","stedelijk museum zwolle","zwolle"
"269","stadsmuseum woerden","woerden"
"270","maliebeeld","den haag"
"271","oale meestershuus","slagharen"
"272","anton pieck museum","hattem"
"273","scouting museum  de ducdalf","rotterdam"
"274","kasteel-raadhuis dussen","dussen"
"275","odapark","venray"
"276","grafisch museum groningen","groningen"
"277","steenkolenmijn valkenburg","valkenburg aan de geul"
"278","burcht te wedde","wedde"
"279","van gogh museum","amsterdam"
"280","audax textielmuseum tilburg","tilburg"
"281","haags historisch museum","den haag"
"282","museumschip hudson","maassluis"
"283","nederlands fotomuseum","rotterdam"
"284","stoomgemaal halfweg","halfweg"
"285","het bolwerk - museum voor de staats-spaanse l","ijzendijke"
"286","groninger museum","groningen"
"287","museum de vier ambachten","hulst"
"288","museumhaven zierikzee","zierikzee"
"289","stroom","den haag"
"290","schelpen museum","zaamslag"
"291","openluchtmuseum de duinhuisjes","westvoorne"
"292","kinderboekenmuseum","den haag"
"293","21rozendaal","enschede"
"294","het kattenkabinet","amsterdam"
"295","gevangenpoort","den haag"
"296","stoomtrein borsele-goes","goes"
"297","letterkundig museum","den haag"
"298","stedelijk museum schiedam","schiedam"
"299","nederlands instituut voor mediakunst","amsterdam"
"300","stedelijk museum bureau amsterdam (smba)","amsterdam"
"301","nationaal rijtuigmuseum","leek"
"302","stedelijk museum vianen","vianen"
"303","allard pierson museum","amsterdam"
"304","bierreclame museum","breda"
"305","filmmuseum","amsterdam"
"306","veluws streekmuseum hagedoorns plaatse","epe"
"307","museum maarssen","maarssen"
"308","nederlands watermuseum","arnhem"
"309","museum wierdenland","ezinge"
"310","nederlands steendrukmuseum","valkenswaard"
"311","museum opsterl&acirc;n","gorredijk"
"312","museum het domein","sittard"
"313","nederlands stoommachinemuseum","medemblik"
"314","museum de pont","tilburg"
"315","museum meermanno","den haag"
"316","museum nusantara","delft"
"317","verzetsmuseum zuid-holland","gouda"
"318","natuurmuseum brabant","tilburg"
"319","westfries museum","hoorn"
"320","muzeeaquarium delfzijl","delfzijl"
"321","cosmos ontdekcentrum","dinkelland"
"322","sint willibrords abdij","doetinchem"
"323","museum de zwarte tulp","lisse"
"324","museum lambert van meerten","delft"
"325","geldmuseum","utrecht"
"326","lange jan","middelburg"
"327","laagveenderij it damsh&ucirc;s museum","nij beets"
"328","streekmuseum de acht zaligheden","eersel"
"329","rien poortvliet museum","middelharnis"
"330","museum stoomtram hoorn-medemblik","hoorn"
"331","artis","amsterdam"
"332","kinderwereld speelgoedmuseum","roden"
"333","sint bernardushof","aduard"
"334","museum de paviljoens","almere"
"335","atlas van stolk","rotterdam"
"336","amelander brandspuithuuske","nes (ameland)"
"337","pianola museum","amsterdam"
"338","bibliotheca philosophica hermetica","amsterdam"
"339","legermuseum","delft"
"340","panoven","zevenaar"
"341","swartwoude","buren (ameland)"
"342","het dolhuys","haarlem"
"343","vliegend museum seppe","bosschenhoofd"
"344","historisch museum rotterdam","rotterdam"
"345","natuurhistorisch museum de peel","asten"
"346","van abbemuseum","eindhoven"
"347","museum jan cunen","oss"
"348","rijksmuseum amsterdam","amsterdam"
"349","nederlands architectuurinstituut","rotterdam"
"350","nederlands leder- en schoenenmuseum","waalwijk"
"351","natuurmuseum ameland","nes (ameland)"
"352","gemeentemuseum helmond","helmond"
"353","museummolen schermerhorn","schermerhorn"
"354","wereldmuseum rotterdam","rotterdam"
"355","noordbrabants museum","s-hertogenbosch"
"356","kunstlocatie w&uuml;rth","s-hertogenbosch"
"357","museum korps rijdende artillerie","t harde"
