"ystads konstmuseum","ystad","distriktsmuseum med sørsvensk og dansk 1800- og 1900-talls kunst"
"zornmuseet","mora","museum viet anders zorns arbeider samt en rekke andre kunstverk"
"östasiatiska museet","stockholm","kunst og kunsthåndverk fra kina japan korea og india"
"NULL","NULL","NULL"
"finland","NULL","NULL"
"aaltonen- museet","turku","skulptur"
"ateneum","helsinki","finsk billedkunst 1750-1950"
"kiasma","helsinki","samtidskunst"
"NULL","NULL","NULL"
"danmark","NULL","NULL"
"aros aarhus kunstmuseum","århus","billedkunst fra 1700-tallet og frem til i dag"
"arken museum for moderne kunst","køge bugt","samtidskunst"
"esbjerg kunstforenings samling","esbjerg","moderne dansk kunst"
"herning kunstmuseum","herning","moderne kunst og skulpturpark"
"den hirschsprungske samling","københavn","dansk kunst fra 1800- og begynnelsen av 1900-tallet"
"j. f. willumsens museum","frederikssund","j. f. willumsens maleri grafikk keramikk og skulptur"
"ny carlsberg glyptotek","københavn","dansk og fransk 1800- og 1900-tallsskulptur og -maleri; egyptisk gresk romersk og etruskisk skulptur"
"kastrupgårdsamlingen","kastrup","nyere billedkunst og grafikk"
"louisiana","humlebæk","dansk og internasjonal samtidskunst"
"nordjyllands kunstmuseum","aalborg","dansk og internasjonal moderne kunst"
"ordrupgaardsamlingen","charlottenlund","fransk og dansk kunst på 1800- og 1900-tallet"
"statens museum for kunst","københavn","skandinavisk 1800- og 1900-tallsmaleri; eldre og nyere europeisk maleri tegninger grafikk"
"randers kunstmuseum","randers","dansk og utenlandsk billedkunst fra 1800 til i dag"
"ribe kunstmuseum","ribe","eldre dansk kunst gullaldermalerne og skagens malerne samt tidlig 1900-talls kunst"
"rosenborg slot","københavn","kunsthåndverk kongekroner m.m."
"silkeborg kunstmuseum","silkeborg","asger jorns kunstsamling med egne og andre kunstneres arbeider hovedsakelig 1900-tall"
"skagens museum","skagen","billedkunst av skagenkunstnerne 1830-1930"
"skive kunstmuseum","skive","moderne dansk billedkunst"
"sønderjyllands kunstmuseum","tønder","moderne dansk kunst med hovedvekt på surrealismen"
"thorvaldsens museum","københavn","bertel thorvaldsens skulpturer"
"vestsjællands kunstmuseum","sorø","billedkunst fra middelalder til i dag"
"NULL","NULL","NULL"
"tyskland","NULL","NULL"
"alte nationalgalerie","berlin","billedkunst med hovedvekt på 1800-tallet"
"alte pinakothek","münchen","eldre europeisk malerkunst (1300- t.o.m. 1700-tallet)"
"antikensammlung","berlin","billedkunst fra antikken"
"bauhaus-archiv/museum für gestaltung","berlin","billedkunst og arkitektur knyttet til bauhaus 1919-33"
"bode museum – sttaatliche museen","berlin","skulpturer og bysantinsk kunst"
"brücke-museum","berlin","samling av kunst laget av gruppen die brücke (1905-14)"
"deutsche guggenheim berlin","berlin","moderne kunst"
"gemäldegalerie (dahlem)","berlin","europeisk maleri 1200-1700-tallet"
"hamburger kunsthalle","hamburg","billedkunst fra middelalderen til i dag"
"kunstmuseum bonn","bonn","tysk kunst etter 1945"
"museum ludwig","köln","1900-tallskunst"
"neue nationalgalerie","berlin","billedkunst fra 1900-tallet"
"neue pinakothek","münchen","europeisk 1800-tallsmaleri"
"neue sammlung die","münchen","moderne kunst kunsthåndverk og industridesign"
"pergamonmuseet","berlin","pergamonalteret"
"museum dahlem","berlin","indisk islamsk og østasiatisk kunst; europeisk maleri fra 1200- t.o.m. 1700-tallet"
"skulpturensammlung","berlin","skulptur fra 200-tallet e. kr. til 1800-tallet"
"vitra design museum","weil am rhein","moderne design"
"wallraf-richartz- museum","köln","europeisk maleri fra tidlig middelalder til 1900-tallet"
"museum folkwang","essen","1800- og 1900-tallskunst; fotografi plakatkunst"
"NULL","NULL","NULL"
"østerrike","NULL","NULL"
"albertina graphische sammlung","wien","verdens største grafikksamling"
"kunsthistorisches museum","wien","billedkunst fra antikken til barokken"
"museum modernes kunst","NULL","NULL"
"stiftung ludwig","wien","moderne billedkunst"
"NULL","NULL","NULL"
"nederland","NULL","NULL"
"rijksmuseum","amsterdam","nederlandsk og europeisk maleri fra middelalderen og fremover; kobberstikk skulptur islamsk kunst"
"stedelijk museum","amsterdam","moderne kunst og samtidskunst"
"rembrandthuis (museum het)","amsterdam","rembrandts grafikk"
"rijksmuseum kröller-müller","otterloo","maleri og skulptur fra 1860 og fremover"
"van gogh museum","amsterdam","museum viet vincent van gogh."
"NULL","NULL","NULL"
"belgia","NULL","NULL"
"koninklijk museum voor schone kunsten","antwerpen","europeisk billedkunst fra renessansen til i dag"
"musée d'art ancien","brussel","billedkunst fra renessansen til og med 1800-tallet"
"musée d'art moderne","brussel","billedkunst fra 1900-tallet"
"musées royaux des beaux-arts de belgique","brussel","maleri tegning og skulptur fra 1400- t.o.m. 1900-tallet vesentlig flamsk og belgisk"
"museum voor schone kunsten","ghent","flamsk kunst fra 1300-tallet til i dag"
"rubenshuis","antwerpen","rubens hjem med en del av hans kunst"
"NULL","NULL","NULL"
"luxembourg","NULL","NULL"
"musée national d'histoire et d'art","luxembourg","eldre og nyere billedkunst"
"NULL","NULL","NULL"
"frankrike","NULL","NULL"
"arc-musée d'art moderne de la ville paris","paris","moderne billedkunst med hovedvekt på samtidskunst"
"musée des arts décoratifs","paris","kunsthåndverk og design"
"musée du louvre","paris","skulptur maleri m.m. fra oldtiden til ca. 1850"
"musée d'orsay","paris","fransk maleri skulptur og kunsthåndverk fra tiden 1848-1914"
"musée du petit palais","paris","billedkunst fra antikken til omkring 1925"
"musée guimet","paris","asiatisk kunst og kunsthåndverk"
"musée national de l'orangerie","paris","billedkunst 1880-1930"
"musée picasso","paris","museum viet pablo picassos kunst"
"musée rodin","paris","museum viet auguste rodins skulpturer"
"pompidou-senteret/musee national d'art moderne","paris","maleri skulptur tegning og grafikk fra 1900-tallet; fotografi film arkitektur design"
"NULL","NULL","NULL"
"storbritannia","NULL","NULL"
"baltic centre for contemporary art","newcastle","samtidskunst"
"british museum","london","egyptisk gresk og romersk kunst fra oldtiden og antikken"
"courtauld galleries","london","billedkunst fra gamle mestere til impresjonisme"
"gallery of modern art","glasgow","billedkunst og design etter 1945"
"national gallery","london","europeisk maleri fra 1200- t.o.m. 1800-tallet"
"national gallery of scotland","edinburgh","billedkunst fra renessansen til i dag"
"national portrait gallery","london","museum viet portrettkunst"
"tate britain","london","1900-tallsmaleri og -skulptur"
"tate liverpool","liverpool","britisk kunst fra ca.1500 til i dag internasjonal moderne kunst"
"tate st. ives","st. ives","moderne billedkunst"
"tate modern","london","internasjonal kunst samtidskunst"
"the victoria and albert museum","london","skulptur keramikk porselen tekstil møbelkunst m.m. fra alle tider"
"wallace collection","london","europeisk billedkunst fra renessansen til 1800-tallet"
"NULL","NULL","NULL"
"irland","NULL","NULL"
"national gallery of ireland","dublin","eldre og nyere billedkunst"
"NULL","NULL","NULL"
"italia","NULL","NULL"
"accademia","venezia","veneziansk billedkunst"
"accademia brera","milano","billedkunst fra renessansen og barokken"
"bargello museo nazional del","firenze","skulptur fra renessansen"
"collezione guggenheim","venezia","moderne billedkunst"
"galleria borghese","roma","skulptur og maleri med hovedvekt på renessanse og barokk"
"galleria dell'accademia","firenze","skulptur fra renessansen"
"galleria nationale d'arte","roma","renessanse og barokkmalerier"
"musei capitolini","roma","klassisk skulptur og maleri samt renessanse og barokk"
"museo dell'opera del duomo","firenze","skulptur fra renessansen"
"museo nazionale archeologico","napoli","klassisk skulptur funn fra pompeii og herculaneum"
"museo nazionale romano","roma","kunst fra antikken"
"palazzo pitti","firenze","italiensk renessanse- og barokkmaleri samtidskunst"
"uffizi-galleriene","firenze","italiensk renessansekunst"
"vatikanmuseet","roma","pavens kunst- og antikvitetssamlinger"
"villa giulia","NULL","NULL"
"museo nationale etrusco","roma","etruskisk kunst og kultur"
"NULL","NULL","NULL"
"hellas","NULL","NULL"
"arkeologisk museum","heraklion kreta","minoisk kunst"
"nasjonalmuseet","athen","antikk kunst"
"NULL","NULL","NULL"
"spania","NULL","NULL"
"centro de arte reina sofía","madrid","moderne kunst med picasso dalí gris miró m.fl."
"fundacío antoni tàpies","barcelona","museum viet antoni tàpies' kunst"
"fundacío joan miró","barcelona","museum viet joan mirós kunst"
"guggenheim museum bilbao","bilbao","samtidskunst"
"museu d'art contemporari de barcelona","barcelona","samtidskunst"
"museu picasso","barcelona","museum viet pablo picassos kunst"
"museo lázaro galdiano","madrid","spansk gullalder og britisk 1700- og 1800-tall"
"palacio villahermosa/museo thyssen-bornemisza","madrid","billedkunst fra 1400- og 1500-tallet til 1900-talls kunst"
"pradomuseet","madrid","spansk og annen europeisk billedkunst fra renessansen til 1800-tallet"
"real academia de bellas artes","NULL","NULL"
"de san fernando","madrid","spansk 1600- 1700- og 1800-talls malerier"
"NULL","NULL","NULL"
"portugal","NULL","NULL"
"gulbenkian-museet","lisboa","eldre kunst og kunsthåndverk"
"NULL","NULL","NULL"
"russland","NULL","NULL"
"eremitasjon","st. petersburg","tsarens kunst- og antikvitetssamlinger"
"pusjkinmuseet","moskva","russisk og utenlandsk billedkunst"
"tretjakovgalleriet","moskva","russisk kunst fra middelalderen til 1900-tallet"
"NULL","NULL","NULL"
"egypt","NULL","NULL"
"egypts nasjonalmuseum","kairo","egyptisk kunst og oldsaker"
"NULL","NULL","NULL"
"tunisia","NULL","NULL"
"bardo-museet","tunis","oldtidsfunn romerske mosaikker m.m"
"NULL","NULL","NULL"
"usa","NULL","NULL"
"art institute of chicago","chicago","franske impresjonister 1900-tallskunst"
"j. paul getty museum (i getty center)","los angeles","kunst og kunsthåndverk fra antikken til i dag"
"metropolitan museum of art","new york","fra egyptisk og asiatisk oldtidskunst til 1900-tallets maleri og skulptur; klær våpen musikkinstrumenter møbler"
"museum of american art","washington d.c.","amerikansk billedkunst fra kolonitiden til i dag"
"museum of fine art","boston","amerikansk europeisk og orientalsk billedkunst"
"museum of modern art","new york","1900-tallets kunst; design fotografi arkitektur"
"national gallery of art","washington d.c.","eldre og nyere billedkunst"
"philadelphia museum of art","philadelphia","amerikansk billedkunst impresjonisme og postimpresjonister"
"phillips collection","washington d.c.","moderne billedkunst"
"solomon r. guggenheim museum","new york","impresjonistisk og modernistisk maleri og skulptur"
"whitney museum of american art","new york","amerikansk 1900-tall"
"NULL","NULL","NULL"
"japan","NULL","NULL"
"tokyo nasjonalmuseum","tokyo","japansk kinesisk og indisk maleri skulptur keramikk tekstil m.m.; arkeologisk utstilling"
