"gallienus","emperor","253 - 268 a.d.","NULL"
"saloninus","emperor","259 a.d.","NULL"
"macrianus","usurper in the east","260 - 261 a.d.","NULL"
"quietus","usurper in the east","260 - 261 a.d.","NULL"
"postumus","rebel emperor in gaul&nbsp;","259 - 268 a.d.","NULL"
"laelianus&nbsp;","rebel emperor in gaul&nbsp;","268 a.d.","NULL"
"marius&nbsp;","rebel emperor in gaul&nbsp;","268 a.d.","NULL"
"victorinus","rebel emperor in gaul&nbsp;","268 - 270 a.d.","NULL"
"tetricus i&nbsp;","rebel emperor in gaul&nbsp;","270 - 273 a.d.","NULL"
"tetricus ii","rebel emperor in gaul&nbsp;","270 - 273 a.d.","NULL"
"claudius gothicus ii","emperor","268 - 270 a.d.","NULL"
"quintillius&nbsp;","emperor","270 a.d.","NULL"
"aurelianus","emperor","270 - 275 a.d.","NULL"
"valabathus dux romanorum","ruler of palmyra","271 - 272 a.d.","NULL"
"tacitus&nbsp;","emperor","275 - 276 a.d.","NULL"
"florianus","emperor","276 a.d.","NULL"
"probus&nbsp;","emperor","276 - 282 a.d.","NULL"
"carus","emperor&nbsp;","282 - 283 a.d.","NULL"
"carinus&nbsp;","emperor&nbsp;","283 - 285 a.d.","NULL"
"numerianus","emperor&nbsp;","283 - 284 a.d.","NULL"
"carausius&nbsp;","rebel emperor in britain","287 - 293 a.d.","NULL"
"allectus","emperor&nbsp;","293 - 296 a.d.","NULL"
"diocletian&nbsp;","emperor&nbsp;","284 - 305 a.d.","NULL"
"maximianus","emperor&nbsp;","286 - 305 + 306 - 308 a.d.","NULL"
"galerius","emperor","305 - 311 a.d.","NULL"
"constantius i (chlorus)&nbsp;","emperor","305 - 306 a.d.","NULL"
"severus ii","emperor&nbsp;","306 - 307 a.d.","NULL"
"maximinus","emperor&nbsp;","309 - 313 a.d.","NULL"
"constantine i (the great)","emperor&nbsp;","306 - 337 a.d.","NULL"
"maxentius","emperor","306 - 312 a.d.","NULL"
"romulus&nbsp;","caesar","died - 309 a.d.","NULL"
"licinius i","emperor","308 - 324 a.d.","NULL"
"licinius ii","caesar","317 - 324 a.d.","NULL"
"crispus","caesar&nbsp;","317 - 326 a.d.","NULL"
"delmatius&nbsp;","caesar","335 - 337 a.d.","NULL"
"hanniballinus&nbsp;","rex","335 - 337 a.d.","NULL"
"constantine ii","emperor","337 - 340 a.d.","NULL"
"constans","emperor","337 - 350 a.d.","NULL"
"constantius ii","emperor&nbsp;","337 - 361 a.d.","NULL"
"constantius gallus&nbsp;","caesar","351 - 354 a.d.","NULL"
"magnentius&nbsp;","emperor&nbsp;","350 - 353 a.d.","NULL"
"decentius&nbsp;","caesar","351 - 353 a.d.","NULL"
"vetranio","loyal usurper","350 a.d.","NULL"
"julian ii (the apostate)&nbsp;","emperor","361 - 363 a.d.","NULL"
"jovian&nbsp;","emperor&nbsp;","363 - 364 a.d.","NULL"
"valentinian i","emperor","364 - 375 a.d.","NULL"
"valens&nbsp;","emperor","364 - 378 a.d.","NULL"
"procopius&nbsp;","usurper&nbsp;","365 - 366 a.d.","NULL"
"gratian","emperor&nbsp;","367 - 383 a.d.","NULL"
"valentinian","emperor&nbsp;","375 - 392 a.d.","NULL"
"eugenius","emperor&nbsp;","394 a.d.","NULL"
"magnus maximus","emperor","383 - 388 a.d.","NULL"
"theodosius i (the great)&nbsp;","emperor","379 - 395 a.d.","NULL"
"honorius","emperor","395 - 423 a.d.","NULL"
"arcadius","emperor","395 - 408 a.d.","NULL"
"constantine iii","emperor","407 - 411 a.d.","NULL"
"constans ii&nbsp;","emperor","408 - 411 a.d.","NULL"
"constantius iii","emperor","411 a.d.","NULL"
"priscus attalus&nbsp;","puppet emperor","409 - 410 &amp; 414 - 415a.d.","NULL"
"johannes","usurper","423 - 425 a.d.","NULL"
"theodosius ii","emperor","402 - 450 a.d.","NULL"
"valentinian iii&nbsp;","emperor","425 - 455 a.d.","NULL"
"marcian","emperor","450 - 457 a.d.","NULL"
"petronius maximus&nbsp;","emperor","455 a.d","NULL"
"avitus&nbsp;","emperor","456 - 457 a.d.","NULL"
"leo i&nbsp;","emperor","457 - 474 a.d.","NULL"
"majorian","emperor","457 - 461 a.d.","NULL"
"minor 5th century western emperors","NULL","461 - 480 a.d.","NULL"
"romulus augustus&nbsp;","emperor","475 - 476 a.d.","NULL"
"zeno&nbsp;","emperor&nbsp;","474 - 491 a.d.","NULL"
"anastasius&nbsp;","emperor&nbsp;","491 - 518 a.d.","NULL"
"justin i&nbsp;","emperor&nbsp;","518 - 527 a.d.","NULL"
"justinian&nbsp;","emperor","527&nbsp; - 565 a.d.","NULL"
