"virginia polytechnic institute and state university (virginia tech)","state schools","51600","91500"
"university of massachusetts (umass) - lowell","state schools","49200","91400"
"king's college","private non-profit","34700","91100"
"pomona college","liberal arts","47000","91100"
"university of california at los angeles (ucla)","state schools","49200","91100"
"university of california santa barbara (ucsb)","state schools party schools","47300","91000"
"assumption college","private non-profit","45300","90900"
"san jose state university (sjsu)","state schools","50900","90900"
"stony brook university","state schools","48200","90900"
"hobart william smith colleges","liberal arts","43200","90600"
"university of california irvine (uci)","state schools","44800","90600"
"university of colorado - boulder (ucb)","state schools party schools","45900","90400"
"fordham university","private research universities","45100","90300"
"occidental college","liberal arts","42200","90300"
"university of virginia (uva)","state schools","49500","90300"
"wheaton college massachusetts","liberal arts","40900","90300"
"muhlenberg college","liberal arts","41700","90100"
"hofstra university","private research universities","45800","90000"
"university of maryland (umd)","state schools party schools","49500","89800"
"kenyon college","liberal arts","40200","89700"
"lawrence university","liberal arts","37900","89700"
"saint mary's college of california","private non-profit","45700","89600"
"st. lawrence university","liberal arts","42100","89600"
"university of texas (ut) - austin","state schools party schools","48200","89500"
"kettering university","engineering","56500","89400"
"boston university","private research universities","46000","88900"
"colby college","liberal arts","43500","88900"
"providence college","private non-profit","44900","88900"
"michigan technological university","state schools engineering","53000","88800"
"trinity college","liberal arts","47200","88800"
"university of california riverside (ucr)","state schools","43900","88800"
"florida institute of technology (florida tech)","private research universities engineering","53700","88700"
"wagner college","private non-profit","45800","88700"
"george mason university","state schools","48800","88600"
"new york university (nyu)","private research universities","47700","88500"
"university of washington (uw)","state schools","46700","88400"
"northwestern university","private research universities","49900","88300"
"american university washington d.c.","private research universities","40800","88000"
"st. thomas aquinas college","private non-profit","36600","88000"
"loyola marymount university","private non-profit","44100","87900"
"gonzaga university","private non-profit","44200","87700"
"pace university","private research universities","48800","87700"
"university of redlands","private non-profit","46100","87700"
"washington university in st. louis","private research universities","51200","87700"
"pratt institute","arts & design","42000","87500"
"westmont college","liberal arts","35600","87400"
"denison university","liberal arts","40600","87200"
"new york institute of technology (nyit)","private non-profit","47900","87200"
"rhodes college","liberal arts","38400","87200"
"samford university","private research universities","37600","87200"
"wheaton college illinois","liberal arts","38300","87200"
"university of california davis (uc davis)","state schools","47600","87100"
"university of san francisco (usf)","private research universities","49500","87100"
"binghamton university","state schools","49700","87000"
"drake university","private non-profit","41800","86900"
"oregon state university (osu)","state schools","44600","86900"
"brigham young university (byu)","private research universities","47400","86800"
"purdue university","state schools","50900","86600"
"milwaukee school of engineering","engineering","54100","86500"
"adelphi university","private research universities","43400","86400"
"franklin and marshall college","liberal arts","44700","86400"
"university of michigan","state schools","50100","86400"
"bradley university","private non-profit","45800","86300"
"lawrence technological university","engineering","49100","86300"
"merrimack college","liberal arts","43800","86100"
"gettysburg college","liberal arts","44600","86000"
"university of portland","private non-profit","47700","85900"
"clemson university","state schools","47300","85800"
"hampden-sydney college","liberal arts","46300","85800"
"christian brothers university","private non-profit","40800","85700"
"butler university","private non-profit","41000","85500"
"depauw university","party schools liberal arts","41300","85500"
"miami university","state schools","46000","85500"
"pacific university","private research universities","50500","85500"
"texas tech university","state schools","46500","85500"
"wellesley college","liberal arts","40700","85500"
"university of rochester","private research universities","44200","85400"
"marquette university","private research universities","46200","85200"
"southern methodist university (smu)","private research universities","45400","85200"
"university of illinois at chicago","state schools","44700","85200"
"wentworth institute of technology","engineering","53200","85200"
"louisiana tech university","state schools","43300","85100"
"syracuse university","private research universities","45800","85100"
"university of san diego (usd)","private research universities","44500","85100"
"auburn university","state schools","42200","85000"
"connecticut college","liberal arts","44000","85000"
"university of dayton","private research universities","45900","85000"
"long island university","private research universities","45100","84900"
"rhode island school of design (risd)","arts & design","41900","84900"
"bryant university","private non-profit","48500","84800"
"university of scranton","private non-profit","46300","84800"
"university of tulsa","private research universities","47500","84800"
"university of wisconsin (uw) - madison","state schools party schools","46900","84800"
"vassar college","liberal arts","42000","84800"
"northeastern university","private research universities","49800","84700"
"oberlin college","liberal arts","39200","84700"
"saint anselm college","liberal arts","44700","84600"
"california state university (csu) chico","state schools","45700","84400"
"university of connecticut (uconn)","state schools","48500","84400"
"university of richmond","liberal arts","47300","84300"
"iona college","private non-profit","44500","84200"
"rider university","private non-profit","40800","84100"
"james madison university (jmu)","state schools","44900","83800"
"pennsylvania state university (psu)","state schools party schools","48300","83700"
"tulane university","private research universities","45000","83700"
"touro college (new york)","private non-profit","53200","83600"
"trinity university","private non-profit","44700","83600"
"baruch college","state schools","49000","83400"
"university of delaware","state schools","46800","83400"
"saint joseph's university (sju) philadelphia","private non-profit","46100","83300"
"st. olaf college","liberal arts","40700","83300"
"baylor university","private research universities","43100","83200"
"brandeis university","private research universities","45800","83200"
"montana tech of the university of montana","state schools engineering","55200","83200"
"north carolina state university (ncsu)","state schools","46500","83200"
"pepperdine university","private research universities","44600","83200"
"university of colorado - denver","state schools","43200","83200"
"reed college","liberal arts","41000","83100"
"emory university","private research universities","45400","83000"
"california state university long beach (csulb)","state schools","42400","82900"
"san diego state university (sdsu)","state schools","43500","82800"
"university of rhode island (uri)","state schools","45700","82700"
"california state university sacramento (csus)","state schools","43800","82600"
"allegheny college","liberal arts","43300","82500"
"grinnell college","liberal arts","43300","82500"
"monmouth university","private non-profit","41100","82400"
"west virginia university institute of technology (wvu tech)","state schools","45700","82300"
"california state university northridge (csun)","state schools","42900","82200"
"grove city college","liberal arts","43400","82100"
"john carroll university","private non-profit","42200","82100"
"rochester institute of technology (rit)","engineering","52200","82100"
"siena college","liberal arts","42500","82100"
"catholic university of america","private research universities","44300","82000"
"city college of new york (ccny)","state schools","47700","82000"
"ithaca college","private non-profit","40300","82000"
"north dakota state university (ndsu)","state schools","45400","81900"
"queens college","state schools","41300","81800"
"st. john fisher college (rochester)","private non-profit","36600","81800"
"university of minnesota","state schools","45200","81800"
"university of california santa cruz (ucsc)","state schools","42900","81700"
"university of arizona","state schools","45400","81600"
"university of maryland university college (umuc)","state schools","48600","81600"
"washington state university (wsu)","state schools","43700","81600"
"western new england college","private non-profit","43800","81600"
"lamar university","state schools","42100","81500"
"depaul university","private research universities","43500","81400"
"louisiana state university (lsu)","state schools","44100","81400"
"st. mary's university texas","private non-profit","43200","81400"
"north central college","private non-profit","38500","81300"
"california state university fullerton (csuf)","state schools","42100","81200"
"colorado college (cc)","liberal arts","38600","81200"
"creighton university","private non-profit","42400","81200"
"macalester college","liberal arts","43400","81200"
"southern polytechnic state university","state schools engineering","47300","81200"
"university of alabama at huntsville (uah)","state schools","46500","81200"
"wilkes university","private non-profit","45300","81200"
"fairleigh dickinson university (fdu)","private non-profit","44200","81100"
"school of visual arts (sva) nyc","private for-profit arts & design","43900","81100"
"elizabethtown college","private non-profit","40800","81000"
"norwich university","private non-profit","47100","81000"
"oregon institute of technology (oit)","state schools","53600","81000"
"clark university","private research universities","39000","80900"
"michigan state university (msu)","state schools party schools","43800","80900"
"iowa state university","state schools","44900","80800"
"west virginia university (wvu)","state schools party schools","45400","80800"
"dowling college","private non-profit","42800","80700"
"university of florida (uf)","state schools party schools","45300","80700"
"university of alabama tuscaloosa","state schools party schools","41100","80600"
"xavier university cincinnati","private non-profit","44200","80600"
"furman university","liberal arts","38900","80400"
"marist college","private non-profit","44000","80400"
"university of kansas","state schools","42500","80400"
"seton hall university","private research universities","47800","80300"
"trine university","private non-profit","46500","80300"
"university of iowa (ui)","state schools party schools","41700","80300"
"national university","private non-profit","49000","80200"
"the college of new jersey (tcnj)","state schools","44400","80200"
"hillsdale college","liberal arts","40000","80100"
"arizona state university (asu)","state schools","44500","79900"
"gustavus adolphus college","liberal arts","39900","79900"
"loma linda university","private non-profit","64600","79900"
"university of maryland baltimore county (umbc)","state schools","50400","79900"
"ursinus college","liberal arts","43000","79900"
"university of massachusetts (umass) - amherst","state schools","46000","79800"
"seattle pacific university (spu)","private non-profit","38800","79700"
"alfred university","private non-profit","45200","79600"
"thomas jefferson university","private non-profit","59800","79600"
"university of hartford","private research universities","44400","79600"
"university of pittsburgh","state schools","43800","79600"
"millsaps college","liberal arts","40400","79500"
"western washington university","state schools","41600","79500"
"indiana university (iu) bloomington","state schools party schools","41500","79400"
"mount holyoke college","liberal arts","40700","79400"
"san francisco state university (sfsu)","state schools","46200","79400"
"university of georgia (uga)","state schools party schools","41000","79400"
"embry-riddle aeronautical university (erau)","private non-profit","54500","79300"
"saint mary's college of maryland","state schools liberal arts","41700","79300"
"concordia university at irvine","private non-profit","37800","79200"
"molloy college","private non-profit","64000","79200"
"towson university","state schools","41400","79200"
"university of north carolina at chapel hill (unc)","state schools","42100","79200"
"university of oklahoma","state schools","44300","79200"
"university of oregon","state schools","39700","79200"
"albion college","liberal arts","38500","79100"
"quinnipiac university","private non-profit","46200","79000"
"stetson university","private non-profit","38400","79000"
"california state university east bay (csueb)","state schools","47900","78900"
"university of denver","private research universities","41900","78900"
"university of idaho","state schools","43000","78900"
"whitman college","liberal arts","41000","78800"
"barnard college - columbia university","liberal arts","43200","78700"
"chapman university","private non-profit","41100","78700"
"university of miami (um)","private research universities","46400","78700"
"widener university","private research universities","51400","78700"
"pacific lutheran university","private non-profit","43600","78600"
"ramapo college of new jersey","state schools","41600","78600"
"university of puget sound","liberal arts","42900","78600"
"state university of new york (suny) at albany","state schools","42600","78400"
"biola university","private research universities","40000","78300"
"howard university","private research universities","43700","78300"
"ohio state university (osu)","state schools","44600","78300"
"texas christian university (tcu)","private research universities","44900","78300"
"transylvania university","liberal arts","40900","78300"
"university of kentucky (uk)","state schools","40900","78300"
"william jewell college","liberal arts","44300","78300"
"stonehill college","liberal arts","41300","78200"
"university of la verne","private research universities","39600","78200"
"stevenson university","private non-profit","40200","78100"
"university at buffalo (ub)","state schools","43800","78100"
"college of notre dame of maryland","private non-profit","46500","78000"
"university of texas at arlington (uta)","state schools","45000","78000"
"academy of art university","private for-profit arts & design","45100","77900"
"california state university los angeles (csula)","state schools","44100","77900"
"university of arkansas","state schools","41100","77900"
"university of houston (uh)","state schools","44800","77900"
"university of utah","state schools","44200","77900"
"valparaiso university","private non-profit","46600","77800"
"west chester university","state schools","40600","77700"
"willamette university","liberal arts","39500","77700"
"arcadia university","private non-profit","39900","77600"
"point loma nazarene college","private non-profit","37400","77600"
"university of mississippi","state schools party schools","40300","77600"
"university of st. thomas minnesota","private research universities","43400","77500"
"university of wisconsin (uw) - platteville","state schools","46500","77500"
"fashion institute of technology","state schools","41500","77400"
"marietta college","private non-profit","35300","77300"
"art center college of design","arts & design","49300","77200"
"rutgers university - newark","state schools","45200","77200"
"university of new haven","private non-profit","41800","77200"
"central washington university (cwu)","state schools","41400","77100"
"bethel university","private non-profit","41400","77000"
"california lutheran university (clu)","private non-profit","45300","77000"
"northern illinois university (niu)","state schools","43500","77000"
"oklahoma state university (osu)","state schools","43100","76900"
"university of wyoming (uw)","state schools","43600","76900"
"abilene christian university","private non-profit","38600","76800"
"loyola university of chicago","private research universities","42700","76800"
"brooklyn college","state schools","40900","76700"
"mount union college","liberal arts","38700","76700"
"tuskegee university","private non-profit","42700","76700"
"university of new hampshire (unh)","state schools","42100","76700"
"bryn mawr college","liberal arts","41100","76600"
"calvin college","liberal arts","40000","76600"
"eastern connecticut state university","state schools","39000","76500"
"university of missouri - columbia","state schools party schools","41200","76500"
"tennessee technological university (ttu)","state schools","42500","76400"
"university of nevada reno (unr)","state schools","43600","76400"
"university of texas at dallas","state schools","45000","76400"
"university of vermont (uvm)","state schools","42800","76400"
"university of massachusetts (umass) - dartmouth","state schools","43400","76200"
"temple university","state schools","40700","76100"
"the college of wooster","liberal arts","39400","76100"
"elmhurst college","private non-profit","40500","75800"
"seattle university","private non-profit","46800","75800"
"weber state university","state schools","45600","75800"
"nova southeastern university","private research universities","45300","75700"
"randolph-macon college (ashland virginia)","liberal arts","42100","75600"
"carthage college","private non-profit","38200","75500"
"central connecticut state university","state schools","42500","75500"
"colorado state university (csu)","state schools","44100","75500"
"saint louis university (slu)","private research universities","45800","75500"
"smith college","liberal arts","41000","75500"
"lycoming college","liberal arts","38100","75400"
"penn state - harrisburg","state schools","45700","75400"
"university of oklahoma health sciences center","state schools","49700","75400"
"college of staten island","state schools","41200","75300"
"kean university","state schools","41300","75300"
"california state university (csu) fresno (fresno state)","state schools","41100","75200"
"university of colorado - colorado springs (uccs)","state schools","42500","74900"
"university of wisconsin (uw) - whitewater","state schools","40200","74900"
"dominican college","private non-profit","44700","74800"
"montclair state university","state schools","41900","74800"
"new mexico state university","state schools","44900","74800"
"wofford college","liberal arts","34700","74800"
"excelsior college","liberal arts","49700","74700"
"kansas state university (ksu)","state schools","44500","74700"
"university of new england (une)","private non-profit","38500","74700"
"university of tampa","private non-profit","38600","74700"
"sonoma state university","state schools","44800","74600"
"hartwick college","liberal arts","42600","74500"
"holy family university","private non-profit","47700","74500"
"university of massachusetts (umass) - boston","state schools","44100","74500"
"university of north dakota","state schools","43200","74500"
"university of northern colorado","state schools","38800","74500"
"university of tennessee","state schools","41400","74500"
"hamilton college","liberal arts","46200","74400"
"university of bridgeport (ub)","private research universities","38000","74400"
"western governors university (wgu)","private non-profit","40800","74400"
"morehouse college","liberal arts","44500","74300"
"salve regina university","private non-profit","42900","74300"
"suffolk university","private non-profit","39400","74300"
"the richard stockton college of new jersey","state schools","38100","74300"
"humboldt state university","state schools","39500","74200"
"beloit college","liberal arts","37900","74100"
"illinois state university","state schools","40200","74100"
"utah state university","state schools","41200","74100"
"walla walla university","private non-profit","46500","74000"
"colorado christian university","private non-profit","36600","73900"
"farmingdale state college","state schools","40800","73900"
"roger williams university","private non-profit","42100","73900"
"augustana college illinois","liberal arts","38700","73800"
"oakland university","state schools","42500","73800"
"regis university","private non-profit","51400","73800"
"ripon college","liberal arts","36700","73800"
"bloomfield college","liberal arts","41600","73700"
"charter oak state college","state schools liberal arts","52300","73700"
"hamline university","private non-profit","37500","73700"
"mississippi state university (msu)","state schools","40600","73700"
"mount st. mary's college","private non-profit","45500","73700"
"hunter college - the city university of new york (cuny)","state schools","45500","73600"
"university of cincinnati (uc)","state schools","43700","73600"
"moravian college and moravian theological seminary","liberal arts","41500","73500"
"rivier college","private non-profit","49100","73500"
"university of hawaii at manoa","state schools","41000","73500"
"university of new mexico (unm)","state schools","40500","73500"
"skidmore college","liberal arts","41600","73400"
"university of baltimore","state schools","47800","73400"
"university of north carolina at charlotte (uncc)","state schools","43500","73400"
"averett university","private non-profit","35900","73300"
"canisius college","private non-profit","36200","73300"
"harding university","private non-profit","40300","73300"
"university of south dakota","state schools","37800","73300"
"university of st. francis","private non-profit","44000","73300"
"florida state university (fsu)","state schools party schools","38500","73200"
"frostburg state university","state schools","41600","73200"
"montana state university - bozeman","state schools","46500","73200"
"drew university","liberal arts","44100","73100"
"duquesne university","private research universities","42800","73100"
"juniata college","liberal arts","43100","73100"
"susquehanna university","liberal arts","41100","73100"
"university of maine orono","state schools","42700","73100"
"gordon college massachusetts","liberal arts","36700","73000"
"pacific union college (puc)","private non-profit","46400","73000"
"central college","liberal arts","37600","72900"
"emerson college","private non-profit","39800","72900"
"florida hospital college of health sciences","private non-profit","51700","72900"
"massachusetts college of art and design","state schools","37700","72900"
"thomas edison state college","state schools liberal arts","45200","72900"
"whittier college","liberal arts","42900","72900"
"northeastern illinois university","state schools","37500","72800"
"colorado state university (csu) pueblo","state schools liberal arts","37700","72700"
"florida international university (fiu)","state schools","40500","72700"
"queens university","private non-profit","39600","72700"
"rowan university","state schools","42900","72700"
"georgia state university","state schools","40800","72600"
"university of south alabama","state schools","40300","72500"
"university of louisville","state schools","40600","72400"
"augsburg college","private non-profit","39900","72300"
"roosevelt university","private non-profit","39300","72300"
"university of toledo","state schools","42600","72300"
"william paterson university","state schools","44500","72300"
"northern arizona university (nau)","state schools","39300","72200"
"ohio university","state schools party schools","41900","72200"
"university of minnesota-duluth","state schools","42100","72200"
"wayne state university","state schools","42200","72200"
"western michigan university (wmu)","state schools","42100","72200"
"cleveland state university","state schools","42000","72100"
"idaho state university (isu)","state schools","47500","72100"
"mcdaniel college","liberal arts","41300","72100"
"st. francis college","private non-profit","42900","72100"
"university of new orleans (uno)","state schools","41300","72100"
"kalamazoo college","liberal arts","39500","72000"
"california state university dominguez hills (csudh)","state schools","40800","71900"
"luther college","liberal arts","40200","71900"
"university of findlay","private non-profit","42000","71900"
"roberts wesleyan college","private non-profit","36900","71800"
"southern illinois university (siu) - carbondale","state schools","42100","71800"
"southern oregon university","state schools","35500","71800"
"woodbury university","private non-profit","40700","71700"
"texas lutheran university","liberal arts","39700","71600"
"university of nebraska at omaha","state schools","39600","71600"
"wittenberg university","liberal arts","39100","71600"
"minnesota state university - mankato","state schools","41900","71500"
"salisbury university","state schools","40100","71500"
"shippensburg university of pennsylvania","state schools","40000","71400"
"university of nevada las vegas (unlv)","state schools","41400","71400"
"desales university","private non-profit","42600","71300"
"goucher college","liberal arts","37000","71300"
"university of louisiana (ul) at lafayette","state schools","37800","71300"
"college of saint benedict (csb) minnesota","liberal arts","39700","71200"
"indiana university-purdue university indianapolis (iupui)","state schools","42400","71100"
"lewis university","private non-profit","40500","71100"
"lipscomb university","private non-profit","40200","71100"
"penn state - erie / the behrend college","state schools","47700","71100"
"point park university","private non-profit","36700","71100"
"thomas more college","private non-profit","44200","71100"
"university of detroit mercy (udm)","private non-profit","49600","71000"
"university of texas at el paso (utep)","state schools","42800","71000"
"university of wisconsin (uw) - la crosse","state schools","39200","71000"
"west virginia wesleyan college (wvwc)","liberal arts","32800","71000"
"westminster college utah","private non-profit","42400","71000"
"nichols college","private non-profit","41100","70900"
"southern illinois university (siu) - edwardsville","state schools","42400","70900"
"eastern michigan university","state schools","38100","70800"
"western connecticut state university","state schools","39600","70800"
"devry university","private for-profit engineering","45200","70700"
"southwestern oklahoma state university","state schools","33700","70700"
"university of wisconsin (uw) - milwaukee","state schools","40700","70700"
"linfield college","liberal arts","45400","70600"
"old dominion university","state schools","41600","70600"
"southwestern university","liberal arts","44200","70600"
"truman state university","state schools","38300","70600"
"university of missouri - kansas city (umkc)","state schools","40800","70600"
"philadelphia university","private non-profit","41100","70400"
"university of south carolina","state schools","38800","70400"
"wichita state university","state schools","40800","70400"
"illinois wesleyan university (iwu)","liberal arts","39800","70300"
"bob jones university","private non-profit","36900","70200"
"lynchburg college","private non-profit","39200","70200"
"portland state university (psu)","state schools","39700","70200"
"university of wisconsin (uw) - eau claire","state schools","41500","70200"
"hampton university","private non-profit","44800","70100"
"st. cloud state university","state schools","40300","70100"
"university of alaska fairbanks (uaf)","state schools","51400","70100"
"aurora university","private non-profit","40200","70000"
"california state university (csu) stanislaus","state schools","39500","70000"
"manchester college","private non-profit","34600","70000"
"daemen college","private non-profit","31500","69900"
"grand canyon university","private for-profit","40100","69900"
"university of nebraska-lincoln (unl)","state schools","42200","69900"
"westminster college pennsylvania","liberal arts","38400","69900"
"national louis university","private non-profit","41400","69800"
"plymouth state university","state schools","37400","69800"
"lewis & clark college","liberal arts","37200","69700"
"mcneese state university","state schools","40000","69700"
"robert morris university (rmu) - pennsylvania","private non-profit","40600","69700"
"bowling green state university","state schools","38500","69600"
"clarion university of pennsylvania","state schools","34800","69600"
"pitzer college","liberal arts","39500","69600"
"university of texas at san antonio (utsa)","state schools","39900","69600"
"wheeling jesuit university","private non-profit","36800","69600"
"california state university san bernardino (csusb)","state schools","39800","69500"
"fitchburg state college","state schools","39000","69500"
"sacred heart university","private non-profit","44800","69500"
"texas woman's university","state schools","41500","69500"
"southern new hampshire university","private non-profit","38100","69400"
"xavier university of louisiana","engineering","42300","69400"
"ferris state university","state schools","41400","69300"
"gannon university","private non-profit","43400","69300"
"le moyne college","private non-profit","39300","69300"
"roanoke college","liberal arts","37500","69300"
"rollins college","private non-profit","38000","69300"
"boise state university (bsu)","state schools","41100","69200"
"knox college","liberal arts","38100","69200"
"neumann university","private non-profit","45700","69100"
"university of north texas (unt)","state schools","39300","69100"
"coe college","liberal arts","38100","69000"
"concordia college moorehead minnesota","liberal arts","38000","69000"
"metropolitan state college of denver (mscd)","state schools liberal arts","42100","69000"
"state university of new york (suny) at oswego","state schools","37600","69000"
"state university of new york (suny) institute of technology (sunyit)","state schools","42700","69000"
"university of akron","state schools","41600","69000"
"university of missouri - st. louis (umsl)","state schools","39600","69000"
"university of montana","state schools","37800","69000"
"berklee college of music","arts & design","37400","68900"
"fort lewis college","state schools liberal arts","39700","68900"
"john brown university","private non-profit","36000","68900"
"methodist university","private non-profit","39400","68900"
"university of memphis (u of m)","state schools","40600","68900"
"post university","private for-profit","39600","68800"
"felician college","private non-profit","58700","68700"
"morningside college","private non-profit","33300","68700"
"st. joseph's college (sjc) new york - long island","private non-profit","39200","68700"
"hope college","liberal arts","37800","68600"
"rockhurst university","private non-profit","41900","68600"
"strayer university","private for-profit","45000","68600"
"ball state university (bsu)","state schools","37100","68500"
"indiana state university","state schools","40600","68500"
"letourneau university","private non-profit","48900","68500"
"austin college","liberal arts","39300","68400"
"california state university san marcos (csusm)","state schools","40200","68400"
"east stroudsburg university (esu)","state schools","37300","68400"
"framingham state college","state schools","38500","68400"
"hawaii pacific university","private non-profit","43700","68400"
"university of south florida (usf)","state schools","39800","68400"
"bowie state university (bsu)","state schools","45400","68300"
"capella university","private research universities private for-profit","44500","68300"
"elon university","private non-profit","41600","68300"
"indiana university of pennsylvania (iup)","state schools","38900","68300"
"marymount university","private non-profit","43200","68300"
"southern connecticut state university (scsu)","state schools","39800","68300"
"florida agricultural and mechanical (a&m) university (famu)","state schools","40300","68200"
"millersville university of pennsylvania","state schools","39900","68200"
"north carolina a&t state university","state schools","45700","68200"
"university of alaska anchorage","state schools","48200","68200"
"prairie view a & m university","state schools","46400","68100"
"florida atlantic university (fau)","state schools","39100","68000"
"gwynedd-mercy college","private non-profit","44200","68000"
"texas a&m university - corpus christi","state schools","40600","68000"
"university of central florida (ucf)","state schools","40100","68000"
"hiram college","liberal arts","36700","67900"
"washington college (maryland)","liberal arts","45600","67900"
"northwood university michigan","private non-profit","40200","67800"
"youngstown state university (ysu)","state schools","40400","67800"
"earlham college","liberal arts","35200","67700"
"otterbein college","private non-profit","41900","67700"
"simmons college","private non-profit","43200","67700"
"western illinois university","state schools","37500","67700"
"bridgewater state college","state schools","36400","67600"
"cornell college","liberal arts","35600","67600"
"stephen f. austin state university (sfa)","state schools","38200","67600"
"bellarmine university","private non-profit","45200","67500"
"eastern kentucky university","state schools","35600","67500"
"texas a&m university - kingsville","state schools","44500","67500"
"walsh college of accountancy and business administration","private non-profit","41900","67500"
"american public university system","private for-profit","45300","67400"
"augusta state university","state schools","36200","67400"
"mercy college","private non-profit","43500","67400"
"saint mary's university of minnesota","private research universities","42800","67400"
"southern university and a&m college","state schools","40900","67400"
"tui university","private for-profit","46700","67400"
"university of evansville","private non-profit","41300","67400"
"university of west florida (uwf)","state schools","37800","67400"
"university of wisconsin (uw) - stout","state schools","41100","67400"
"bellevue university","private non-profit","41000","67300"
"eastern illinois university","state schools","35500","67300"
"houston baptist university","private non-profit","37200","67300"
"colorado technical university","private for-profit","43300","67200"
"dordt college","private non-profit","35000","67200"
"university of tennessee at chattanooga (utc)","state schools","37900","67200"
"lesley university","private non-profit","36100","67100"
"university of northern iowa","state schools","38300","67100"
"bloomsburg university of pennsylvania","state schools","40100","67000"
"state university of new york (suny) at geneseo","state schools","42500","67000"
"university of wisconsin (uw) - oshkosh","state schools","38000","67000"
"franklin pierce university","liberal arts","41300","66900"
"heidelberg university","private non-profit","34500","66900"
"state university of new york (suny) at plattsburgh","state schools","36900","66900"
"berry college","liberal arts","34400","66800"
"millikin university","liberal arts","37700","66800"
"niagara university","private non-profit","35600","66800"
"maryville university","private non-profit","41700","66700"
"sarah lawrence college","liberal arts","40300","66700"
"wright state university","state schools","41000","66700"
"columbus state university","state schools","37800","66600"
"jacksonville university","private non-profit","47500","66600"
"metropolitan state university","state schools","43700","66500"
